"","x"
"106",0.200733785230608
"107",0.200733785230608
"108",0.200733785230608
"109",0.200733785230608
"110",0.200733785230608
"111",0.200733785230608
"112",0.200733785230608
"113",0.200733785230608
"114",0.200733785230608
"115",0.200733785230608
"116",0.200733785230608
"117",0.200733785230608
"118",0.200733785230608
"119",0.200733785230608
"120",0.200733785230608
"121",0.200733785230608
"122",0.200733785230608
"123",0.200733785230608
"124",0.200733785230608
"125",0.200733785230608
"126",0.200733785230608
"127",0.200733785230608
"128",0.200733785230608
"129",0.200733785230608
"130",0.200733785230608
"131",0.200733785230608
"132",0.200733785230608
"133",0.200733785230608
"134",0.200733785230608
"135",0.200733785230608
"136",0.200733785230608
"137",0.200733785230608
"138",0.200733785230608
"139",0.200733785230608
"140",0.200733785230608
"141",0.200733785230608
"142",0.200733785230608
"143",0.200733785230608
"144",0.200733785230608
"145",0.200733785230608
"146",0.200733785230608
"147",0.200733785230608
"148",0.200733785230608
"149",0.200733785230608
"150",0.200733785230608
"151",0.200733785230608
"152",0.200733785230608
"153",0.200733785230608
"154",0.200733785230608
"155",0.200733785230608
"156",0.200733785230608
"157",0.200733785230608
"158",0.200733785230608
"159",0.200733785230608
"160",0.200733785230608
"161",0.200733785230608
"162",0.200733785230608
"163",0.200733785230608
"164",0.200733785230608
"165",0.200733785230608
"166",0.200733785230608
"167",0.200733785230608
"168",0.200733785230608
"169",0.200733785230608
"170",0.200733785230608
"171",0.200733785230608
"172",0.200733785230608
"173",0.200733785230608
"174",0.200733785230608
"175",0.200733785230608
"176",0.200733785230608
"177",0.200733785230608
"178",0.200733785230608
"179",0.200733785230608
"180",0.200733785230608
"181",0.200733785230608
"182",0.200733785230608
"183",0.200733785230608
"184",0.200733785230608
"185",0.200733785230608
"186",0.200733785230608
"187",0.200733785230608
"188",0.200733785230608
"189",0.200733785230608
"190",0.200733785230608
"191",0.200733785230608
"192",0.200733785230608
"193",0.200733785230608
"194",0.200733785230608
"195",0.200733785230608
"196",0.200733785230608
"197",0.200733785230608
"198",0.200733785230608
"199",0.200733785230608
"200",0.200733785230608
"201",0.200733785230608
"202",0.200733785230608
"203",0.200733785230608
"204",0.200733785230608
"205",0.200733785230608
"206",0.200733785230608
"207",0.200733785230608
"208",0.200733785230608
"209",0.200733785230608
"210",0.200733785230608
"211",0.200733785230608
"212",0.200733785230608
"213",0.200733785230608
"214",0.200733785230608
"215",0.200733785230608
"216",0.200733785230608
"217",0.200733785230608
"218",0.200733785230608
"219",0.200733785230608
"220",0.200733785230608
"221",0.200733785230608
"222",0.200733785230608
"223",0.200733785230608
"224",0.200733785230608
"225",0.200733785230608
"226",0.200733785230608
"227",0.200733785230608
"228",0.200733785230608
"229",0.200733785230608
"230",0.200733785230608
"231",0.200733785230608
"232",0.200733785230608
"233",0.200733785230608
"234",0.200733785230608
"235",0.200733785230608
"236",0.200733785230608
"237",0.200733785230608
"238",0.200733785230608
"239",0.200733785230608
"240",0.200733785230608
"241",0.200733785230608
"242",0.200733785230608
"243",0.200733785230608
"244",0.200733785230608
"245",0.200733785230608
"246",0.200733785230608
"247",0.200733785230608
"248",0.200733785230608
"249",0.200733785230608
"250",0.200733785230608
"251",0.200733785230608
"252",0.200733785230608
"253",0.200733785230608
"254",0.200733785230608
"255",0.200733785230608
"256",0.200733785230608
"257",0.200733785230608
"258",0.200733785230608
"259",0.200733785230608
"260",0.200733785230608
"261",0.200733785230608
"262",0.200733785230608
"263",0.200733785230608
"264",0.200733785230608
"265",0.200733785230608
"266",0.200733785230608
"267",0.200733785230608
"268",0.200733785230608
"269",0.200733785230608
"270",0.200733785230608
"271",0.200733785230608
"272",0.200733785230608
"273",0.200733785230608
"274",0.200733785230608
"275",0.200733785230608
"276",0.200733785230608
"277",0.200733785230608
"278",0.200733785230608
"279",0.200733785230608
"280",0.200733785230608
"281",0.200733785230608
"282",0.200733785230608
"283",0.200733785230608
"284",0.200733785230608
"285",0.200733785230608
"286",0.200733785230608
"287",0.200733785230608
"288",0.200733785230608
"289",0.200733785230608
"290",0.200733785230608
"291",0.200733785230608
"292",0.200733785230608
"293",0.200733785230608
"294",0.200733785230608
"295",0.200733785230608
"296",0.200733785230608
"297",0.200733785230608
"298",0.200733785230608
"299",0.200733785230608
"300",0.200733785230608
"301",0.200733785230608
"302",0.200733785230608
"303",0.200733785230608
"304",0.200733785230608
"305",0.200733785230608
"306",0.200733785230608
"307",0.200733785230608
"308",0.200733785230608
"309",0.200733785230608
"310",0.200733785230608
"311",0.200733785230608
"312",0.200733785230608
"313",0.200733785230608
"314",0.200733785230608
"315",0.200733785230608
"316",0.200733785230608
"317",0.200733785230608
"318",0.200733785230608
"319",0.200733785230608
"320",0.200733785230608
"321",0.200733785230608
"322",0.200733785230608
"323",0.200733785230608
"324",0.200733785230608
"325",0.200733785230608
"326",0.200733785230608
"327",0.200733785230608
"328",0.200733785230608
"329",0.200733785230608
"330",0.200733785230608
"331",0.200733785230608
"332",0.200733785230608
"333",0.200733785230608
"334",0.200733785230608
"335",0.200733785230608
"336",0.200733785230608
"337",0.200733785230608
"338",0.200733785230608
"339",0.200733785230608
"340",0.200733785230608
"341",0.200733785230608
"342",0.200733785230608
"343",0.200733785230608
"344",0.200733785230608
"345",0.200733785230608
"346",0.200733785230608
"347",0.200733785230608
"348",0.200733785230608
"349",0.200733785230608
"350",0.200733785230608
"351",0.200733785230608
"352",0.200733785230608
"353",0.200733785230608
"354",0.200733785230608
"355",0.200733785230608
"356",0.200733785230608
"357",0.200733785230608
"358",0.200733785230608
"359",0.200733785230608
"360",0.200733785230608
"361",0.200733785230608
"362",0.200733785230608
"363",0.200733785230608
"364",0.200733785230608
"365",0.200733785230608
"366",0.200733785230608
"367",0.200733785230608
"368",0.200733785230608
"369",0.200733785230608
"370",0.200733785230608
"371",0.200733785230608
"372",0.200733785230608
"373",0.200733785230608
"374",0.200733785230608
"375",0.200733785230608
"376",0.200733785230608
"377",0.200733785230608
"378",0.200733785230608
"379",0.200733785230608
"380",0.200733785230608
"381",0.200733785230608
"382",0.200733785230608
"383",0.200733785230608
"384",0.200733785230608
"385",0.200733785230608
"386",0.200733785230608
"387",0.200733785230608
"388",0.200733785230608
"389",0.200733785230608
"390",0.200733785230608
"391",0.200733785230608
"392",0.200733785230608
"393",0.200733785230608
"394",0.200733785230608
"395",0.200733785230608
"396",0.200733785230608
"397",0.200733785230608
"398",0.200733785230608
"399",0.200733785230608
"400",0.200733785230608
"401",0.200733785230608
"402",0.200733785230608
"403",0.200733785230608
"404",0.200733785230608
"405",0.200733785230608
"406",0.200733785230608
"407",0.200733785230608
"408",0.200733785230608
"409",0.200733785230608
"410",0.200733785230608
"411",0.200733785230608
"412",0.200733785230608
"413",0.200733785230608
"414",0.200733785230608
"415",0.200733785230608
"416",0.200733785230608
"417",0.200733785230608
"418",0.200733785230608
"419",0.200733785230608
"420",0.200733785230608
"421",0.200733785230608
"422",0.200733785230608
"423",0.200733785230608
"424",0.200733785230608
"425",0.200733785230608
"426",0.200733785230608
"427",0.200733785230608
"428",0.200733785230608
"429",0.200733785230608
"430",0.200733785230608
"431",0.200733785230608
"432",0.200733785230608
"433",0.200733785230608
"434",0.200733785230608
"435",0.200733785230608
"436",0.200733785230608
"437",0.200733785230608
"438",0.200733785230608
"439",0.200733785230608
"440",0.200733785230608
"441",0.200733785230608
"442",0.200733785230608
"443",0.200733785230608
"444",0.200733785230608
"445",0.200733785230608
"446",0.200733785230608
"447",0.200733785230608
"448",0.200733785230608
"449",0.200733785230608
"450",0.200733785230608
"451",0.200733785230608
"452",0.200733785230608
"453",0.200733785230608
"454",0.200733785230608
"455",0.200733785230608
"456",0.200733785230608
"457",0.200733785230608
"458",0.200733785230608
"459",0.200733785230608
"460",0.200733785230608
"461",0.200733785230608
"462",0.200733785230608
"463",0.200733785230608
"464",0.200733785230608
"465",0.200733785230608
"466",0.200733785230608
"467",0.200733785230608
"468",0.200733785230608
"469",0.200733785230608
"470",0.200733785230608
"471",0.200733785230608
"472",0.200733785230608
"473",0.200733785230608
"474",0.200733785230608
"475",0.200733785230608
"476",0.200733785230608
"477",0.200733785230608
"478",0.200733785230608
"479",0.200733785230608
"480",0.200733785230608
"481",0.200733785230608
"482",0.200733785230608
"483",0.200733785230608
"484",0.200733785230608
"485",0.200733785230608
"486",0.200733785230608
"487",0.200733785230608
"488",0.200733785230608
"489",0.200733785230608
"490",0.200733785230608
"491",0.200733785230608
"492",0.200733785230608
"493",0.200733785230608
"494",0.200733785230608
"495",0.200733785230608
"496",0.200733785230608
"497",0.200733785230608
"498",0.200733785230608
"499",0.200733785230608
"500",0.200733785230608
"501",0.200733785230608
"502",0.200733785230608
"503",0.200733785230608
"504",0.200733785230608
"505",0.200733785230608
"506",0.200733785230608
"507",0.200733785230608
"508",0.200733785230608
"509",0.200733785230608
"510",0.200733785230608
"511",0.200733785230608
"512",0.200733785230608
"513",0.200733785230608
"514",0.200733785230608
"515",0.200733785230608
"516",0.200733785230608
"517",0.200733785230608
"518",0.200733785230608
"519",0.200733785230608
"520",0.200733785230608
"521",0.200733785230608
"522",0.200733785230608
"523",0.200733785230608
"524",0.200733785230608
"525",0.200733785230608
"526",0.200733785230608
"527",0.200733785230608
"528",0.200733785230608
"529",0.200733785230608
"530",0.200733785230608
"531",0.200733785230608
"532",0.200733785230608
"533",0.200733785230608
"534",0.200733785230608
"535",0.200733785230608
"536",0.200733785230608
"537",0.200733785230608
"538",0.200733785230608
"539",0.200733785230608
"540",0.200733785230608
"541",0.200733785230608
"542",0.200733785230608
"543",0.200733785230608
"544",0.200733785230608
"545",0.200733785230608
"546",0.200733785230608
"547",0.200733785230608
"548",0.200733785230608
"549",0.200733785230608
"550",0.200733785230608
"551",0.200733785230608
"552",0.200733785230608
"553",0.200733785230608
"554",0.200733785230608
"555",0.200733785230608
"556",0.200733785230608
"557",0.200733785230608
"558",0.200733785230608
"559",0.200733785230608
"560",0.200733785230608
"561",0.200733785230608
"562",0.200733785230608
"563",0.200733785230608
"564",0.200733785230608
"565",0.200733785230608
"566",0.200733785230608
"567",0.200733785230608
"568",0.200733785230608
"569",0.200733785230608
"570",0.200733785230608
"571",0.200733785230608
"572",0.200733785230608
"573",0.200733785230608
"574",0.200733785230608
"575",0.200733785230608
"576",0.200733785230608
"577",0.200733785230608
"578",0.200733785230608
"579",0.200733785230608
"580",0.200733785230608
"581",0.200733785230608
"582",0.200733785230608
"583",0.200733785230608
"584",0.200733785230608
"585",0.200733785230608
"586",0.200733785230608
"587",0.200733785230608
"588",0.200733785230608
"589",0.200733785230608
"590",0.200733785230608
"591",0.200733785230608
"592",0.200733785230608
"593",0.200733785230608
"594",0.200733785230608
"595",0.200733785230608
"596",0.200733785230608
"597",0.200733785230608
"598",0.200733785230608
"599",0.200733785230608
"600",0.200733785230608
"601",0.200733785230608
"602",0.200733785230608
"603",0.200733785230608
"604",0.200733785230608
"605",0.200733785230608
"606",0.200733785230608
"607",0.200733785230608
"608",0.200733785230608
"609",0.200733785230608
"610",0.200733785230608
"611",0.200733785230608
"612",0.200733785230608
"613",0.200733785230608
"614",0.200733785230608
"615",0.200733785230608
"616",0.200733785230608
"617",0.200733785230608
"618",0.200733785230608
"619",0.200733785230608
"620",0.200733785230608
"621",0.200733785230608
"622",0.200733785230608
"623",0.200733785230608
"624",0.200733785230608
"625",0.200733785230608
"626",0.200733785230608
"627",0.200733785230608
"628",0.200733785230608
"629",0.200733785230608
"630",0.200733785230608
"631",0.200733785230608
"632",0.200733785230608
"633",0.200733785230608
"634",0.200733785230608
"635",0.200733785230608
"636",0.200733785230608
"637",0.200733785230608
"638",0.200733785230608
"639",0.200733785230608
"640",0.200733785230608
"641",0.200733785230608
"642",0.200733785230608
"643",0.200733785230608
"644",0.200733785230608
"645",0.200733785230608
"646",0.200733785230608
"647",0.200733785230608
"648",0.200733785230608
"649",0.200733785230608
"650",0.200733785230608
"651",0.200733785230608
"652",0.200733785230608
"653",0.200733785230608
"654",0.200733785230608
"655",0.200733785230608
"656",0.200733785230608
"657",0.200733785230608
"658",0.200733785230608
"659",0.200733785230608
"660",0.200733785230608
"661",0.200733785230608
"662",0.200733785230608
"663",0.200733785230608
"664",0.200733785230608
"665",0.200733785230608
"666",0.200733785230608
"667",0.200733785230608
"668",0.200733785230608
"669",0.200733785230608
"670",0.200733785230608
"671",0.200733785230608
"672",0.200733785230608
"673",0.200733785230608
"674",0.200733785230608
"675",0.200733785230608
"676",0.200733785230608
"677",0.200733785230608
"678",0.200733785230608
"679",0.200733785230608
"680",0.200733785230608
"681",0.200733785230608
"682",0.200733785230608
"683",0.200733785230608
"684",0.200733785230608
"685",0.200733785230608
"686",0.200733785230608
"687",0.200733785230608
"688",0.200733785230608
"689",0.200733785230608
"690",0.200733785230608
"691",0.200733785230608
"692",0.200733785230608
"693",0.200733785230608
"694",0.200733785230608
"695",0.200733785230608
"696",0.200733785230608
"697",0.200733785230608
"698",0.200733785230608
"699",0.200733785230608
"700",0.200733785230608
"701",0.200733785230608
"702",0.200733785230608
"703",0.200733785230608
"704",0.200733785230608
"705",0.200733785230608
"706",0.200733785230608
"707",0.200733785230608
"708",0.200733785230608
"709",0.200733785230608
"710",0.200733785230608
"711",0.200733785230608
"712",0.200733785230608
"713",0.200733785230608
"714",0.200733785230608
"715",0.200733785230608
"716",0.200733785230608
"717",0.200733785230608
"718",0.200733785230608
"719",0.200733785230608
"720",0.200733785230608
"721",0.200733785230608
"722",0.200733785230608
"723",0.200733785230608
"724",0.200733785230608
"725",0.200733785230608
"726",0.200733785230608
"727",0.200733785230608
"728",0.200733785230608
"729",0.200733785230608
"730",0.200733785230608
"731",0.200733785230608
"732",0.200733785230608
"733",0.200733785230608
"734",0.200733785230608
"735",0.200733785230608
"736",0.200733785230608
"737",0.200733785230608
"738",0.200733785230608
"739",0.200733785230608
"740",0.200733785230608
"741",0.200733785230608
"742",0.200733785230608
"743",0.200733785230608
"744",0.200733785230608
"745",0.200733785230608
"746",0.200733785230608
"747",0.200733785230608
"748",0.200733785230608
"749",0.200733785230608
"750",0.200733785230608
"751",0.200733785230608
"752",0.200733785230608
"753",0.200733785230608
"754",0.200733785230608
"755",0.200733785230608
"756",0.200733785230608
"757",0.200733785230608
"758",0.200733785230608
"759",0.200733785230608
"760",0.200733785230608
"761",0.200733785230608
"762",0.200733785230608
"763",0.200733785230608
"764",0.200733785230608
"765",0.200733785230608
"766",0.200733785230608
"767",0.200733785230608
"768",0.200733785230608
"769",0.200733785230608
"770",0.200733785230608
"771",0.200733785230608
"772",0.200733785230608
"773",0.200733785230608
"774",0.200733785230608
"775",0.200733785230608
"776",0.200733785230608
"777",0.200733785230608
"778",0.200733785230608
"779",0.200733785230608
"780",0.200733785230608
"781",0.200733785230608
"782",0.200733785230608
"783",0.200733785230608
"784",0.200733785230608
"785",0.200733785230608
"786",0.200733785230608
"787",0.200733785230608
"788",0.200733785230608
"789",0.200733785230608
"790",0.200733785230608
"791",0.200733785230608
"792",0.200733785230608
"793",0.200733785230608
"794",0.200733785230608
"795",0.200733785230608
"796",0.200733785230608
"797",0.200733785230608
"798",0.200733785230608
"799",0.200733785230608
"800",0.200733785230608
"801",0.200733785230608
"802",0.200733785230608
"803",0.200733785230608
"804",0.200733785230608
"805",0.200733785230608
"806",0.200733785230608
"807",0.200733785230608
"808",0.200733785230608
"809",0.200733785230608
"810",0.200733785230608
"811",0.200733785230608
"812",0.200733785230608
"813",0.200733785230608
"814",0.200733785230608
"815",0.200733785230608
"816",0.200733785230608
"817",0.200733785230608
"818",0.200733785230608
"819",0.200733785230608
"820",0.200733785230608
"821",0.200733785230608
"822",0.200733785230608
"823",0.200733785230608
"824",0.200733785230608
"825",0.200733785230608
"826",0.200733785230608
"827",0.200733785230608
"828",0.200733785230608
"829",0.200733785230608
"830",0.200733785230608
"831",0.200733785230608
"832",0.200733785230608
"833",0.200733785230608
"834",0.200733785230608
"835",0.200733785230608
"836",0.200733785230608
"837",0.200733785230608
"838",0.200733785230608
"839",0.200733785230608
"840",0.200733785230608
"841",0.200733785230608
"842",0.200733785230608
"843",0.200733785230608
"844",0.200733785230608
"845",0.200733785230608
"846",0.200733785230608
"847",0.200733785230608
"848",0.200733785230608
"849",0.200733785230608
"850",0.200733785230608
"851",0.200733785230608
"852",0.200733785230608
"853",0.200733785230608
"854",0.200733785230608
"855",0.200733785230608
"856",0.200733785230608
"857",0.200733785230608
"858",0.200733785230608
"859",0.200733785230608
"860",0.200733785230608
"861",0.200733785230608
"862",0.200733785230608
"863",0.200733785230608
"864",0.200733785230608
"865",0.200733785230608
"866",0.200733785230608
"867",0.200733785230608
"868",0.200733785230608
"869",0.200733785230608
"870",0.200733785230608
"871",0.200733785230608
"872",0.200733785230608
"873",0.200733785230608
"874",0.200733785230608
"875",0.200733785230608
"876",0.200733785230608
"877",0.200733785230608
"878",0.200733785230608
"879",0.200733785230608
"880",0.200733785230608
"881",0.200733785230608
"882",0.200733785230608
"883",0.200733785230608
"884",0.200733785230608
"885",0.200733785230608
"886",0.200733785230608
"887",0.200733785230608
"888",0.200733785230608
"889",0.200733785230608
"890",0.200733785230608
"891",0.200733785230608
"892",0.200733785230608
"893",0.200733785230608
"894",0.200733785230608
"895",0.200733785230608
"896",0.200733785230608
"897",0.200733785230608
"898",0.200733785230608
"899",0.200733785230608
"900",0.200733785230608
"901",0.200733785230608
"902",0.200733785230608
"903",0.200733785230608
"904",0.200733785230608
"905",0.200733785230608
"906",0.200733785230608
"907",0.200733785230608
"908",0.200733785230608
"909",0.200733785230608
"910",0.200733785230608
"911",0.200733785230608
"912",0.200733785230608
"913",0.200733785230608
"914",0.200733785230608
"915",0.200733785230608
"916",0.200733785230608
"917",0.200733785230608
"918",0.200733785230608
"919",0.200733785230608
"920",0.200733785230608
"921",0.200733785230608
"922",0.200733785230608
"923",0.200733785230608
"924",0.200733785230608
"925",0.200733785230608
"926",0.200733785230608
"927",0.200733785230608
"928",0.200733785230608
"929",0.200733785230608
"930",0.200733785230608
"931",0.200733785230608
"932",0.200733785230608
"933",0.200733785230608
"934",0.200733785230608
"935",0.200733785230608
"936",0.200733785230608
"937",0.200733785230608
"938",0.200733785230608
"939",0.200733785230608
"940",0.200733785230608
"941",0.200733785230608
"942",0.200733785230608
"943",0.200733785230608
"944",0.200733785230608
"945",0.200733785230608
"946",0.200733785230608
"947",0.200733785230608
"948",0.200733785230608
"949",0.200733785230608
"950",0.200733785230608
"951",0.200733785230608
"952",0.200733785230608
"953",0.200733785230608
"954",0.200733785230608
"955",0.200733785230608
"956",0.200733785230608
"957",0.200733785230608
"958",0.200733785230608
"959",0.200733785230608
"960",0.200733785230608
"961",0.200733785230608
"962",0.200733785230608
"963",0.200733785230608
"964",0.200733785230608
"965",0.200733785230608
"966",0.200733785230608
"967",0.200733785230608
"968",0.200733785230608
"969",0.200733785230608
"970",0.200733785230608
"971",0.200733785230608
"972",0.200733785230608
"973",0.200733785230608
"974",0.200733785230608
"975",0.200733785230608
"976",0.200733785230608
"977",0.200733785230608
"978",0.200733785230608
"979",0.200733785230608
"980",0.200733785230608
"981",0.200733785230608
"982",0.200733785230608
"983",0.200733785230608
"984",0.200733785230608
"985",0.200733785230608
"986",0.200733785230608
"987",0.200733785230608
"988",0.200733785230608
"989",0.200733785230608
"990",0.200733785230608
"991",0.200733785230608
"992",0.200733785230608
"993",0.200733785230608
"994",0.200733785230608
"995",0.200733785230608
"996",0.200733785230608
"997",0.200733785230608
"998",0.200733785230608
"999",0.200733785230608
"1000",0.200733785230608
