ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0140013	meiotic nuclear division	14/142	133/5321	9.83643191030981e-06	0.000896903746003704	0.000801975118429087	IME1/REC8/MEK1/IME2/TOP3/ECM11/HOP1/DMC1/MND1/AMA1/GMC2/RAD57/MER1/REC114	14
BP	GO:0006310	DNA recombination	17/142	204/5321	2.48641200319946e-05	0.00207822603267421	0.00185826581291749	MCM4/REC8/MCM2/MCM7/TOP3/MSH3/ELG1/ECM11/HPR1/RTT109/SLD2/DMC1/MND1/GMC2/RAD57/MER1/REC114	17
BP	GO:0000280	nuclear division	20/142	273/5321	3.06936703424199e-05	0.00236813471949593	0.00211749045601148	IME1/MRC1/REC8/MEK1/IME2/TOP3/ELG1/ECM11/SPC110/HOP1/DMC1/MND1/SWI5/AMA1/CLB5/GMC2/ASE1/RAD57/MER1/REC114	20
BP	GO:0061982	meiosis I cell cycle process	12/142	114/5321	4.38332165559792e-05	0.00295373403659238	0.00264110972259716	REC8/TOP3/MSH3/ECM11/HOP1/DMC1/MND1/AMA1/GMC2/RAD57/MER1/REC114	12
BP	GO:0006302	double-strand break repair	13/142	133/5321	4.59829088471639e-05	0.00295373403659238	0.00264110972259716	MCM4/REC8/FUN30/MCM2/MCM7/ELG1/ECM11/RTT109/SLD2/DMC1/RAD5/MND1/RAD57	13
BP	GO:0007131	reciprocal meiotic recombination	9/142	66/5321	5.40362839559915e-05	0.00295373403659238	0.00264110972259716	REC8/TOP3/ECM11/DMC1/MND1/GMC2/RAD57/MER1/REC114	9
BP	GO:0035825	homologous recombination	9/142	66/5321	5.40362839559915e-05	0.00295373403659238	0.00264110972259716	REC8/TOP3/ECM11/DMC1/MND1/GMC2/RAD57/MER1/REC114	9
BP	GO:0048285	organelle fission	20/142	284/5321	5.41354249507067e-05	0.00295373403659238	0.00264110972259716	IME1/MRC1/REC8/MEK1/IME2/TOP3/ELG1/ECM11/SPC110/HOP1/DMC1/MND1/SWI5/AMA1/CLB5/GMC2/ASE1/RAD57/MER1/REC114	20
BP	GO:0007127	meiosis I	11/142	99/5321	5.59530874329563e-05	0.00295373403659238	0.00264110972259716	REC8/TOP3/ECM11/HOP1/DMC1/MND1/AMA1/GMC2/RAD57/MER1/REC114	11
BP	GO:0048646	anatomical structure formation involved in morphogenesis	15/142	179/5321	7.22460238157535e-05	0.00362313809436004	0.00323966380479063	IME1/OSW5/SPS4/SPA2/IME2/IME4/SPR28/SPR3/SSP2/DMC1/LDS1/GAS4/AMA1/SPS22/RRT8	15
BP	GO:0006261	DNA-dependent DNA replication	13/142	140/5321	7.87252724746345e-05	0.00376006896628849	0.00336210186207462	MCM4/MRC1/RAD53/MCM2/MCM7/MSH3/ELG1/SAK1/CDC6/NOC3/IPI1/SLD2/CLB5	13
BP	GO:0006259	DNA metabolic process	28/142	498/5321	9.63311448988018e-05	0.00439182446970446	0.00392699212697508	MCM4/MRC1/REC8/RAD53/FUN30/MCM2/RAD16/MCM7/TOP3/MSH3/ELG1/SAK1/CDC6/ECM11/NOC3/PXR1/HPR1/IPI1/RTT109/SLD2/DMC1/RAD5/MND1/CLB5/GMC2/RAD57/MER1/REC114	28
BP	GO:0006270	DNA replication initiation	8/142	57/5321	0.00011552941453157	0.00503808707718105	0.0045048540586223	MCM4/RAD53/MCM2/MCM7/CDC6/NOC3/IPI1/SLD2	8
BP	GO:0006012	galactose metabolic process	4/142	11/5321	0.000138687108314715	0.00579596540165248	0.00518251825807621	GAL1/GAL80/GAL7/GAL10	4
BP	GO:0000724	double-strand break repair via homologous recombination	9/142	76/5321	0.000165816628093318	0.00665256311910393	0.00594845335307399	MCM4/MCM2/MCM7/ELG1/ECM11/RTT109/SLD2/DMC1/RAD57	9
BP	GO:0030435	sporulation resulting in formation of a cellular spore	14/142	172/5321	0.000173708387700443	0.00670113511013631	0.00599188446642823	IME1/OSW5/SPS4/IME2/IME4/SPR28/SPR3/SSP2/DMC1/LDS1/GAS4/AMA1/SPS22/RRT8	14
BP	GO:0009653	anatomical structure morphogenesis	16/142	217/5321	0.000188894928634481	0.00676648619358514	0.00605031876678863	IME1/OSW5/SPS4/SPA2/IME2/IME4/SPR28/HCM1/SPR3/SSP2/DMC1/LDS1/GAS4/AMA1/SPS22/RRT8	16
BP	GO:0048856	anatomical structure development	16/142	217/5321	0.000188894928634481	0.00676648619358514	0.00605031876678863	IME1/OSW5/SPS4/SPA2/IME2/IME4/SPR28/HCM1/SPR3/SSP2/DMC1/LDS1/GAS4/AMA1/SPS22/RRT8	16
BP	GO:0051704	multi-organism process	17/142	241/5321	0.00020178144027136	0.00697302869374431	0.00623500073156337	FLO1/OSW5/AXL1/SPS4/SPA2/FLO5/SSF1/SPR28/SPC110/SPR3/SSP2/LDS1/GAS4/AMA1/SPS22/RRT8/AFB1	17
BP	GO:0043934	sporulation	14/142	175/5321	0.00020856516531638	0.00697302869374431	0.00623500073156337	IME1/OSW5/SPS4/IME2/IME4/SPR28/SPR3/SSP2/DMC1/LDS1/GAS4/AMA1/SPS22/RRT8	14
BP	GO:0030154	cell differentiation	16/142	221/5321	0.000233271781953181	0.00754747088061422	0.00674864374275418	IME1/OSW5/SPS4/IME2/IME4/SPR28/HCM1/SPR3/SSP2/DMC1/LDS1/SWI5/GAS4/AMA1/SPS22/RRT8	16
BP	GO:0006260	DNA replication	13/142	158/5321	0.000268620962341986	0.00838895463676132	0.00750106454375887	MCM4/MRC1/RAD53/MCM2/MCM7/MSH3/ELG1/SAK1/CDC6/NOC3/IPI1/SLD2/CLB5	13
BP	GO:0032505	reproduction of a single-celled organism	15/142	202/5321	0.000280416382723841	0.00838895463676132	0.00750106454375887	OSW5/GIN4/AXL1/SPS4/SPA2/SPR28/BUD5/SPR3/SSP2/LDS1/SWI5/GAS4/AMA1/SPS22/RRT8	15
BP	GO:0009062	fatty acid catabolic process	5/142	23/5321	0.000287967658604763	0.00838895463676132	0.00750106454375887	PDH1/FOX2/CIT3/ANT1/POT1	5
BP	GO:0030476	ascospore wall assembly	7/142	50/5321	0.000317826795809502	0.00838895463676132	0.00750106454375887	OSW5/SSP2/LDS1/GAS4/AMA1/SPS22/RRT8	7
BP	GO:0042244	spore wall assembly	7/142	50/5321	0.000317826795809502	0.00838895463676132	0.00750106454375887	OSW5/SSP2/LDS1/GAS4/AMA1/SPS22/RRT8	7
BP	GO:0070590	spore wall biogenesis	7/142	50/5321	0.000317826795809502	0.00838895463676132	0.00750106454375887	OSW5/SSP2/LDS1/GAS4/AMA1/SPS22/RRT8	7
BP	GO:0070591	ascospore wall biogenesis	7/142	50/5321	0.000317826795809502	0.00838895463676132	0.00750106454375887	OSW5/SSP2/LDS1/GAS4/AMA1/SPS22/RRT8	7
BP	GO:0000725	recombinational repair	9/142	83/5321	0.000326515838964491	0.00839731760208679	0.00750854236970976	MCM4/MCM2/MCM7/ELG1/ECM11/RTT109/SLD2/DMC1/RAD57	9
BP	GO:0015718	monocarboxylic acid transport	5/142	24/5321	0.000356006277267989	0.00881374754809322	0.00788089721464598	ADY2/DAL5/VHT1/FAT3/PXA1	5
BP	GO:0071940	fungal-type cell wall assembly	7/142	51/5321	0.000360282801068616	0.00881374754809322	0.00788089721464598	OSW5/SSP2/LDS1/GAS4/AMA1/SPS22/RRT8	7
BP	GO:0070726	cell wall assembly	7/142	52/5321	0.000407167013327874	0.00972353605637756	0.00869439336730197	OSW5/SSP2/LDS1/GAS4/AMA1/SPS22/RRT8	7
CC	GO:0005619	ascospore wall	5/142	14/5325	2.07291388897369e-05	0.00331797460862546	0.00290787010234381	SPR28/SPR3/SSP2/LDS1/RRT8	5
CC	GO:0031160	spore wall	5/142	15/5325	3.04293179144061e-05	0.00331797460862546	0.00290787010234381	SPR28/SPR3/SSP2/LDS1/RRT8	5
CC	GO:0005656	nuclear pre-replicative complex	5/142	17/5325	6.0053839070144e-05	0.00331797460862546	0.00290787010234381	MCM4/MCM2/MCM7/CDC6/NOC3	5
CC	GO:0036387	pre-replicative complex	5/142	17/5325	6.0053839070144e-05	0.00331797460862546	0.00290787010234381	MCM4/MCM2/MCM7/CDC6/NOC3	5
CC	GO:0009277	fungal-type cell wall	11/142	112/5325	0.000171999474752021	0.00755569766234477	0.00662180695342433	FLO1/FLO5/YPS7/SPR28/SPR3/SSP2/LDS1/GAS4/SPS22/RRT8/AFB1	11
CC	GO:0031261	DNA replication preinitiation complex	5/142	22/5325	0.000229469802239695	0.00755569766234477	0.00662180695342433	MCM4/MCM2/MCM7/CDC6/SLD2	5
CC	GO:0005618	cell wall	11/142	118/5325	0.00027350941764144	0.00755569766234477	0.00662180695342433	FLO1/FLO5/YPS7/SPR28/SPR3/SSP2/LDS1/GAS4/SPS22/RRT8/AFB1	11
CC	GO:0030312	external encapsulating structure	11/142	118/5325	0.00027350941764144	0.00755569766234477	0.00662180695342433	FLO1/FLO5/YPS7/SPR28/SPR3/SSP2/LDS1/GAS4/SPS22/RRT8/AFB1	11
