ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0051704	multi-organism process	31/314	241/5321	2.57819659982695e-05	0.00350869119085541	0.00310863896247078	STE3/CWP1/PRM1/ASG7/SMK1/SPR6/GAS4/GIP1/JEM1/CRR1/SSO1/CIK1/STE4/SCW4/FUS3/DTR1/TEP1/AGA2/AQY1/SPR28/MDS3/FAR1/YPK1/DSE1/FUS2/AFB1/SDS3/SAG1/QDR3/FMP45/RSR1	31
BP	GO:0000749	response to pheromone triggering conjugation with cellular fusion	14/314	68/5321	3.13370978686887e-05	0.00390930295911891	0.00346357397496032	CSN9/STE3/SMK1/RRI1/ROD1/STE4/BAR1/FUS3/AGA2/FAR1/YPK1/DSE1/AFB1/SAG1	14
BP	GO:0003006	developmental process involved in reproduction	24/314	167/5321	3.64807546395002e-05	0.00420089920733321	0.00372192314540649	HMLALPHA2/MATALPHA1/SWI5/CWP1/SMK1/SPR6/GAS4/SGS1/GIP1/CRR1/SSO1/FUS3/DTR1/TEP1/AQY1/SPR28/MDS3/EXO1/ASH1/MPH1/FUS2/MATA1/QDR3/FMP45	24
BP	GO:0043900	regulation of multi-organism process	16/314	88/5321	4.37782041572735e-05	0.0046811408302456	0.00414740881489959	CSN9/STE3/SMK1/RRI1/ROD1/STE4/BAR1/FUS3/AGA2/MDS3/FAR1/YPK1/DSE1/FUS2/AFB1/SAG1	16
BP	GO:0051321	meiotic cell cycle	37/314	324/5321	6.0828293726061e-05	0.00581693545438217	0.00515370296559543	RMI1/ZIP1/CWP1/MND1/SMK1/POL30/SPR6/POL1/GAS4/SGS1/GIP1/BNS1/CRR1/SSO1/GMC2/CIK1/RIM15/FUS3/DTR1/TEP1/AQY1/SPR28/MDS3/EXO1/CNM67/RAD1/RCK2/RAD51/PMS1/SPO23/RAD50/RME1/CDC14/QDR3/FMP45/HOS4/REC114	37
BP	GO:0031137	regulation of conjugation with cellular fusion	15/314	82/5321	7.05559357395269e-05	0.00581693545438217	0.00515370296559543	CSN9/STE3/SMK1/RRI1/ROD1/STE4/BAR1/FUS3/AGA2/FAR1/YPK1/DSE1/FUS2/AFB1/SAG1	15
BP	GO:0046999	regulation of conjugation	15/314	82/5321	7.05559357395269e-05	0.00581693545438217	0.00515370296559543	CSN9/STE3/SMK1/RRI1/ROD1/STE4/BAR1/FUS3/AGA2/FAR1/YPK1/DSE1/FUS2/AFB1/SAG1	15
BP	GO:0044764	multi-organism cellular process	18/314	111/5321	7.19313115870772e-05	0.00581693545438217	0.00515370296559543	STE3/PRM1/ASG7/SMK1/JEM1/CIK1/STE4/SCW4/FUS3/AGA2/FAR1/YPK1/DSE1/FUS2/AFB1/SDS3/SAG1/RSR1	18
BP	GO:0000747	conjugation with cellular fusion	17/314	102/5321	8.02263447228149e-05	0.00581693545438217	0.00515370296559543	STE3/PRM1/ASG7/SMK1/JEM1/CIK1/STE4/SCW4/FUS3/AGA2/FAR1/YPK1/DSE1/FUS2/AFB1/SAG1/RSR1	17
BP	GO:0140253	cell-cell fusion	17/314	102/5321	8.02263447228149e-05	0.00581693545438217	0.00515370296559543	STE3/PRM1/ASG7/SMK1/JEM1/CIK1/STE4/SCW4/FUS3/AGA2/FAR1/YPK1/DSE1/FUS2/AFB1/SAG1/RSR1	17
BP	GO:0071444	cellular response to pheromone	15/314	83/5321	8.16002969552609e-05	0.00581693545438217	0.00515370296559543	CSN9/STE3/SMK1/RRI1/ROD1/STE4/BAR1/FUS3/AGA2/FAR1/YPK1/DSE1/AFB1/CRZ1/SAG1	15
BP	GO:0000746	conjugation	17/314	103/5321	9.10249587617294e-05	0.00610240107554721	0.00540662050781527	STE3/PRM1/ASG7/SMK1/JEM1/CIK1/STE4/SCW4/FUS3/AGA2/FAR1/YPK1/DSE1/FUS2/AFB1/SAG1/RSR1	17
BP	GO:0031136	positive regulation of conjugation	14/314	75/5321	9.78340853795145e-05	0.00610240107554721	0.00540662050781527	CSN9/STE3/SMK1/RRI1/ROD1/STE4/BAR1/FUS3/AGA2/FAR1/YPK1/DSE1/AFB1/SAG1	14
BP	GO:0031139	positive regulation of conjugation with cellular fusion	14/314	75/5321	9.78340853795145e-05	0.00610240107554721	0.00540662050781527	CSN9/STE3/SMK1/RRI1/ROD1/STE4/BAR1/FUS3/AGA2/FAR1/YPK1/DSE1/AFB1/SAG1	14
BP	GO:0045229	external encapsulating structure organization	28/314	225/5321	0.000116400118748642	0.00670196068333528	0.00593781982280523	SOD1/GAS1/CWP1/SMK1/GAS4/GIP1/CRR1/CHS2/CTS1/BAR1/SCW4/YPS7/DTR1/TEP1/SIM1/DSE2/YPK1/DSE1/PIR3/SCW11/ECM4/BCK1/PCM1/UBC7/SLT2/ECM13/QDR3/FMP45	28
BP	GO:0071555	cell wall organization	28/314	225/5321	0.000116400118748642	0.00670196068333528	0.00593781982280523	SOD1/GAS1/CWP1/SMK1/GAS4/GIP1/CRR1/CHS2/CTS1/BAR1/SCW4/YPS7/DTR1/TEP1/SIM1/DSE2/YPK1/DSE1/PIR3/SCW11/ECM4/BCK1/PCM1/UBC7/SLT2/ECM13/QDR3/FMP45	28
BP	GO:0071241	cellular response to inorganic substance	6/314	15/5321	0.000127945068133544	0.00709384322207096	0.0062850208907706	HAA1/MGA2/CST6/CRZ1/NCE103/CCC1	6
BP	GO:2000243	positive regulation of reproductive process	15/314	87/5321	0.000142320530812802	0.00760906552238444	0.00674149882797482	CSN9/STE3/SWI5/SMK1/RRI1/ROD1/STE4/BAR1/FUS3/AGA2/FAR1/YPK1/DSE1/AFB1/SAG1	15
BP	GO:0043902	positive regulation of multi-organism process	14/314	78/5321	0.000152042028868526	0.00784851438676492	0.00695364632937721	CSN9/STE3/SMK1/RRI1/ROD1/STE4/BAR1/FUS3/AGA2/FAR1/YPK1/DSE1/AFB1/SAG1	14
CC	GO:0009277	fungal-type cell wall	21/314	112/5325	1.6360137934489e-06	0.000290330213310764	0.000254675625711197	GAS1/CWP1/TOS6/PHO3/BUD4/GAS4/CRR1/CTS1/BAR1/EGT2/SCW4/YPS7/SIM1/DSE2/AGA2/SPR28/PIR3/SCW11/AFB1/DSE4/SAG1	21
CC	GO:0030427	site of polarized growth	36/314	268/5325	1.93553475540509e-06	0.000290330213310764	0.000254675625711197	AIM44/GIC2/PRM1/HOF1/ELM1/BUD4/DSE3/IQG1/CHS2/CTS1/FIR1/SEC3/FUS3/CAR1/SPR28/DBF2/FAR1/YPK1/DSE1/BIL1/YAP1801/SEC31/BCK1/VRP1/FUS2/MYO1/CDC14/EDE1/DSE4/SLT2/ABP1/AIM21/TPM2/RSR1/PAN1/BNR1	36
CC	GO:0005618	cell wall	21/314	118/5325	3.93773447133161e-06	0.000295330085349871	0.00025906147837708	GAS1/CWP1/TOS6/PHO3/BUD4/GAS4/CRR1/CTS1/BAR1/EGT2/SCW4/YPS7/SIM1/DSE2/AGA2/SPR28/PIR3/SCW11/AFB1/DSE4/SAG1	21
CC	GO:0030312	external encapsulating structure	21/314	118/5325	3.93773447133161e-06	0.000295330085349871	0.00025906147837708	GAS1/CWP1/TOS6/PHO3/BUD4/GAS4/CRR1/CTS1/BAR1/EGT2/SCW4/YPS7/SIM1/DSE2/AGA2/SPR28/PIR3/SCW11/AFB1/DSE4/SAG1	21
CC	GO:0005935	cellular bud neck	28/314	195/5325	8.04503553053183e-06	0.00048270213183191	0.00042342292265957	AIM44/GIC2/HOF1/ELM1/BUD4/DSE3/IQG1/CHS2/CTS1/FIR1/SEC3/SPR28/DBF2/YPK1/DSE1/BIL1/YAP1801/BCK1/VRP1/MYO1/CDC14/EDE1/DSE4/SLT2/TPM2/RSR1/PAN1/BNR1	28
CC	GO:0005933	cellular bud	31/314	245/5325	3.52518073371624e-05	0.00176259036685812	0.00154613190075273	IRC8/AIM44/GIC2/HOF1/ELM1/BUD4/DSE3/IQG1/CHS2/CTS1/FIR1/EGT2/SEC3/SPR28/DBF2/ASH1/YPK1/DSE1/BIL1/YAP1801/BCK1/VRP1/MYO1/CDC14/EDE1/DSE4/SLT2/TPM2/RSR1/PAN1/BNR1	31
CC	GO:0030864	cortical actin cytoskeleton	14/314	73/5325	7.12640208597934e-05	0.00305417232256257	0.00267909852856366	HOF1/BUD4/IQG1/INP53/YAP1801/VRP1/MYO1/BBC1/EDE1/ABP1/AIM21/TPM2/AIM3/PAN1	14
CC	GO:0030863	cortical cytoskeleton	14/314	76/5325	0.000112749386054684	0.00422810197705065	0.00370886138337776	HOF1/BUD4/IQG1/INP53/YAP1801/VRP1/MYO1/BBC1/EDE1/ABP1/AIM21/TPM2/AIM3/PAN1	14
