ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0019752	carboxylic acid metabolic process	127/1077	424/5321	4.552074042669e-07	7.45712493171776e-05	6.33805524601282e-05	ICL2/PDH1/PEX11/GCR1/ETR1/CIT3/ICL1/GLK1/ISA1/AGX1/CAT2/SDH4/GFA1/GLN1/IAH1/IDP2/CYS3/MDH3/SDH2/PYC2/YAT2/SDH1/MSD1/CRC1/CIT1/SHH3/GPM1/YAT1/EHD3/ACS1/ARG8/MSY1/GDH2/ERG10/ACH1/ISA2/FOX2/HIS1/ECI1/SHM2/SCS7/XBP1/POT1/ARO8/UGA2/GDH3/SWI4/SPE3/ADH1/ARO10/FAA2/ALD6/ADE6/POX1/AIM45/ACP1/SER1/SLM5/PUT1/MLS1/SPE1/HST4/TES1/MET2/LEU4/CAR1/MET7/ADR1/ISM1/LPD1/MDH2/FMS1/HOM3/MET1/IDP1/DIA4/MET8/HIS2/ARG4/ABZ1/SER2/ASP1/ADH2/ARO4/LYS1/FUM1/TRP3/SAM2/LYS5/PPT2/ARO9/FAU1/KGD1/ANT1/YMR31/MMF1/ADH3/LEU2/PDC1/SWI6/MSW1/ARG1/GLO4/PDX1/KGD2/CPA1/ADE4/PFK27/ACC1/ALD2/CEM1/LYS4/LSC1/SPS19/DPL1/DSD1/SNO3/MDH1/LYS9/LEU1/MET4/LYS2/GUA1/AIM10/ILV2/LAT1/BIO2	127
BP	GO:0033617	mitochondrial respiratory chain complex IV assembly	15/1077	21/5321	5.66926404398024e-07	8.51334483937699e-05	7.23577121402741e-05	SHY1/COX14/COA3/PET191/COA1/COX19/RCF1/PET100/COA2/COX12/CMC1/COX17/RCF2/PET117/COX16	15
BP	GO:0072350	tricarboxylic acid metabolic process	19/1077	31/5321	6.60776415222338e-07	8.53706688402297e-05	7.25593335840494e-05	CIT3/ICL1/SDH4/IDP2/MDH3/SDH2/SDH1/CIT1/SHH3/MLS1/MDH2/IDP1/FUM1/KGD1/YMR31/ARG1/KGD2/LSC1/MDH1	19
BP	GO:0055085	transmembrane transport	130/1077	439/5321	6.63257138603338e-07	8.53706688402297e-05	7.25593335840494e-05	PHO84/GIT1/HSP60/MEP2/GLK1/STL1/QCR8/COX7/VBA1/TAT2/ZRT2/COX8/ATP4/ATP3/ATP1/ATP18/COX9/AFG1/ADY2/ATP16/CRC1/FTR1/MEP3/KCH1/UGA4/HSP10/QCR9/SSA3/DUR3/TIM8/JEN1/SAL1/LEU5/COX5A/PEX21/MSC2/MGR2/COX13/AFG3/FUN26/FET5/TIM13/TOM6/AGP2/PEX25/TOM7/YTA12/SFC1/COX12/YMD8/COX4/COX15/ATP2/TIM9/PXA2/TIM11/DTR1/ATP19/CTR1/GGC1/TOM22/SSC1/UGO1/ATP20/OXA1/GEF1/COX6/MDH2/CAN1/ATP14/HEM25/NEO1/OPT1/BPT1/QCR7/HOT13/TOM5/RGT1/CTP1/PXA1/PDR5/CTR2/DAL5/YMC1/TOM40/ESBP6/MIA40/COX5B/BSC6/PEX6/YIA6/DIP5/BOR1/ITR2/YHM2/SEC63/TPO1/PAM16/RIP1/SNQ2/TPN1/TIM50/TIM17/QCR6/TPO3/ERS1/HXT15/MCH5/MCH4/ENA5/FUR4/QDR2/PET8/GAP1/QDR3/THI73/FET3/MRS4/PDR12/FLC2/PAM18/FEX2/FTH1/ATM1/VHT1/AMF1/SUL2/ALR1/AVT3/FSF1	130
BP	GO:0009150	purine ribonucleotide metabolic process	57/1077	154/5321	7.70639171445361e-07	9.25794524629694e-05	7.86863154002106e-05	GCR1/GLK1/QCR8/COX7/SDH4/COX8/ATP4/ATP3/ATP1/ATP18/COX9/SDH1/ATP16/MAS1/CIT1/SHH3/GPM1/ACS1/QCR9/MVD1/ACH1/COX5A/COX13/IMD3/ADH1/ADE6/ADE1/COX12/COX4/ATP2/NDI1/TES1/PCD1/TIM11/ATP19/ATP20/CAB3/COX6/ATP14/QCR7/HMG1/GUK1/COX5B/GSM1/PDC1/RIP1/QCR6/PDX1/KGD2/ADE4/PFK27/ACC1/LSC1/GUA1/ADE13/LAT1/XPT1	57
BP	GO:0006163	purine nucleotide metabolic process	58/1077	158/5321	8.46264586521216e-07	9.27231148831996e-05	7.88084188066216e-05	GCR1/GLK1/QCR8/COX7/SDH4/COX8/ATP4/ATP3/ATP1/ATP18/COX9/SDH1/ATP16/MAS1/CIT1/SHH3/GPM1/ACS1/QCR9/MVD1/ACH1/COX5A/COX13/IMD3/ADH1/ADE6/ADE1/COX12/COX4/ATP2/NDI1/TES1/PCD1/TIM11/ATP19/ATP20/CAB3/COX6/ATP14/DUT1/QCR7/HMG1/GUK1/COX5B/GSM1/PDC1/RIP1/QCR6/PDX1/KGD2/ADE4/PFK27/ACC1/LSC1/GUA1/ADE13/LAT1/XPT1	58
BP	GO:0043436	oxoacid metabolic process	130/1077	441/5321	8.74746366822638e-07	9.27231148831996e-05	7.88084188066216e-05	PHO84/ICL2/PDH1/PEX11/GCR1/ETR1/CIT3/ICL1/GLK1/ISA1/AGX1/CAT2/SDH4/GFA1/GLN1/IAH1/IDP2/CYS3/MDH3/SDH2/PYC2/YAT2/SDH1/MSD1/CRC1/CIT1/SHH3/GPM1/YAT1/EHD3/ACS1/ARG8/MSY1/GDH2/ERG10/ACH1/ISA2/FOX2/HIS1/ECI1/SHM2/SCS7/XBP1/POT1/ARO8/UGA2/GDH3/SWI4/SPE3/ADH1/ARO10/FAA2/ALD6/ADE6/POX1/AIM45/ACP1/SER1/SLM5/PUT1/MLS1/SPE1/HST4/TES1/MET2/LEU4/CAR1/MET7/ADR1/ISM1/LPD1/MDH2/FMS1/HOM3/MET1/IDP1/DIA4/MET8/HIS2/ARG4/ABZ1/SER2/ASP1/ADH2/ARO4/LYS1/FUM1/TRP3/SAM2/LYS5/PPT2/ARO9/FAU1/KGD1/ANT1/YMR31/MMF1/ADH3/LEU2/PDC1/SWI6/PPN1/MSW1/ARG1/GLO4/PDX1/KGD2/CPA1/ADE4/PFK27/ACC1/ALD2/CEM1/LYS4/LSC1/SPS19/DPL1/DSD1/SNO3/MDH1/LYS9/LEU1/MET4/LYS2/GUA1/AIM10/ILV2/LAT1/VTC2/BIO2	130
BP	GO:0006082	organic acid metabolic process	130/1077	443/5321	1.14918024110469e-06	0.000115045710803925	9.77811257782059e-05	PHO84/ICL2/PDH1/PEX11/GCR1/ETR1/CIT3/ICL1/GLK1/ISA1/AGX1/CAT2/SDH4/GFA1/GLN1/IAH1/IDP2/CYS3/MDH3/SDH2/PYC2/YAT2/SDH1/MSD1/CRC1/CIT1/SHH3/GPM1/YAT1/EHD3/ACS1/ARG8/MSY1/GDH2/ERG10/ACH1/ISA2/FOX2/HIS1/ECI1/SHM2/SCS7/XBP1/POT1/ARO8/UGA2/GDH3/SWI4/SPE3/ADH1/ARO10/FAA2/ALD6/ADE6/POX1/AIM45/ACP1/SER1/SLM5/PUT1/MLS1/SPE1/HST4/TES1/MET2/LEU4/CAR1/MET7/ADR1/ISM1/LPD1/MDH2/FMS1/HOM3/MET1/IDP1/DIA4/MET8/HIS2/ARG4/ABZ1/SER2/ASP1/ADH2/ARO4/LYS1/FUM1/TRP3/SAM2/LYS5/PPT2/ARO9/FAU1/KGD1/ANT1/YMR31/MMF1/ADH3/LEU2/PDC1/SWI6/PPN1/MSW1/ARG1/GLO4/PDX1/KGD2/CPA1/ADE4/PFK27/ACC1/ALD2/CEM1/LYS4/LSC1/SPS19/DPL1/DSD1/SNO3/MDH1/LYS9/LEU1/MET4/LYS2/GUA1/AIM10/ILV2/LAT1/VTC2/BIO2	130
BP	GO:0034220	ion transmembrane transport	78/1077	235/5321	1.31208743298739e-06	0.000124441134433856	0.000105766604708955	PHO84/GIT1/MEP2/QCR8/COX7/VBA1/TAT2/ZRT2/COX8/ATP4/ATP3/ATP1/ATP18/COX9/ADY2/ATP16/CRC1/FTR1/MEP3/KCH1/UGA4/QCR9/DUR3/JEN1/LEU5/COX5A/MSC2/COX13/FET5/AGP2/SFC1/COX12/YMD8/COX4/COX15/ATP2/PXA2/TIM11/ATP19/CTR1/ATP20/OXA1/GEF1/COX6/CAN1/ATP14/HEM25/NEO1/BPT1/QCR7/CTP1/CTR2/YMC1/ESBP6/COX5B/YIA6/DIP5/BOR1/YHM2/TPO1/RIP1/QCR6/TPO3/MCH5/MCH4/ENA5/QDR2/GAP1/FET3/MRS4/FLC2/FEX2/FTH1/AMF1/SUL2/ALR1/AVT3/FSF1	78
BP	GO:0072521	purine-containing compound metabolic process	62/1077	176/5321	1.8173950237809e-06	0.000156687801276082	0.000133174105296279	DAL1/GCR1/GLK1/QCR8/COX7/SDH4/COX8/ATP4/ATP3/ATP1/ATP18/COX9/SDH1/ATP16/MAS1/CIT1/SHH3/GPM1/ACS1/QCR9/MVD1/ACH1/COX5A/COX13/IMD3/ADH1/ADE6/ADE1/SER1/COX12/COX4/ATP2/NDI1/TES1/PCD1/TIM11/ATP19/ATP20/CAB3/COX6/ATP14/DUT1/QCR7/HMG1/GUK1/COX5B/GSM1/PDC1/RIP1/QCR6/DAL2/PDX1/KGD2/PNP1/ADE4/PFK27/ACC1/LSC1/GUA1/ADE13/LAT1/XPT1	62
BP	GO:0009259	ribonucleotide metabolic process	60/1077	169/5321	1.99283018710395e-06	0.000156687801276082	0.000133174105296279	GCR1/GLK1/QCR8/COX7/SDH4/COX8/ATP4/ATP3/ATP1/ATP18/URA3/COX9/SDH1/ATP16/MAS1/CIT1/SHH3/GPM1/ACS1/QCR9/MVD1/ACH1/COX5A/COX13/IMD3/ADH1/ADE6/FCY1/ADE1/COX12/TDA10/COX4/ATP2/NDI1/TES1/PCD1/TIM11/ATP19/ATP20/CAB3/COX6/ATP14/QCR7/HMG1/GUK1/COX5B/GSM1/PDC1/RIP1/QCR6/PDX1/KGD2/ADE4/PFK27/ACC1/LSC1/GUA1/ADE13/LAT1/XPT1	60
BP	GO:0006099	tricarboxylic acid cycle	18/1077	30/5321	2.04165695213325e-06	0.000156687801276082	0.000133174105296279	CIT3/ICL1/SDH4/IDP2/MDH3/SDH2/SDH1/CIT1/SHH3/MLS1/MDH2/IDP1/FUM1/KGD1/YMR31/KGD2/LSC1/MDH1	18
BP	GO:0006101	citrate metabolic process	18/1077	30/5321	2.04165695213325e-06	0.000156687801276082	0.000133174105296279	CIT3/ICL1/SDH4/IDP2/MDH3/SDH2/SDH1/CIT1/SHH3/MLS1/MDH2/IDP1/FUM1/KGD1/YMR31/KGD2/LSC1/MDH1	18
BP	GO:1903047	mitotic cell cycle process	108/1077	357/5321	2.141051354282e-06	0.000156687801276082	0.000133174105296279	MCD1/SGS1/YOX1/SMC1/CIK1/CIN8/SGO1/NUR1/MNN10/DBF4/SPA2/CDC6/GIC2/IPL1/GIN4/KSS1/SIN3/HSL1/CTF4/CDC20/CLB2/MYO2/MUS81/SKP1/CLB5/SWE1/SLD2/SPC72/XBP1/INN1/BIR1/BUD4/DAD2/SWI4/BUD16/SPC110/DCC1/SWI5/NRM1/KEL1/MCK1/ASE1/KAR9/KAR3/CDC45/GAC1/IRR1/MRC1/BFA1/MCM2/TOP3/MSB2/BAS1/MTW1/POL30/DPB11/RME1/CYK3/CDC23/BNI4/BUB1/YPI1/ELG1/STE20/CTR9/BRN1/APC1/PTK2/CDC12/CHS2/KAP104/CEP3/DYN1/TUB2/DSN1/DAD3/CLN2/PSF1/SWI6/CDC10/CDC14/BUD5/CNM67/SMC3/BUB2/TOF1/NIP100/PAC11/BUD3/CTF8/RAD24/CLB4/CDC28/BUD31/CDC7/SHS1/SHE1/ELM1/PAN1/CTF18/VHS2/RIM15/DMA2/SDS23/BUD2/VRP1/AXL1/PIN4	108
BP	GO:0009060	aerobic respiration	37/1077	88/5321	2.20176494731342e-06	0.000156687801276082	0.000133174105296279	ETR1/CIT3/ICL1/QCR8/COX7/SDH4/COX8/IDP2/COX9/MDH3/SDH2/SDH1/MAS1/CIT1/SHH3/QCR9/COX19/COX5A/COX13/JAC1/MAM33/MLS1/COX4/COX6/MDH2/IDP1/QCR7/FUM1/COX5B/KGD1/YMR31/COX11/RIP1/QCR6/KGD2/LSC1/MDH1	37
BP	GO:0140014	mitotic nuclear division	62/1077	177/5321	2.26075628922205e-06	0.000156687801276082	0.000133174105296279	MCD1/SGS1/SMC1/CIK1/CIN8/SGO1/NUR1/DBF4/GIC2/IPL1/CTF4/CDC20/CLB2/SKP1/CLB5/SPC72/BIR1/DAD2/SPC110/DCC1/SWI5/KEL1/MCK1/ASE1/KAR9/KAR3/GAC1/IRR1/MRC1/BFA1/TOP3/BAS1/MTW1/POL30/CDC23/BUB1/YPI1/ELG1/STE20/BRN1/APC1/KAP104/CEP3/DYN1/TUB2/DSN1/DAD3/CDC10/CDC14/SMC3/BUB2/TOF1/CTF8/CLB4/CDC28/CDC7/SHS1/SHE1/CTF18/DMA2/SDS23/BUD2	62
BP	GO:0019693	ribose phosphate metabolic process	65/1077	189/5321	2.65179848268612e-06	0.000176982995029644	0.000150423656620207	GCR1/GLK1/QCR8/RKI1/COX7/SDH4/COX8/ATP4/ATP3/ATP1/ATP18/URA3/COX9/SDH1/ATP16/MAS1/CIT1/SHH3/GPM1/ACS1/QCR9/MVD1/ACH1/COX5A/COX13/IMD3/ADH1/ADE6/FCY1/ADE1/COX12/TDA10/COX4/ATP2/NDI1/TES1/PCD1/TIM11/ATP19/ATP20/CAB3/COX6/ATP14/QCR7/HMG1/GUK1/YSA1/COX5B/GSM1/PDC1/RIP1/QCR6/PDX1/KGD2/ADE4/PFK27/ACC1/LSC1/SHB17/GUA1/SOL3/ADE13/PRS5/LAT1/XPT1	65
BP	GO:0000724	double-strand break repair via homologous recombination	33/1077	76/5321	3.33378791024509e-06	0.000210277980423032	0.00017872215755331	MCD1/SGS1/CTF4/MCM4/RFA3/MUS81/RAD52/SLD2/PIF1/DMC1/HST4/CDC45/MCM2/DPB11/TAH11/MCM7/RAD54/ELG1/CSM2/RTT109/SMC5/YKU80/POL32/SAE3/PSF1/SMC3/SLD3/CDC28/RAD57/CDC7/RAD1/CTF18/SHU1	33
BP	GO:0009062	fatty acid catabolic process	15/1077	23/5321	3.38861367002633e-06	0.000210277980423032	0.00017872215755331	ICL2/PDH1/CIT3/MDH3/EHD3/ERG10/FOX2/ECI1/POT1/POX1/AIM45/TES1/ADR1/ANT1/SPS19	15
BP	GO:0019395	fatty acid oxidation	12/1077	16/5321	3.61743473535738e-06	0.000210277980423032	0.00017872215755331	PEX11/MDH3/EHD3/ERG10/FOX2/ECI1/POT1/POX1/AIM45/TES1/ADR1/ANT1	12
BP	GO:0034440	lipid oxidation	12/1077	16/5321	3.61743473535738e-06	0.000210277980423032	0.00017872215755331	PEX11/MDH3/EHD3/ERG10/FOX2/ECI1/POT1/POX1/AIM45/TES1/ADR1/ANT1	12
BP	GO:0033108	mitochondrial respiratory chain complex assembly	21/1077	40/5321	5.57845299024995e-06	0.00031413663401345	0.000266995036210976	SHY1/COX14/COA3/PET191/QCR9/COA1/COX19/RCF1/CMC2/PET100/COA2/COX12/CMC1/COX17/RCF2/TCM62/QCR7/PET117/SDH6/COX16/COX23	21
BP	GO:0000278	mitotic cell cycle	115/1077	393/5321	5.9190093675601e-06	0.000323213784252827	0.000274710004140349	MCD1/SGS1/YOX1/SMC1/CIK1/CIN8/SGO1/NUR1/MNN10/DBF4/SPA2/CDC6/GIC2/IPL1/GIN4/KSS1/SIN3/HSL1/CTF4/CDC20/CLB2/MYO2/MUS81/SKP1/CLB5/SWE1/SLD2/SPC72/XBP1/INN1/BIR1/BUD4/CKS1/DAD2/SWI4/BUD16/SPC110/DCC1/SWI5/NRM1/KEL1/MCK1/ASE1/KAR9/KAR3/CDC45/ALK2/GAC1/IRR1/MRC1/BFA1/MCM2/TOP3/MSB2/BAS1/MTW1/POL30/DPB11/RME1/CYK3/CDC23/BNI4/BUB1/YPI1/ELG1/STE20/CTR9/BRN1/APC1/NUF2/PTK2/CDC12/CHS2/KAP104/CEP3/DYN1/TUB2/DSN1/TOM1/DAD3/CLN2/PSF1/SWI6/CDC10/CDC14/BUD5/CNM67/SMC3/BUB2/TOF1/NIP100/PAC11/BUD3/CTF8/RAD24/CLB4/CDC28/BUD31/FAR1/CDC7/SHS1/SHE1/ELM1/KIN1/PAN1/CTF18/VHS2/RIM15/DMA2/SNF1/SDS23/BUD2/VRP1/AXL1/PIN4	115
BP	GO:0006631	fatty acid metabolic process	29/1077	65/5321	6.82826868871349e-06	0.000357923323693475	0.000304210780988379	ICL2/PDH1/PEX11/ETR1/CIT3/CAT2/MDH3/YAT2/CRC1/YAT1/EHD3/ERG10/ACH1/FOX2/ECI1/SCS7/POT1/FAA2/POX1/AIM45/ACP1/HST4/TES1/ADR1/PPT2/ANT1/ACC1/CEM1/SPS19	29
BP	GO:0055086	nucleobase-containing small molecule metabolic process	90/1077	292/5321	6.9518958542018e-06	0.000357923323693475	0.000304210780988379	RNR1/DAL1/GCR1/GUT2/GLK1/QCR8/RKI1/COX7/SDH4/GFA1/COX8/CDC8/ATP4/ATP3/ATP1/ATP18/URA3/COX9/MDH3/SDH1/ATP16/MAS1/CIT1/SHH3/GPM1/ACS1/QCR9/RAD53/MVD1/RNR2/ACH1/COX5A/GPD2/COX13/IMD3/PMI40/CDC21/SEC53/ADH1/ALD6/ADE6/ADK2/FCY1/DCD1/ADE1/SER1/COX12/TDA10/COX4/ATP2/NDI1/TES1/PCD1/TIM11/ATP19/SCT1/PCM1/ATP20/CAB3/COX6/ATP14/DUT1/QCR7/HMG1/GUK1/ADH2/PLP1/COX5B/ADH3/SDT1/PGM2/GSM1/PDC1/RIP1/QCR6/DAL2/PDX1/KGD2/CPA1/PNP1/ADE4/PFK27/ACC1/LSC1/GUA1/SOL3/ADE13/PRS5/LAT1/XPT1	90
