"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0140013","BP","GO:0140013","meiotic nuclear division","14/142","133/5319",9.87812951872602e-06,0.000900705809752927,0.000805374770330581,"IME1/REC8/MEK1/IME2/TOP3/ECM11/HOP1/DMC1/MND1/AMA1/GMC2/RAD57/MER1/REC114",14
"GO:0006310","BP","GO:0006310","DNA recombination","17/142","204/5319",2.49829709811878e-05,0.00208815999117761,0.0018671483575414,"MCM4/REC8/MCM2/MCM7/TOP3/MSH3/ELG1/ECM11/HPR1/RTT109/SLD2/DMC1/MND1/GMC2/RAD57/MER1/REC114",17
"GO:0000280","BP","GO:0000280","nuclear division","20/142","273/5319",3.08577506441446e-05,0.00238079414585208,0.00212881000395232,"IME1/MRC1/REC8/MEK1/IME2/TOP3/ELG1/ECM11/SPC110/HOP1/DMC1/MND1/SWI5/AMA1/CLB5/GMC2/ASE1/RAD57/MER1/REC114",20
"GO:0061982","BP","GO:0061982","meiosis I cell cycle process","12/142","114/5319",4.39924574551698e-05,0.00296371484604427,0.00265003415944768,"REC8/TOP3/MSH3/ECM11/HOP1/DMC1/MND1/AMA1/GMC2/RAD57/MER1/REC114",12
"GO:0006302","BP","GO:0006302","double-strand break repair","13/142","133/5319",4.61600442006888e-05,0.00296371484604427,0.00265003415944768,"MCM4/REC8/FUN30/MCM2/MCM7/ELG1/ECM11/RTT109/SLD2/DMC1/RAD5/MND1/RAD57",13
"GO:0007131","BP","GO:0007131","reciprocal meiotic recombination","9/142","66/5319",5.41928757526815e-05,0.00296371484604427,0.00265003415944768,"REC8/TOP3/ECM11/DMC1/MND1/GMC2/RAD57/MER1/REC114",9
"GO:0035825","BP","GO:0035825","homologous recombination","9/142","66/5319",5.41928757526815e-05,0.00296371484604427,0.00265003415944768,"REC8/TOP3/ECM11/DMC1/MND1/GMC2/RAD57/MER1/REC114",9
"GO:0048285","BP","GO:0048285","organelle fission","20/142","284/5319",5.44194963908856e-05,0.00296371484604427,0.00265003415944768,"IME1/MRC1/REC8/MEK1/IME2/TOP3/ELG1/ECM11/SPC110/HOP1/DMC1/MND1/SWI5/AMA1/CLB5/GMC2/ASE1/RAD57/MER1/REC114",20
"GO:0007127","BP","GO:0007127","meiosis I","11/142","99/5319",5.61421556080171e-05,0.00296371484604427,0.00265003415944768,"REC8/TOP3/ECM11/HOP1/DMC1/MND1/AMA1/GMC2/RAD57/MER1/REC114",11
"GO:0048646","BP","GO:0048646","anatomical structure formation involved in morphogenesis","15/142","179/5319",7.25510365750927e-05,0.0036384344842409,0.00325334121905152,"IME1/OSW5/SPS4/SPA2/IME2/IME4/SPR28/SPR3/SSP2/DMC1/LDS1/GAS4/AMA1/SPS22/RRT8",15
"GO:0006261","BP","GO:0006261","DNA-dependent DNA replication","13/142","140/5319",7.90237108055693e-05,0.0037743229494279,0.00337484719831303,"MCM4/MRC1/RAD53/MCM2/MCM7/MSH3/ELG1/SAK1/CDC6/NOC3/IPI1/SLD2/CLB5",13
"GO:0006259","BP","GO:0006259","DNA metabolic process","28/142","498/5319",9.69603669386098e-05,0.00442051127451935,0.00395264270965051,"MCM4/MRC1/REC8/RAD53/FUN30/MCM2/RAD16/MCM7/TOP3/MSH3/ELG1/SAK1/CDC6/ECM11/NOC3/PXR1/HPR1/IPI1/RTT109/SLD2/DMC1/RAD5/MND1/CLB5/GMC2/RAD57/MER1/REC114",28
"GO:0006270","BP","GO:0006270","DNA replication initiation","8/142","57/5319",0.000115828963702636,0.00505115002581497,0.00451653441989227,"MCM4/RAD53/MCM2/MCM7/CDC6/NOC3/IPI1/SLD2",8
"GO:0006012","BP","GO:0006012","galactose metabolic process","4/142","11/5319",0.000138888153954165,0.00580436743400113,0.00519003101618194,"GAL1/GAL80/GAL7/GAL10",4
"GO:0000724","BP","GO:0000724","double-strand break repair via homologous recombination","9/142","76/5319",0.000166282916182631,0.00667127059724715,0.00596518082474112,"MCM4/MCM2/MCM7/ELG1/ECM11/RTT109/SLD2/DMC1/RAD57",9
"GO:0030435","BP","GO:0030435","sporulation resulting in formation of a cellular spore","14/142","172/5319",0.000174385203723701,0.00672724458980276,0.00601523050901186,"IME1/OSW5/SPS4/IME2/IME4/SPR28/SPR3/SSP2/DMC1/LDS1/GAS4/AMA1/SPS22/RRT8",14
"GO:0009653","BP","GO:0009653","anatomical structure morphogenesis","16/142","217/5319",0.000189702425106997,0.00679541187079707,0.00607618293951734,"IME1/OSW5/SPS4/SPA2/IME2/IME4/SPR28/HCM1/SPR3/SSP2/DMC1/LDS1/GAS4/AMA1/SPS22/RRT8",16
"GO:0048856","BP","GO:0048856","anatomical structure development","16/142","217/5319",0.000189702425106997,0.00679541187079707,0.00607618293951734,"IME1/OSW5/SPS4/SPA2/IME2/IME4/SPR28/HCM1/SPR3/SSP2/DMC1/LDS1/GAS4/AMA1/SPS22/RRT8",16
"GO:0051704","BP","GO:0051704","multi-organism process","17/142","241/5319",0.000202679743196683,0.00700001395188453,0.0062591298598999,"FLO1/OSW5/AXL1/SPS4/SPA2/FLO5/SSF1/SPR28/SPC110/SPR3/SSP2/LDS1/GAS4/AMA1/SPS22/RRT8/AFB1",17
"GO:0043934","BP","GO:0043934","sporulation","14/142","175/5319",0.000209372301651581,0.00700001395188453,0.0062591298598999,"IME1/OSW5/SPS4/IME2/IME4/SPR28/SPR3/SSP2/DMC1/LDS1/GAS4/AMA1/SPS22/RRT8",14
"GO:0030154","BP","GO:0030154","cell differentiation","16/142","221/5319",0.000234260735289106,0.00757946830628947,0.00677725454894121,"IME1/OSW5/SPS4/IME2/IME4/SPR28/HCM1/SPR3/SSP2/DMC1/LDS1/SWI5/GAS4/AMA1/SPS22/RRT8",16
"GO:0006260","BP","GO:0006260","DNA replication","13/142","158/5319",0.000269596983277057,0.00840800809617976,0.00751810137791379,"MCM4/MRC1/RAD53/MCM2/MCM7/MSH3/ELG1/SAK1/CDC6/NOC3/IPI1/SLD2/CLB5",13
"GO:0032505","BP","GO:0032505","reproduction of a single-celled organism","15/142","202/5319",0.000281543435238783,0.00840800809617976,0.00751810137791379,"OSW5/GIN4/AXL1/SPS4/SPA2/SPR28/BUD5/SPR3/SSP2/LDS1/SWI5/GAS4/AMA1/SPS22/RRT8",15
"GO:0009062","BP","GO:0009062","fatty acid catabolic process","5/142","23/5319",0.000288467139294494,0.00840800809617976,0.00751810137791379,"PDH1/FOX2/CIT3/ANT1/POT1",5
"GO:0030476","BP","GO:0030476","ascospore wall assembly","7/142","50/5319",0.000318548661669821,0.00840800809617976,0.00751810137791379,"OSW5/SSP2/LDS1/GAS4/AMA1/SPS22/RRT8",7
"GO:0042244","BP","GO:0042244","spore wall assembly","7/142","50/5319",0.000318548661669821,0.00840800809617976,0.00751810137791379,"OSW5/SSP2/LDS1/GAS4/AMA1/SPS22/RRT8",7
"GO:0070590","BP","GO:0070590","spore wall biogenesis","7/142","50/5319",0.000318548661669821,0.00840800809617976,0.00751810137791379,"OSW5/SSP2/LDS1/GAS4/AMA1/SPS22/RRT8",7
"GO:0070591","BP","GO:0070591","ascospore wall biogenesis","7/142","50/5319",0.000318548661669821,0.00840800809617976,0.00751810137791379,"OSW5/SSP2/LDS1/GAS4/AMA1/SPS22/RRT8",7
"GO:0000725","BP","GO:0000725","recombinational repair","9/142","83/5319",0.000327414470706937,0.00842042856715534,0.00752920726160083,"MCM4/MCM2/MCM7/ELG1/ECM11/RTT109/SLD2/DMC1/RAD57",9
"GO:0015718","BP","GO:0015718","monocarboxylic acid transport","5/142","24/5319",0.000356620880702761,0.00883369189535873,0.00789873064474538,"ADY2/DAL5/VHT1/FAT3/PXA1",5
"GO:0071940","BP","GO:0071940","fungal-type cell wall assembly","7/142","51/5319",0.00036109807348924,0.00883369189535873,0.00789873064474538,"OSW5/SSP2/LDS1/GAS4/AMA1/SPS22/RRT8",7
"GO:0070726","BP","GO:0070726","cell wall assembly","7/142","52/5319",0.000408084965728853,0.00974545763395333,0.00871399475691687,"OSW5/SSP2/LDS1/GAS4/AMA1/SPS22/RRT8",7
"GO:0019953","BP","GO:0019953","sexual reproduction","15/142","218/5319",0.000636848985989508,0.0142622245684858,0.012752705391562,"OSW5/AXL1/SPS4/SPA2/SSF1/SPR28/SPC110/SPR3/SSP2/LDS1/GAS4/AMA1/SPS22/RRT8/AFB1",15
"GO:0044703","BP","GO:0044703","multi-organism reproductive process","15/142","218/5319",0.000636848985989508,0.0142622245684858,0.012752705391562,"OSW5/AXL1/SPS4/SPA2/SSF1/SPR28/SPC110/SPR3/SSP2/LDS1/GAS4/AMA1/SPS22/RRT8/AFB1",15
"GO:0022413","BP","GO:0022413","reproductive process in single-celled organism","12/142","151/5319",0.000639880464189293,0.0142622245684858,0.012752705391562,"OSW5/AXL1/SPS4/SPR28/SPR3/SSP2/LDS1/SWI5/GAS4/AMA1/SPS22/RRT8",12
"GO:0007130","BP","GO:0007130","synaptonemal complex assembly","4/142","16/5319",0.000690164803061492,0.0150485934232756,0.0134558446729609,"REC8/HOP1/DMC1/AMA1",4
"GO:0010927","BP","GO:0010927","cellular component assembly involved in morphogenesis","8/142","74/5319",0.000720943267675867,0.0153852361165722,0.0137568569778239,"OSW5/SPA2/SSP2/LDS1/GAS4/AMA1/SPS22/RRT8",8
"GO:0030437","BP","GO:0030437","ascospore formation","10/142","115/5319",0.000912020697696027,0.0190574324956066,0.01704038672011,"OSW5/SPS4/SPR28/SPR3/SSP2/LDS1/GAS4/AMA1/SPS22/RRT8",10
"GO:0048468","BP","GO:0048468","cell development","10/142","116/5319",0.000975658115202973,0.0199711242765017,0.0178573730215453,"OSW5/SPS4/SPR28/SPR3/SSP2/LDS1/GAS4/AMA1/SPS22/RRT8",10
"GO:0006281","BP","GO:0006281","DNA repair","18/142","304/5319",0.0010961516381561,0.0219888018614113,0.0196614988570315,"MCM4/MRC1/REC8/RAD53/FUN30/MCM2/RAD16/MCM7/MSH3/ELG1/ECM11/HPR1/RTT109/SLD2/DMC1/RAD5/MND1/RAD57",18
"GO:0044242","BP","GO:0044242","cellular lipid catabolic process","6/142","46/5319",0.00126540081486342,0.0248862160256473,0.0222522496236044,"PDH1/FOX2/CIT3/ANT1/LPX1/POT1",6
"GO:0034293","BP","GO:0034293","sexual sporulation","10/142","122/5319",0.00143860750077091,0.0272249683636457,0.0243434675403538,"OSW5/SPS4/SPR28/SPR3/SSP2/LDS1/GAS4/AMA1/SPS22/RRT8",10
"GO:0043935","BP","GO:0043935","sexual sporulation resulting in formation of a cellular spore","10/142","122/5319",0.00143860750077091,0.0272249683636457,0.0243434675403538,"OSW5/SPS4/SPR28/SPR3/SSP2/LDS1/GAS4/AMA1/SPS22/RRT8",10
"GO:0003006","BP","GO:0003006","developmental process involved in reproduction","12/142","167/5319",0.0015534805623312,0.028854463037374,0.0258004958890095,"OSW5/SPS4/SPA2/SPR28/SPR3/SSP2/LDS1/SWI5/GAS4/AMA1/SPS22/RRT8",12
"GO:0006631","BP","GO:0006631","fatty acid metabolic process","7/142","65/5319",0.00159102922476715,0.0290145874989355,0.0259436727177342,"PDH1/FOX2/CIT3/ANT1/CRC1/YAT2/POT1",7
"GO:0006974","BP","GO:0006974","cellular response to DNA damage stimulus","19/142","354/5319",0.00251689432117871,0.0450793750739687,0.0403081571737643,"MCM4/MRC1/REC8/RAD53/FUN30/MCM2/RAD16/MCM7/MSH3/ELG1/ALK2/ECM11/HPR1/RTT109/SLD2/DMC1/RAD5/MND1/RAD57",19
"GO:0033313","BP","GO:0033313","meiotic cell cycle checkpoint","3/142","11/5319",0.00262636197402294,0.0462147554376318,0.041323368455541,"MEK1/HOP1/AMA1",3
"GO:0051052","BP","GO:0051052","regulation of DNA metabolic process","9/142","111/5319",0.00267492715664421,0.0462577920364507,0.0413618500446618,"MRC1/TOP3/MSH3/ELG1/CDC6/PXR1/IPI1/RTT109/CLB5",9
"GO:0048869","BP","GO:0048869","cellular developmental process","18/142","331/5319",0.00284543397808772,0.0483723776274912,0.0432526271067035,"IME1/OSW5/SOD1/SPS4/SPA2/IME2/IME4/SPR28/HCM1/SPR3/SSP2/DMC1/LDS1/SWI5/GAS4/AMA1/SPS22/RRT8",18
"GO:0017001","BP","GO:0017001","antibiotic catabolic process","3/142","12/5319",0.00343380684817111,0.0574018044785938,0.0513263760463472,"PDH1/CIT3/CTT1",3
"GO:0032502","BP","GO:0032502","developmental process","18/142","338/5319",0.00356591536366829,0.0586330017993328,0.0524272629826641,"IME1/OSW5/SOD1/SPS4/SPA2/IME2/IME4/SPR28/HCM1/SPR3/SSP2/DMC1/LDS1/SWI5/GAS4/AMA1/SPS22/RRT8",18
"GO:0000075","BP","GO:0000075","cell cycle checkpoint","8/142","95/5319",0.00363379343720372,0.0587854002825054,0.0525635315534393,"GIN4/MRC1/RAD53/MEK1/HSL1/HOP1/SLD2/AMA1",8
"GO:0007129","BP","GO:0007129","synapsis","4/142","25/5319",0.00398054529954297,0.0633728084990731,0.0566654067704363,"REC8/HOP1/DMC1/AMA1",4
"GO:0016042","BP","GO:0016042","lipid catabolic process","6/142","59/5319",0.00458396203086108,0.0711074146321079,0.0635813793005782,"PDH1/FOX2/CIT3/ANT1/LPX1/POT1",6
"GO:0000727","BP","GO:0000727","double-strand break repair via break-induced replication","4/142","26/5319",0.00460815747865106,0.0711074146321079,0.0635813793005782,"MCM4/MCM2/MCM7/SLD2",4
"GO:0065004","BP","GO:0065004","protein-DNA complex assembly","9/142","121/5319",0.00477531523038102,0.0725703208495782,0.0648894509774262,"MCM4/MCM2/MCM7/CDC6/NOC3/IPI1/SLD2/DMC1/RAD57",9
"GO:0046365","BP","GO:0046365","monosaccharide catabolic process","3/142","14/5319",0.00546326154197927,0.0817858406956002,0.0731295967598797,"GAL1/GAL7/GAL10",3
"GO:0034470","BP","GO:0034470","ncRNA processing","22/142","468/5319",0.0059058490256663,0.0871112731285779,0.0778913834344843,"DUS1/BUD22/MAK16/PRP2/ESF2/SSF1/UTP5/NOP53/RCM1/TRM8/NOC3/TRL1/PXR1/RCL1/IPI1/LOS1/RTT10/EFG1/NCS2/REX4/POP3/DBP8",22
"GO:0006635","BP","GO:0006635","fatty acid beta-oxidation","3/142","15/5319",0.00669694923279453,0.0973484069636654,0.0870450151997092,"FOX2/ANT1/POT1",3
"GO:0072329","BP","GO:0072329","monocarboxylic acid catabolic process","5/142","46/5319",0.00718502661352648,0.102951167048101,0.0920547770635272,"PDH1/FOX2/CIT3/ANT1/POT1",5
"GO:0032989","BP","GO:0032989","cellular component morphogenesis","8/142","107/5319",0.00745733249852911,0.105347950648235,0.0941978841919467,"OSW5/SPA2/SSP2/LDS1/GAS4/AMA1/SPS22/RRT8",8
"GO:0009272","BP","GO:0009272","fungal-type cell wall biogenesis","7/142","86/5319",0.0077217391185209,0.106094579943513,0.0948654899636598,"OSW5/SSP2/LDS1/GAS4/AMA1/SPS22/RRT8",7
"GO:0019318","BP","GO:0019318","hexose metabolic process","7/142","86/5319",0.0077217391185209,0.106094579943513,0.0948654899636598,"PFK27/GAL1/GAL80/GAL7/MDH2/GAL10/SAK1",7
"GO:0019395","BP","GO:0019395","fatty acid oxidation","3/142","16/5319",0.00808313025504062,0.106676047971128,0.0953854151979862,"FOX2/ANT1/POT1",3
"GO:0034440","BP","GO:0034440","lipid oxidation","3/142","16/5319",0.00808313025504062,0.106676047971128,0.0953854151979862,"FOX2/ANT1/POT1",3
"GO:0072488","BP","GO:0072488","ammonium transmembrane transport","3/142","16/5319",0.00808313025504062,0.106676047971128,0.0953854151979862,"ADY2/CRC1/AGP2",3
"GO:0046942","BP","GO:0046942","carboxylic acid transport","7/142","91/5319",0.0104206305406081,0.135738862756233,0.121372210807903,"ADY2/DAL5/BTN2/VHT1/AGP2/FAT3/PXA1",7
"GO:0032787","BP","GO:0032787","monocarboxylic acid metabolic process","11/142","187/5319",0.0109033652470075,0.140206094137801,0.125366628751017,"PDH1/FOX2/CIT3/ANT1/CRC1/PFK27/ACS1/YAT2/ABZ1/POT1/PAN5",11
"GO:0015849","BP","GO:0015849","organic acid transport","7/142","93/5319",0.0116727207688989,0.148199226977286,0.132513765424408,"ADY2/DAL5/BTN2/VHT1/AGP2/FAT3/PXA1",7
"GO:2000241","BP","GO:2000241","regulation of reproductive process","9/142","140/5319",0.0120875820453271,0.151548059893289,0.135508156613404,"IME1/AXL1/MEK1/SPA2/IME2/HOP1/EFG1/SWI5/AFB1",9
"GO:0005996","BP","GO:0005996","monosaccharide metabolic process","7/142","94/5319",0.0123381060323877,0.152779263586233,0.136609049247489,"PFK27/GAL1/GAL80/GAL7/MDH2/GAL10/SAK1",7
"GO:0006275","BP","GO:0006275","regulation of DNA replication","5/142","53/5319",0.0129677634206189,0.155683068289553,0.139205514176103,"MRC1/MSH3/CDC6/IPI1/CLB5",5
"GO:0032392","BP","GO:0032392","DNA geometric change","5/142","53/5319",0.0129677634206189,0.155683068289553,0.139205514176103,"MCM4/MCM2/MCM7/SLD2/RAD5",5
"GO:0018107","BP","GO:0018107","peptidyl-threonine phosphorylation","3/142","19/5319",0.0131934803635215,0.155683068289553,0.139205514176103,"RAD53/MEK1/SAK1",3
"GO:0018210","BP","GO:0018210","peptidyl-threonine modification","3/142","19/5319",0.0131934803635215,0.155683068289553,0.139205514176103,"RAD53/MEK1/SAK1",3
"GO:0045934","BP","GO:0045934","negative regulation of nucleobase-containing compound metabolic process","16/142","329/5319",0.0137481203176534,0.160341449751237,0.143370850803436,"GAL80/MRC1/MKS1/FUN30/MCM7/FAP1/MSH3/ELG1/LEU3/SPT21/CDC6/PXR1/NRM1/RTT109/SGF29/SAS3",16
"GO:0030466","BP","GO:0030466","chromatin silencing at silent mating-type cassette","5/142","54/5319",0.0139920447586143,0.161310584975749,0.144237412393701,"MRC1/FUN30/MCM7/SPT21/SAS3",5
"GO:0007124","BP","GO:0007124","pseudohyphal growth","6/142","75/5319",0.0144829987597481,0.165073269954856,0.14760185338882,"IME1/MKS1/SPA2/IME4/SAK1/NCS2",6
"GO:0015696","BP","GO:0015696","ammonium transport","3/142","20/5319",0.0152233677909045,0.171562223531204,0.153404013694271,"ADY2/CRC1/AGP2",3
"GO:0000278","BP","GO:0000278","mitotic cell cycle","18/142","393/5319",0.0162135640290811,0.180691163568537,0.161566743307335,"GIN4/AXL1/MRC1/SPA2/MCM2/TOP3/ELG1/HSL1/BUD5/CDC6/ALK2/SPC110/NRM1/SLD2/SWI5/CLB5/NUF2/ASE1",18
"GO:0071824","BP","GO:0071824","protein-DNA complex subunit organization","10/142","176/5319",0.0186713777596668,0.205795515307097,0.184014041078498,"MCM4/FUN30/MCM2/MCM7/CDC6/NOC3/IPI1/SLD2/DMC1/RAD57",10
"GO:0045143","BP","GO:0045143","homologous chromosome segregation","4/142","39/5319",0.0194169814674397,0.21168730882437,0.189282244968634,"REC8/HOP1/DMC1/AMA1",4
"GO:0007062","BP","GO:0007062","sister chromatid cohesion","5/142","59/5319",0.0199323085042241,0.214968875588567,0.192216489480463,"MRC1/REC8/TOP3/ELG1/IOC4",5
"GO:0040020","BP","GO:0040020","regulation of meiotic nuclear division","4/142","40/5319",0.0211389960919362,0.225557585959702,0.201684486789806,"IME1/MEK1/IME2/HOP1",4
"GO:0016999","BP","GO:0016999","antibiotic metabolic process","5/142","61/5319",0.0227093721041605,0.239763160215505,0.214386537758945,"PDH1/CIT3/ACS1/MDH2/CTT1",5
"GO:0045786","BP","GO:0045786","negative regulation of cell cycle","8/142","131/5319",0.023243935070508,0.242850696622079,0.217147288158693,"GIN4/MRC1/RAD53/MEK1/HSL1/HOP1/SLD2/AMA1",8
"GO:0046777","BP","GO:0046777","protein autophosphorylation","3/142","24/5319",0.0250155770337474,0.258666224379883,0.231288894549678,"GIN4/HSL1/SSP2",3
"GO:0090329","BP","GO:0090329","regulation of DNA-dependent DNA replication","4/142","43/5319",0.0268547667501348,0.267382348800782,0.239082501105385,"MRC1/MSH3/CDC6/IPI1",4
"GO:0098813","BP","GO:0098813","nuclear chromosome segregation","10/142","187/5319",0.027163714838891,0.267382348800782,0.239082501105385,"MRC1/REC8/TOP3/ELG1/SPC110/HOP1/DMC1/IOC4/AMA1/ASE1",10
"GO:1903047","BP","GO:1903047","mitotic cell cycle process","16/142","357/5319",0.0275272392028353,0.267382348800782,0.239082501105385,"GIN4/AXL1/MRC1/SPA2/MCM2/TOP3/ELG1/HSL1/BUD5/CDC6/SPC110/NRM1/SLD2/SWI5/CLB5/ASE1",16
"GO:0034401","BP","GO:0034401","chromatin organization involved in regulation of transcription","2/142","10/5319",0.0276739311479233,0.267382348800782,0.239082501105385,"FUN30/SGF29",2
"GO:0070868","BP","GO:0070868","heterochromatin organization involved in chromatin silencing","2/142","10/5319",0.0276739311479233,0.267382348800782,0.239082501105385,"FUN30/SGF29",2
"GO:0097549","BP","GO:0097549","chromatin organization involved in negative regulation of transcription","2/142","10/5319",0.0276739311479233,0.267382348800782,0.239082501105385,"FUN30/SGF29",2
"GO:0019740","BP","GO:0019740","nitrogen utilization","3/142","25/5319",0.027883990452048,0.267382348800782,0.239082501105385,"ADY2/GDH3/MKS1",3
"GO:0000463","BP","GO:0000463","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","4/142","44/5319",0.0289462723031297,0.267382348800782,0.239082501105385,"MAK16/SSF1/NOP53/IPI1",4
"GO:0070192","BP","GO:0070192","chromosome organization involved in meiotic cell cycle","4/142","44/5319",0.0289462723031297,0.267382348800782,0.239082501105385,"REC8/HOP1/DMC1/AMA1",4
"GO:0042546","BP","GO:0042546","cell wall biogenesis","7/142","112/5319",0.0294603762912608,0.267382348800782,0.239082501105385,"OSW5/SSP2/LDS1/GAS4/AMA1/SPS22/RRT8",7
"GO:2000113","BP","GO:2000113","negative regulation of cellular macromolecule biosynthetic process","15/142","332/5319",0.0304709833002151,0.267382348800782,0.239082501105385,"GAL80/MRC1/MKS1/FUN30/MCM7/FAP1/MSH3/LEU3/SPT21/CDC6/PXR1/NRM1/RTT109/SGF29/SAS3",15
"GO:0006348","BP","GO:0006348","chromatin silencing at telomere","6/142","89/5319",0.0309290572296022,0.267382348800782,0.239082501105385,"MRC1/FUN30/MCM7/SPT21/CDC6/SAS3",6
"GO:0016049","BP","GO:0016049","cell growth","6/142","89/5319",0.0309290572296022,0.267382348800782,0.239082501105385,"IME1/MKS1/SPA2/IME4/SAK1/NCS2",6
"GO:0018105","BP","GO:0018105","peptidyl-serine phosphorylation","4/142","45/5319",0.0311320950618043,0.267382348800782,0.239082501105385,"RAD53/MEK1/HSL1/SAK1",4
"GO:0044282","BP","GO:0044282","small molecule catabolic process","8/142","139/5319",0.0317076782301353,0.267382348800782,0.239082501105385,"PDH1/FOX2/CIT3/ANT1/GAL1/GAL7/GAL10/POT1",8
"GO:0007059","BP","GO:0007059","chromosome segregation","11/142","220/5319",0.0323611394669627,0.267382348800782,0.239082501105385,"MRC1/REC8/TOP3/ELG1/SPC110/HOP1/DMC1/IOC4/AMA1/NUF2/ASE1",11
"GO:0000730","BP","GO:0000730","DNA recombinase assembly","2/142","11/5319",0.0332400576310122,0.267382348800782,0.239082501105385,"DMC1/RAD57",2
"GO:0007120","BP","GO:0007120","axial cellular bud site selection","2/142","11/5319",0.0332400576310122,0.267382348800782,0.239082501105385,"AXL1/BUD5",2
"GO:0043966","BP","GO:0043966","histone H3 acetylation","2/142","11/5319",0.0332400576310122,0.267382348800782,0.239082501105385,"RTT109/SGF29",2
"GO:0051090","BP","GO:0051090","regulation of DNA-binding transcription factor activity","2/142","11/5319",0.0332400576310122,0.267382348800782,0.239082501105385,"GAL80/SOD1",2
"GO:0098630","BP","GO:0098630","aggregation of unicellular organisms","2/142","11/5319",0.0332400576310122,0.267382348800782,0.239082501105385,"FLO1/FLO5",2
"GO:0098743","BP","GO:0098743","cell aggregation","2/142","11/5319",0.0332400576310122,0.267382348800782,0.239082501105385,"FLO1/FLO5",2
"GO:1902969","BP","GO:1902969","mitotic DNA replication","2/142","11/5319",0.0332400576310122,0.267382348800782,0.239082501105385,"MCM2/SLD2",2
"GO:0018209","BP","GO:0018209","peptidyl-serine modification","4/142","46/5319",0.0334127682473545,0.267382348800782,0.239082501105385,"RAD53/MEK1/HSL1/SAK1",4
"GO:0032508","BP","GO:0032508","DNA duplex unwinding","4/142","46/5319",0.0334127682473545,0.267382348800782,0.239082501105385,"MCM4/MCM2/MCM7/RAD5",4
