"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006259","BP","GO:0006259","DNA metabolic process","66/462","498/5319",0.000213968246963506,0.0215171818352675,0.0199609851443586,"SGS1/POL1/DAL1/RNR1/MND1/MND2/MCD1/CDC6/MCM3/DMC1/SMC1/DNA2/PRI2/FUN30/RIF1/RAD53/SIN3/DPB2/MCM4/SLD2/EXO1/CDC45/PSF1/RAD26/POL30/CTF4/POL12/MSH5/TOP3/TEL1/OGG1/IES2/SAE2/RNH202/NAM7/RAD54/MSH3/CTF18/ABF1/POL3/BMH2/MPH1/SAW1/CSM3/DOA4/MRC1/EBS1/EST3/MMS2/TOP2/REC102/MCM6/REC107/HIM1/SAE3/EAF3/CLB5/REC114/STM1/ELG1/SPO11/TOF1/MCM10/DIA2/MRE11/YKU80",66
"GO:0007064","BP","GO:0007064","mitotic sister chromatid cohesion","11/462","39/5319",0.00033442599758922,0.0316524370659444,0.0293632238130969,"MCD1/SMC1/POL30/CTF4/TOP3/IRR1/CTF18/CSM3/MRC1/ELG1/TOF1",11
"GO:0042737","BP","GO:0042737","drug catabolic process","11/462","40/5319",0.000425877997786362,0.0380687610243476,0.0353154971263779,"DAL1/CTS1/PGU1/PDH1/THI20/GCV2/ALD6/CIT3/CDA2/ALD5/CTT1",11
"GO:0009062","BP","GO:0009062","fatty acid catabolic process","8/462","23/5319",0.000462855207714686,0.0391965278533121,0.0363616999744833,"PDH1/POX1/ECI1/POT1/FOX2/CIT3/MDH3/EHD3",8
"GO:0000723","BP","GO:0000723","telomere maintenance","17/462","83/5319",0.000624500940953132,0.044932549319274,0.0416828726143931,"SGS1/DNA2/RIF1/EXO1/POL12/TOP3/TEL1/OGG1/SAE2/RAD54/MRC1/EBS1/EST3/STM1/ELG1/MRE11/YKU80",17
"GO:0060249","BP","GO:0060249","anatomical structure homeostasis","17/462","83/5319",0.000624500940953132,0.044932549319274,0.0416828726143931,"SGS1/DNA2/RIF1/EXO1/POL12/TOP3/TEL1/OGG1/SAE2/RAD54/MRC1/EBS1/EST3/STM1/ELG1/MRE11/YKU80",17
"GO:0006310","BP","GO:0006310","DNA recombination","32/462","204/5319",0.000635659898213871,0.044932549319274,0.0416828726143931,"SGS1/MND1/MND2/MCD1/MCM3/DMC1/MCM4/SLD2/EXO1/CDC45/PSF1/CTF4/MSH5/TOP3/SAE2/NAM7/RAD54/MSH3/CTF18/MPH1/EBS1/TOP2/REC102/MCM6/REC107/SAE3/REC114/ELG1/SPO11/MCM10/MRE11/YKU80",32
"GO:0015718","BP","GO:0015718","monocarboxylic acid transport","8/462","24/5319",0.000642292501145619,0.044932549319274,0.0416828726143931,"ADY2/PXA1/PXA2/ACB1/FAT3/JEN1/DAL5/PUT4",8
"GO:0032200","BP","GO:0032200","telomere organization","17/462","84/5319",0.000721669025904744,0.0483818942783639,0.0448827490672336,"SGS1/DNA2/RIF1/EXO1/POL12/TOP3/TEL1/OGG1/SAE2/RAD54/MRC1/EBS1/EST3/STM1/ELG1/MRE11/YKU80",17
"GO:0006635","BP","GO:0006635","fatty acid beta-oxidation","6/462","15/5319",0.00105341722962825,0.0651903200950713,0.0604755316442453,"POX1/ECI1/POT1/FOX2/MDH3/EHD3",6
"GO:0010525","BP","GO:0010525","regulation of transposition, RNA-mediated","6/462","15/5319",0.00105341722962825,0.0651903200950713,0.0604755316442453,"FUS3/STE4/TEC1/STE5/RTT103/ELG1",6
"GO:0006760","BP","GO:0006760","folic acid-containing compound metabolic process","6/462","16/5319",0.00156325587572453,0.0743207808523976,0.0689456460362434,"SHM2/FAU1/DFR1/MET7/FOL2/MET13",6
"GO:0010528","BP","GO:0010528","regulation of transposition","6/462","16/5319",0.00156325587572453,0.0743207808523976,0.0689456460362434,"FUS3/STE4/TEC1/STE5/RTT103/ELG1",6
"GO:0019395","BP","GO:0019395","fatty acid oxidation","6/462","16/5319",0.00156325587572453,0.0743207808523976,0.0689456460362434,"POX1/ECI1/POT1/FOX2/MDH3/EHD3",6
"GO:0032197","BP","GO:0032197","transposition, RNA-mediated","6/462","16/5319",0.00156325587572453,0.0743207808523976,0.0689456460362434,"FUS3/STE4/TEC1/STE5/RTT103/ELG1",6
"GO:0034440","BP","GO:0034440","lipid oxidation","6/462","16/5319",0.00156325587572453,0.0743207808523976,0.0689456460362434,"POX1/ECI1/POT1/FOX2/MDH3/EHD3",6
"GO:0042558","BP","GO:0042558","pteridine-containing compound metabolic process","6/462","16/5319",0.00156325587572453,0.0743207808523976,0.0689456460362434,"SHM2/FAU1/DFR1/MET7/FOL2/MET13",6
"GO:0061077","BP","GO:0061077","chaperone-mediated protein folding","6/462","16/5319",0.00156325587572453,0.0743207808523976,0.0689456460362434,"HSP10/TCP1/CCT2/CCT8/CCT5/CCT3",6
"GO:0006275","BP","GO:0006275","regulation of DNA replication","12/462","53/5319",0.0015704826283291,0.0743207808523976,0.0689456460362434,"CDC6/SIN3/POL30/MSH3/CSM3/DOA4/MRC1/TOP2/EAF3/CLB5/TOF1/DIA2",12
"GO:0016999","BP","GO:0016999","antibiotic metabolic process","13/462","61/5319",0.00183121999415034,0.0833184384664326,0.0772925620656187,"SDH4/PDH1/CIT1/TDA9/IAH1/ALD6/ACS1/MDH1/CIT3/MDH3/ALD4/ALD5/CTT1",13
"GO:0030466","BP","GO:0030466","chromatin silencing at silent mating-type cassette","12/462","54/5319",0.00186417885941055,0.0833184384664326,0.0772925620656187,"MCM3/SPT21/FUN30/RIF1/SIN3/POL30/NAM7/SCP160/ABF1/MRC1/MCM10/DIA2",12
"GO:0006820","BP","GO:0006820","anion transport","28/462","183/5319",0.00201412603075848,0.0875872644186595,0.0812526518240549,"VBA1/PHO84/GIT1/TNA1/AGP1/UPS2/ADY2/TPC1/MCD4/YMD8/TAT2/NEO1/GEF1/CTP1/AGP2/DOA4/PXA1/FEX2/PHO88/PXA2/LEM3/ACB1/FAT3/SNG1/JEN1/DAL5/ERS1/PUT4",28
"GO:0006082","BP","GO:0006082","organic acid metabolic process","56/462","443/5319",0.00208864760506181,0.0884377367511697,0.0820416150686328,"PHO84/PUT2/SHM2/VTC1/GPM1/FAU1/SDH4/CYS3/ADE6/HIS3/PDH1/SWI4/HER2/POX1/CIT1/JLP1/MSD1/ECI1/SER2/ARO8/GCV2/TDA9/GDH2/BAT1/IAH1/LEU4/GLK1/POT1/FOX2/HSP31/PUT1/ARG7/HIS5/DFR1/URA2/MET7/ALD6/ACS1/GUA1/MDH1/CIT3/LYS9/TRP1/MDH3/ARG1/DLD1/EHD3/ALD4/MRI1/MET8/ALD5/FOL2/MET13/DUG3/CAT2/LAT1",56
"GO:0016233","BP","GO:0016233","telomere capping","5/462","12/5319",0.00228866866078962,0.0898162896392804,0.0833204662644334,"SGS1/RIF1/EXO1/POL12/SAE2",5
"GO:0017001","BP","GO:0017001","antibiotic catabolic process","5/462","12/5319",0.00228866866078962,0.0898162896392804,0.0833204662644334,"PDH1/ALD6/CIT3/ALD5/CTT1",5
"GO:0046653","BP","GO:0046653","tetrahydrofolate metabolic process","5/462","12/5319",0.00228866866078962,0.0898162896392804,0.0833204662644334,"SHM2/FAU1/DFR1/FOL2/MET13",5
"GO:0000075","BP","GO:0000075","cell cycle checkpoint","17/462","95/5319",0.00296100989013276,0.111511716966632,0.103446805573049,"SGS1/LTE1/RAD53/GIN4/CMR1/SLD2/HSL1/TEM1/KAR9/BMH2/CSM3/MRC1/TOP2/MEK1/BIR1/TOF1/MRE11",17
"GO:0022414","BP","GO:0022414","reproductive process","58/462","470/5319",0.00304447405118973,0.111511716966632,0.103446805573049,"SGS1/POL1/MND1/MND2/NUD1/DMC1/DNA2/OSW2/DSE1/DIT2/SIN3/GIN4/RME1/EXO1/ADY2/SPA2/POL30/SPS22/STB1/DIT1/FUS3/MSH5/TOP3/STE4/SAE2/KEL1/SUT2/MSH3/SCP160/BMH2/MPH1/CSM3/SUR7/BUD3/TOP2/REC102/STE5/REC107/SAE3/PTP3/SPC110/JEM1/OSW5/CDA2/MFA1/CLB5/REC114/MEK1/RIM11/SPO11/UBI4/TOF1/MATA1/MRE11/FMP45/AFB1/YKU80/STE3",58
"GO:0043436","BP","GO:0043436","oxoacid metabolic process","55/462","441/5319",0.00309592019551096,0.111511716966632,0.103446805573049,"PHO84/PUT2/SHM2/VTC1/GPM1/FAU1/SDH4/CYS3/ADE6/HIS3/PDH1/SWI4/HER2/POX1/CIT1/MSD1/ECI1/SER2/ARO8/GCV2/TDA9/GDH2/BAT1/IAH1/LEU4/GLK1/POT1/FOX2/HSP31/PUT1/ARG7/HIS5/DFR1/URA2/MET7/ALD6/ACS1/GUA1/MDH1/CIT3/LYS9/TRP1/MDH3/ARG1/DLD1/EHD3/ALD4/MRI1/MET8/ALD5/FOL2/MET13/DUG3/CAT2/LAT1",55
"GO:0006730","BP","GO:0006730","one-carbon metabolic process","6/462","18/5319",0.00311872421597168,0.111511716966632,0.103446805573049,"SHM2/FAU1/GCV2/DFR1/MET7/MET13",6
"GO:0044380","BP","GO:0044380","protein localization to cytoskeleton","5/462","13/5319",0.00345657434686456,0.116096482556436,0.107699985126444,"LTE1/MPS2/HSL1/TEM1/SUR7",5
"GO:0019752","BP","GO:0019752","carboxylic acid metabolic process","53/462","424/5319",0.00350636412784115,0.116096482556436,0.107699985126444,"PUT2/SHM2/GPM1/FAU1/SDH4/CYS3/ADE6/HIS3/PDH1/SWI4/HER2/POX1/CIT1/MSD1/ECI1/SER2/ARO8/GCV2/TDA9/GDH2/BAT1/IAH1/LEU4/GLK1/POT1/FOX2/HSP31/PUT1/ARG7/HIS5/DFR1/URA2/MET7/ALD6/ACS1/GUA1/MDH1/CIT3/LYS9/TRP1/MDH3/ARG1/DLD1/EHD3/ALD4/MRI1/MET8/ALD5/FOL2/MET13/DUG3/CAT2/LAT1",53
"GO:1903046","BP","GO:1903046","meiotic cell cycle process","37/462","272/5319",0.003576479765395,0.116096482556436,0.107699985126444,"SGS1/POL1/MND1/MND2/NUD1/DMC1/DNA2/OSW2/DIT2/RME1/EXO1/POL30/SPS22/DIT1/FUS3/MSH5/TOP3/SAE2/MSH3/SCP160/BMH2/CSM3/SUR7/TOP2/REC102/REC107/SAE3/OSW5/CDA2/CLB5/REC114/MEK1/RIM11/SPO11/UBI4/MRE11/FMP45",37
"GO:1903047","BP","GO:1903047","mitotic cell cycle process","46/462","357/5319",0.00360992482016003,0.116096482556436,0.107699985126444,"SGS1/MSB2/LTE1/MND2/MCD1/CDC6/MCM3/NUD1/HOF1/SMC1/GIC2/SIN3/GIN4/SLD2/RME1/CDC45/PSF1/SWI4/SPA2/POL30/HSL1/CTF4/STB1/TOP3/ASK1/TEM1/KAR9/BUD31/INN1/KEL1/IRR1/CTF18/CSM3/MRC1/CYK3/AIM44/BUD3/TOP2/MSA1/ZDS2/SPC110/CLB5/ELG1/BIR1/TOF1/MRE11",46
"GO:0072527","BP","GO:0072527","pyrimidine-containing compound metabolic process","11/462","51/5319",0.0036593253368999,0.116096482556436,0.107699985126444,"THI6/THI2/CDC8/URH1/URA3/DCD1/THI20/CDC21/THI13/URA2/PET18",11
"GO:0007131","BP","GO:0007131","reciprocal meiotic recombination","13/462","66/5319",0.00382067772414058,0.116096482556436,0.107699985126444,"SGS1/MND1/MND2/DMC1/MSH5/TOP3/TOP2/REC102/REC107/SAE3/REC114/SPO11/MRE11",13
"GO:0035825","BP","GO:0035825","homologous recombination","13/462","66/5319",0.00382067772414058,0.116096482556436,0.107699985126444,"SGS1/MND1/MND2/DMC1/MSH5/TOP3/TOP2/REC102/REC107/SAE3/REC114/SPO11/MRE11",13
"GO:1901607","BP","GO:1901607","alpha-amino acid biosynthetic process","20/462","122/5319",0.00385413900810858,0.116096482556436,0.107699985126444,"PUT2/SHM2/CYS3/HIS3/CIT1/SER2/ARO8/BAT1/LEU4/PUT1/ARG7/HIS5/DFR1/URA2/LYS9/TRP1/ARG1/MRI1/MET8/MET13",20
"GO:0044282","BP","GO:0044282","small molecule catabolic process","22/462","139/5319",0.00389633937728251,0.116096482556436,0.107699985126444,"PUT2/URH1/PDH1/THI20/SWI4/POX1/JLP1/ECI1/GCV2/GDH2/BAT1/PGM2/POT1/FOX2/HSP31/PUT1/ALD6/CIT3/MDH3/DLD1/EHD3/ALD5",22
"GO:0016042","BP","GO:0016042","lipid catabolic process","12/462","59/5319",0.00408426600137933,0.119483345385806,0.110841898372362,"PDH1/POX1/ECI1/NTE1/YEH2/IAH1/POT1/FOX2/LPX1/CIT3/MDH3/EHD3",12
"GO:1901136","BP","GO:1901136","carbohydrate derivative catabolic process","7/462","25/5319",0.0042956245344275,0.123422497783819,0.114496157703349,"URH1/CTS1/MNL1/PNG1/CIT1/CDA2/GPD2",7
"GO:0015711","BP","GO:0015711","organic anion transport","24/462","159/5319",0.00491428158014345,0.138720685306155,0.128687927620377,"VBA1/GIT1/TNA1/AGP1/UPS2/ADY2/TPC1/MCD4/YMD8/TAT2/NEO1/CTP1/AGP2/DOA4/PXA1/PXA2/LEM3/ACB1/FAT3/SNG1/JEN1/DAL5/ERS1/PUT4",24
"GO:0044242","BP","GO:0044242","cellular lipid catabolic process","10/462","46/5319",0.00518367935367498,0.139343077702104,0.129265306454865,"PDH1/POX1/ECI1/NTE1/POT1/FOX2/LPX1/CIT3/MDH3/EHD3",10
"GO:0072329","BP","GO:0072329","monocarboxylic acid catabolic process","10/462","46/5319",0.00518367935367498,0.139343077702104,0.129265306454865,"PDH1/SWI4/POX1/ECI1/POT1/FOX2/CIT3/MDH3/DLD1/EHD3",10
"GO:0098656","BP","GO:0098656","anion transmembrane transport","16/462","92/5319",0.0051961371424029,0.139343077702104,0.129265306454865,"VBA1/PHO84/GIT1/TNA1/AGP1/ADY2/TPC1/YMD8/TAT2/GEF1/CTP1/AGP2/FEX2/PXA2/JEN1/PUT4",16
"GO:0006267","BP","GO:0006267","pre-replicative complex assembly involved in nuclear cell cycle DNA replication","6/462","20/5319",0.00560706070988479,0.143202550511185,0.132845648899192,"CDC6/MCM3/MCM4/CDC45/BMH2/MCM6",6
"GO:0036388","BP","GO:0036388","pre-replicative complex assembly","6/462","20/5319",0.00560706070988479,0.143202550511185,0.132845648899192,"CDC6/MCM3/MCM4/CDC45/BMH2/MCM6",6
"GO:1902299","BP","GO:1902299","pre-replicative complex assembly involved in cell cycle DNA replication","6/462","20/5319",0.00560706070988479,0.143202550511185,0.132845648899192,"CDC6/MCM3/MCM4/CDC45/BMH2/MCM6",6
"GO:0015849","BP","GO:0015849","organic acid transport","16/462","93/5319",0.00578907947965776,0.145357383447359,0.134844636896637,"VBA1/TNA1/AGP1/ADY2/TAT2/CTP1/AGP2/PXA1/PDR12/PXA2/ACB1/FAT3/JEN1/DAL5/ERS1/PUT4",16
"GO:0055114","BP","GO:0055114","oxidation-reduction process","52/462","425/5319",0.00593420342836031,0.145357383447359,0.134844636896637,"PUT2/RNR1/FMO1/COX15/SOR1/NCP1/TSC10/HBN1/AIM17/SDH4/DIT2/ADH6/COX19/RIB7/MAS1/POX1/CIT1/JLP1/PET10/ECI1/FMP46/ERG24/GCV2/TRR1/GDH2/BDH1/PGM2/COX10/POT1/FOX2/BMH2/PUT1/DFR1/ALD6/ACS1/MPD1/MDH1/CIT3/LYS9/MDH3/FRD1/DLD1/EHD3/GPD2/ALD4/RGI1/MET8/ALD5/CTT1/ECM4/MET13/BDH2",52
"GO:0072528","BP","GO:0072528","pyrimidine-containing compound biosynthetic process","10/462","47/5319",0.0060880076939202,0.145357383447359,0.134844636896637,"THI6/THI2/CDC8/URH1/URA3/DCD1/THI20/CDC21/THI13/URA2",10
"GO:0045229","BP","GO:0045229","external encapsulating structure organization","31/462","225/5319",0.00614313366962113,0.145357383447359,0.134844636896637,"SCW11/MSB2/ECM9/OSW2/PCM1/DSE1/DSE2/CTS1/PMI40/PGU1/DIT2/BAR1/LRE1/SPS22/DIT1/MCD4/GPI19/IRS4/ECM5/ACK1/SUR7/ECM18/PEP4/OSW5/CDA2/PIR3/SNG1/EXG1/ECM4/TUS1/FMP45",31
"GO:0071555","BP","GO:0071555","cell wall organization","31/462","225/5319",0.00614313366962113,0.145357383447359,0.134844636896637,"SCW11/MSB2/ECM9/OSW2/PCM1/DSE1/DSE2/CTS1/PMI40/PGU1/DIT2/BAR1/LRE1/SPS22/DIT1/MCD4/GPI19/IRS4/ECM5/ACK1/SUR7/ECM18/PEP4/OSW5/CDA2/PIR3/SNG1/EXG1/ECM4/TUS1/FMP45",31
"GO:0044283","BP","GO:0044283","small molecule biosynthetic process","48/462","387/5319",0.0062827991950678,0.146490847856356,0.135896125256167,"PUT2/SHM2/THI6/PCK1/THI2/ERG6/GPM1/NCP1/FAU1/URA3/CYS3/SIP4/SRT1/HIS3/RIB7/THI20/FBP1/CIT1/SER2/ARO8/ERG24/NUS1/TDA9/BAT1/BDH1/THI13/COQ1/LEU4/GLK1/HSP31/PUT1/ARG7/HIS5/DFR1/URA2/MET7/ALD6/GUA1/ERG13/LYS9/TRP1/ARG1/ALD4/MRI1/MET8/ALD5/FOL2/MET13",48
"GO:0000003","BP","GO:0000003","reproduction","58/462","486/5319",0.00637312576130823,0.146490847856356,0.135896125256167,"SGS1/POL1/MND1/MND2/NUD1/DMC1/DNA2/OSW2/DSE1/DIT2/SIN3/GIN4/RME1/EXO1/ADY2/SPA2/POL30/SPS22/STB1/DIT1/FUS3/MSH5/TOP3/STE4/SAE2/KEL1/SUT2/MSH3/SCP160/BMH2/MPH1/CSM3/SUR7/BUD3/TOP2/REC102/STE5/REC107/SAE3/PTP3/SPC110/JEM1/OSW5/CDA2/MFA1/CLB5/REC114/MEK1/RIM11/SPO11/UBI4/TOF1/MATA1/MRE11/FMP45/AFB1/YKU80/STE3",58
"GO:0051052","BP","GO:0051052","regulation of DNA metabolic process","18/462","111/5319",0.00669559849435776,0.147764027240068,0.13707722392229,"SGS1/CDC6/SIN3/POL30/TOP3/RAD54/MSH3/MPH1/SAW1/CSM3/DOA4/MRC1/TOP2/EAF3/CLB5/ELG1/TOF1/DIA2",18
"GO:0000280","BP","GO:0000280","nuclear division","36/462","273/5319",0.00670402361002172,0.147764027240068,0.13707722392229,"SGS1/LTE1/MND1/MND2/MCD1/NUD1/DMC1/SMC1/GIC2/RME1/POL30/CTF4/MSH5/TOP3/ASK1/TEM1/KAR9/KEL1/IRR1/CTF18/SCP160/CSM3/MRC1/TOP2/REC102/REC107/SAE3/SPC110/CLB5/REC114/MEK1/ELG1/SPO11/BIR1/TOF1/MRE11",36
"GO:0071554","BP","GO:0071554","cell wall organization or biogenesis","36/462","273/5319",0.00670402361002172,0.147764027240068,0.13707722392229,"SCW11/MSB2/ECM9/OSW2/PCM1/DSE1/DSE2/CTS1/PMI40/PGU1/DIT2/MNN9/BAR1/LRE1/SPS22/KTR5/DIT1/MCD4/GPI19/IRS4/ECM5/YEH2/ACK1/KTR3/BMH2/SUR7/ECM18/PEP4/OSW5/CDA2/PIR3/SNG1/EXG1/ECM4/TUS1/FMP45",36
"GO:0043570","BP","GO:0043570","maintenance of DNA repeat elements","7/462","27/5319",0.00681712124806822,0.148226325515429,0.137506087194321,"POL30/MSH3/CTF18/CSM3/MRC1/TOF1/MRE11",7
"GO:0045003","BP","GO:0045003","double-strand break repair via synthesis-dependent strand annealing","5/462","15/5319",0.00697066926222057,0.149544091238839,0.138728547562509,"DMC1/SAE2/RAD54/SAE3/MRE11",5
"GO:0032196","BP","GO:0032196","transposition","6/462","21/5319",0.00728586878788703,0.154249511575135,0.143093655695621,"FUS3/STE4/TEC1/STE5/RTT103/ELG1",6
"GO:0009262","BP","GO:0009262","deoxyribonucleotide metabolic process","4/462","10/5319",0.00772009874440592,0.15618565639423,0.144889771853729,"RNR1/CDC8/DCD1/CDC21",4
"GO:0009263","BP","GO:0009263","deoxyribonucleotide biosynthetic process","4/462","10/5319",0.00772009874440592,0.15618565639423,0.144889771853729,"RNR1/CDC8/DCD1/CDC21",4
"GO:0032069","BP","GO:0032069","regulation of nuclease activity","4/462","10/5319",0.00772009874440592,0.15618565639423,0.144889771853729,"POL30/SAE2/RAD54/SAW1",4
"GO:0016054","BP","GO:0016054","organic acid catabolic process","16/462","96/5319",0.00790379369392951,0.15618565639423,0.144889771853729,"PUT2/PDH1/SWI4/POX1/JLP1/ECI1/GCV2/GDH2/BAT1/POT1/FOX2/PUT1/CIT3/MDH3/DLD1/EHD3",16
"GO:0008652","BP","GO:0008652","cellular amino acid biosynthetic process","20/462","130/5319",0.00795974134513786,0.15618565639423,0.144889771853729,"PUT2/SHM2/CYS3/HIS3/CIT1/SER2/ARO8/BAT1/LEU4/PUT1/ARG7/HIS5/DFR1/URA2/LYS9/TRP1/ARG1/MRI1/MET8/MET13",20
"GO:0030447","BP","GO:0030447","filamentous growth","20/462","130/5319",0.00795974134513786,0.15618565639423,0.144889771853729,"MSB2/SHO1/NRG1/DSE1/DSE2/PGU1/SIP4/RME1/SPA2/FUS3/STE4/TEC1/VPS60/SUT2/BMH2/SFL1/MIG2/STE5/MIG1/DIA2",20
"GO:0031570","BP","GO:0031570","DNA integrity checkpoint","10/462","49/5319",0.00826129715260368,0.159502482346444,0.147966713530639,"SGS1/RAD53/CMR1/SLD2/BMH2/CSM3/MRC1/TOP2/TOF1/MRE11",10
"GO:0051017","BP","GO:0051017","actin filament bundle assembly","7/462","28/5319",0.00842617215627579,0.159502482346444,0.147966713530639,"HOF1/GIC2/SLM1/KEL1/BNR1/BIL1/BUD14",7
"GO:0061572","BP","GO:0061572","actin filament bundle organization","7/462","28/5319",0.00842617215627579,0.159502482346444,0.147966713530639,"HOF1/GIC2/SLM1/KEL1/BNR1/BIL1/BUD14",7
"GO:0045786","BP","GO:0045786","negative regulation of cell cycle","20/462","131/5319",0.00865972037833231,0.162017326613217,0.150299675599452,"SGS1/LTE1/RAD53/GIN4/CMR1/SLD2/RME1/HSL1/FUS3/TEM1/KAR9/KEL1/BMH2/CSM3/MRC1/TOP2/MEK1/BIR1/TOF1/MRE11",20
