"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:2000243","BP","GO:2000243","positive regulation of reproductive process","9/68","87/5319",1.23496776228011e-06,6.95662046266386e-05,6.05128264987176e-05,"FUS3/FAR1/AFB1/DSE1/STE4/MFA1/SWI5/AGA2/STE5",9
"GO:0043900","BP","GO:0043900","regulation of multi-organism process","9/68","88/5319",1.36183814647859e-06,6.95662046266386e-05,6.05128264987176e-05,"FUS3/FAR1/AFB1/DSE1/STE4/MFA1/AGA2/FUS2/STE5",9
"GO:0051704","BP","GO:0051704","multi-organism process","14/68","241/5319",1.45395604525129e-06,6.95662046266386e-05,6.05128264987176e-05,"FUS3/SPS22/FAR1/AFB1/DSE1/STE4/MFA1/AGA2/FIG1/ASG7/FUS2/PRM1/STE5/FLO5",14
"GO:0000749","BP","GO:0000749","response to pheromone triggering conjugation with cellular fusion","8/68","68/5319",1.88542019468857e-06,7.77034068042814e-05,6.75910494117458e-05,"FUS3/FAR1/AFB1/DSE1/STE4/MFA1/AGA2/STE5",8
"GO:0000750","BP","GO:0000750","pheromone-dependent signal transduction involved in conjugation with cellular fusion","6/68","31/5319",1.99880146120338e-06,7.77034068042814e-05,6.75910494117458e-05,"FUS3/FAR1/DSE1/STE4/MFA1/STE5",6
"GO:0032005","BP","GO:0032005","signal transduction involved in positive regulation of conjugation with cellular fusion","6/68","31/5319",1.99880146120338e-06,7.77034068042814e-05,6.75910494117458e-05,"FUS3/FAR1/DSE1/STE4/MFA1/STE5",6
"GO:0019953","BP","GO:0019953","sexual reproduction","13/68","218/5319",2.73330737905216e-06,9.44509549872469e-05,8.21590639083515e-05,"FUS3/SPS22/FAR1/AFB1/DSE1/STE4/MFA1/AGA2/FIG1/ASG7/FUS2/PRM1/STE5",13
"GO:0044703","BP","GO:0044703","multi-organism reproductive process","13/68","218/5319",2.73330737905216e-06,9.44509549872469e-05,8.21590639083515e-05,"FUS3/SPS22/FAR1/AFB1/DSE1/STE4/MFA1/AGA2/FIG1/ASG7/FUS2/PRM1/STE5",13
"GO:0031136","BP","GO:0031136","positive regulation of conjugation","8/68","75/5319",4.00903170660676e-06,0.00012468088607547,0.000108454857747151,"FUS3/FAR1/AFB1/DSE1/STE4/MFA1/AGA2/STE5",8
"GO:0031139","BP","GO:0031139","positive regulation of conjugation with cellular fusion","8/68","75/5319",4.00903170660676e-06,0.00012468088607547,0.000108454857747151,"FUS3/FAR1/AFB1/DSE1/STE4/MFA1/AGA2/STE5",8
"GO:0051301","BP","GO:0051301","cell division","15/68","304/5319",4.50675493049181e-06,0.000133485788893615,0.000116113886429714,"PCL5/FUS3/FAR1/DSE2/PCL2/EGT2/DSE1/CTS1/HOF1/DSE4/RME1/BUD4/RMI1/AIM44/IQG1",15
"GO:0043902","BP","GO:0043902","positive regulation of multi-organism process","8/68","78/5319",5.40509018722513e-06,0.000152816640747911,0.000132929012259986,"FUS3/FAR1/AFB1/DSE1/STE4/MFA1/AGA2/STE5",8
"GO:0070783","BP","GO:0070783","growth of unicellular organism as a thread of attached cells","9/68","105/5319",6.03230291662003e-06,0.000163134452788594,0.000141904059457332,"FUS3/DSE2/DSE1/STE4/MEP2/RME1/IME1/ASH1/STE5",9
"GO:0071444","BP","GO:0071444","cellular response to pheromone","8/68","83/5319",8.64415710292194e-06,0.000224027738250727,0.00019487266451324,"FUS3/FAR1/AFB1/DSE1/STE4/MFA1/AGA2/STE5",8
"GO:0044182","BP","GO:0044182","filamentous growth of a population of unicellular organisms","9/68","112/5319",1.02762081615587e-05,0.000255672059059581,0.000222398778738576,"FUS3/DSE2/DSE1/STE4/MEP2/RME1/IME1/ASH1/STE5",9
"GO:0019236","BP","GO:0019236","response to pheromone","8/68","94/5319",2.18256701773003e-05,0.00052213718654926,0.000454186010977017,"FUS3/FAR1/AFB1/DSE1/STE4/MFA1/AGA2/STE5",8
"GO:0030447","BP","GO:0030447","filamentous growth","9/68","130/5319",3.43226324640893e-05,0.000790691755283835,0.000687790763607871,"FUS3/DSE2/DSE1/STE4/MEP2/RME1/IME1/ASH1/STE5",9
"GO:0042723","BP","GO:0042723","thiamine-containing compound metabolic process","4/68","18/5319",6.53394420037463e-05,0.00145146903308322,0.00126257418007239,"THI20/THI6/THI13/PHO3",4
"GO:0040007","BP","GO:0040007","growth","9/68","169/5319",0.000262079132031432,0.00562114552150174,0.00488960703681146,"FUS3/DSE2/DSE1/STE4/MEP2/RME1/IME1/ASH1/STE5",9
"GO:0071310","BP","GO:0071310","cellular response to organic substance","9/68","178/5319",0.000385884642553089,0.00800067492226738,0.00695946337797501,"FUS3/FAR1/AFB1/DSE1/STE4/MFA1/AGA2/STE5/YHB1",9
"GO:0000755","BP","GO:0000755","cytogamy","3/68","12/5319",0.000404915240620796,0.00812442837632694,0.00706711150013885,"FIG1/FUS2/PRM1",3
"GO:0007530","BP","GO:0007530","sex determination","4/68","31/5319",0.000592811696221225,0.0108449669132236,0.00943359789033157,"SWI5/MATALPHA1/ASH1/MATA1",4
"GO:0007531","BP","GO:0007531","mating type determination","4/68","31/5319",0.000592811696221225,0.0108449669132236,0.00943359789033157,"SWI5/MATALPHA1/ASH1/MATA1",4
"GO:0045165","BP","GO:0045165","cell fate commitment","4/68","31/5319",0.000592811696221225,0.0108449669132236,0.00943359789033157,"SWI5/MATALPHA1/ASH1/MATA1",4
"GO:0010525","BP","GO:0010525","regulation of transposition, RNA-mediated","3/68","15/5319",0.000814717319171641,0.0144786906435646,0.0125944271294503,"FUS3/STE4/STE5",3
"GO:0009228","BP","GO:0009228","thiamine biosynthetic process","3/68","16/5319",0.000993586105524829,0.0156503628093787,0.0136136173363017,"THI20/THI6/THI13",3
"GO:0010528","BP","GO:0010528","regulation of transposition","3/68","16/5319",0.000993586105524829,0.0156503628093787,0.0136136173363017,"FUS3/STE4/STE5",3
"GO:0032197","BP","GO:0032197","transposition, RNA-mediated","3/68","16/5319",0.000993586105524829,0.0156503628093787,0.0136136173363017,"FUS3/STE4/STE5",3
"GO:0042724","BP","GO:0042724","thiamine-containing compound biosynthetic process","3/68","16/5319",0.000993586105524829,0.0156503628093787,0.0136136173363017,"THI20/THI6/THI13",3
"GO:0001403","BP","GO:0001403","invasive growth in response to glucose limitation","5/68","61/5319",0.00100645419996004,0.0156503628093787,0.0136136173363017,"FUS3/DSE1/STE4/RME1/STE5",5
"GO:0003006","BP","GO:0003006","developmental process involved in reproduction","8/68","167/5319",0.00118518379087394,0.0177048144175498,0.0154007016595373,"FUS3/SPS22/SWI5/MATALPHA1/FIG1/ASH1/MATA1/FUS2",8
"GO:0006772","BP","GO:0006772","thiamine metabolic process","3/68","17/5319",0.00119550193816253,0.0177048144175498,0.0154007016595373,"THI20/THI6/THI13",3
"GO:0036267","BP","GO:0036267","invasive filamentous growth","5/68","65/5319",0.00134341938541335,0.0194327176215605,0.0169037347393503,"FUS3/DSE1/STE4/RME1/STE5",5
"GO:0042737","BP","GO:0042737","drug catabolic process","4/68","40/5319",0.001579306201652,0.0223256467597169,0.0194201767380174,"THI20/CTS1/ALD5/YHB1",4
"GO:0032196","BP","GO:0032196","transposition","3/68","21/5319",0.00225428225204345,0.0311591902393562,0.0271041187731072,"FUS3/STE4/STE5",3
"GO:0019740","BP","GO:0019740","nitrogen utilization","3/68","25/5319",0.00375864796091879,0.0508234572106846,0.0442092689224773,"MEP2/GDH3/MEP3",3
"GO:0072527","BP","GO:0072527","pyrimidine-containing compound metabolic process","4/68","51/5319",0.00388695360664417,0.0514401094326101,0.0447456697383002,"THI20/THI6/THI13/PHO3",4
"GO:0010033","BP","GO:0010033","response to organic substance","9/68","253/5319",0.00454107631135351,0.0588447805346225,0.0511866935095549,"FUS3/FAR1/AFB1/DSE1/STE4/MFA1/AGA2/STE5/YHB1",9
"GO:0009084","BP","GO:0009084","glutamine family amino acid biosynthetic process","3/68","30/5319",0.00633956288709586,0.0781331769022336,0.0679648890298664,"ARG7/GDH3/GLN1",3
"GO:0006766","BP","GO:0006766","vitamin metabolic process","4/68","59/5319",0.00655869367049227,0.0781331769022336,0.0679648890298664,"THI20/THI6/THI13/PHO3",4
"GO:0006767","BP","GO:0006767","water-soluble vitamin metabolic process","4/68","59/5319",0.00655869367049227,0.0781331769022336,0.0679648890298664,"THI20/THI6/THI13/PHO3",4
"GO:0070887","BP","GO:0070887","cellular response to chemical stimulus","11/68","370/5319",0.00666969488200773,0.0781331769022336,0.0679648890298664,"FUS3/FAR1/AFB1/DSE1/STE4/MFA1/AGA2/TDA1/STE5/YHB1/YRR1",11
"GO:0030154","BP","GO:0030154","cell differentiation","8/68","221/5319",0.00673297487794485,0.0781331769022336,0.0679648890298664,"FUS3/SPS22/SWI5/SPO11/MATALPHA1/IME1/ASH1/MATA1",8
"GO:0097271","BP","GO:0097271","protein localization to bud neck","2/68","10/5319",0.00678326616193025,0.0781331769022336,0.0679648890298664,"BUD4/AIM44",2
"GO:0001933","BP","GO:0001933","negative regulation of protein phosphorylation","3/68","31/5319",0.00695528622897528,0.0786579642622295,0.0684213803194889,"FUS3/FAR1/STE5",3
"GO:0098630","BP","GO:0098630","aggregation of unicellular organisms","2/68","11/5319",0.00822255055126455,0.088906255037721,0.0773359537813312,"AGA2/FLO5",2
"GO:0098743","BP","GO:0098743","cell aggregation","2/68","11/5319",0.00822255055126455,0.088906255037721,0.0773359537813312,"AGA2/FLO5",2
"GO:0042326","BP","GO:0042326","negative regulation of phosphorylation","3/68","33/5319",0.00829029387811546,0.088906255037721,0.0773359537813312,"FUS3/FAR1/STE5",3
"GO:0048869","BP","GO:0048869","cellular developmental process","10/68","331/5319",0.00871836882700038,0.0919122950914277,0.0799507863885494,"FUS3/SPS22/SWI5/SPO11/MATALPHA1/FIG1/IME1/ASH1/MATA1/FUS2",10
"GO:0009064","BP","GO:0009064","glutamine family amino acid metabolic process","4/68","65/5319",0.00921482964976399,0.0955270673692201,0.083095130525942,"ARG7/GDH3/GLN1/CAR1",4
"GO:0043409","BP","GO:0043409","negative regulation of MAPK cascade","2/68","12/5319",0.00978607761339329,0.0981764560569456,0.0853997265413268,"FUS3/STE5",2
"GO:0045595","BP","GO:0045595","regulation of cell differentiation","2/68","12/5319",0.00978607761339329,0.0981764560569456,0.0853997265413268,"SWI5/ASH1",2
"GO:0032502","BP","GO:0032502","developmental process","10/68","338/5319",0.0100382789020764,0.0991080869379609,0.0862101145474901,"FUS3/SPS22/SWI5/SPO11/MATALPHA1/FIG1/IME1/ASH1/MATA1/FUS2",10
"GO:0022413","BP","GO:0022413","reproductive process in single-celled organism","6/68","151/5319",0.0121894142203938,0.118465869454452,0.103048666271092,"SPS22/SWI5/FIG1/ASH1/FUS2/PRM1",6
"GO:0032505","BP","GO:0032505","reproduction of a single-celled organism","7/68","202/5319",0.0139889926814022,0.133863899197418,0.116442789283251,"SPS22/SWI5/FIG1/BUD4/ASH1/FUS2/PRM1",7
"GO:0007124","BP","GO:0007124","pseudohyphal growth","4/68","75/5319",0.0150440347665947,0.139918286127149,0.12170925549053,"DSE2/MEP2/IME1/ASH1",4
"GO:0000753","BP","GO:0000753","cell morphogenesis involved in conjugation with cellular fusion","2/68","15/5319",0.0151892634224641,0.139918286127149,0.12170925549053,"FIG1/FUS2",2
"GO:0001932","BP","GO:0001932","regulation of protein phosphorylation","5/68","115/5319",0.0152965328884986,0.139918286127149,0.12170925549053,"PCL5/FUS3/FAR1/PCL2/STE5",5
"GO:0000767","BP","GO:0000767","cell morphogenesis involved in conjugation","2/68","16/5319",0.0172172173248841,0.146700125699697,0.127608503316372,"FIG1/FUS2",2
"GO:0007155","BP","GO:0007155","cell adhesion","2/68","16/5319",0.0172172173248841,0.146700125699697,0.127608503316372,"AGA2/FLO5",2
"GO:0022610","BP","GO:0022610","biological adhesion","2/68","16/5319",0.0172172173248841,0.146700125699697,0.127608503316372,"AGA2/FLO5",2
"GO:0070786","BP","GO:0070786","positive regulation of growth of unicellular organism as a thread of attached cells","2/68","16/5319",0.0172172173248841,0.146700125699697,0.127608503316372,"RME1/ASH1",2
"GO:0072488","BP","GO:0072488","ammonium transmembrane transport","2/68","16/5319",0.0172172173248841,0.146700125699697,0.127608503316372,"MEP2/MEP3",2
"GO:0031400","BP","GO:0031400","negative regulation of protein modification process","3/68","44/5319",0.018216755989618,0.153119219264086,0.133192213067762,"FUS3/FAR1/STE5",3
"GO:1901607","BP","GO:1901607","alpha-amino acid biosynthetic process","5/68","122/5319",0.0192986708078341,0.160050309899637,0.139221288354059,"TRP1/HOM2/ARG7/GDH3/GLN1",5
"GO:0044272","BP","GO:0044272","sulfur compound biosynthetic process","4/68","83/5319",0.0210856659553038,0.172569529265776,0.150111250706733,"THI20/THI6/HOM2/THI13",4
"GO:0072528","BP","GO:0072528","pyrimidine-containing compound biosynthetic process","3/68","47/5319",0.0217080042828626,0.175355567064163,0.152534712254154,"THI20/THI6/THI13",3
"GO:0032269","BP","GO:0032269","negative regulation of cellular protein metabolic process","4/68","86/5319",0.0236855262278244,0.180945906479595,0.157397522305824,"FUS3/FAR1/NGR1/STE5",4
"GO:0051248","BP","GO:0051248","negative regulation of protein metabolic process","4/68","86/5319",0.0236855262278244,0.180945906479595,0.157397522305824,"FUS3/FAR1/NGR1/STE5",4
"GO:0006525","BP","GO:0006525","arginine metabolic process","2/68","19/5319",0.0239387269956247,0.180945906479595,0.157397522305824,"ARG7/CAR1",2
"GO:0044283","BP","GO:0044283","small molecule biosynthetic process","10/68","387/5319",0.0240239689877246,0.180945906479595,0.157397522305824,"TRP1/THI20/FAU1/THI6/HOM2/THI13/ARG7/GDH3/ALD5/GLN1",10
"GO:0008652","BP","GO:0008652","cellular amino acid biosynthetic process","5/68","130/5319",0.0246558878574146,0.180945906479595,0.157397522305824,"TRP1/HOM2/ARG7/GDH3/GLN1",5
"GO:0016053","BP","GO:0016053","organic acid biosynthetic process","7/68","227/5319",0.0249380973178712,0.180945906479595,0.157397522305824,"TRP1/FAU1/HOM2/ARG7/GDH3/ALD5/GLN1",7
"GO:0046394","BP","GO:0046394","carboxylic acid biosynthetic process","7/68","227/5319",0.0249380973178712,0.180945906479595,0.157397522305824,"TRP1/FAU1/HOM2/ARG7/GDH3/ALD5/GLN1",7
"GO:0042325","BP","GO:0042325","regulation of phosphorylation","5/68","131/5319",0.0253866163752225,0.180945906479595,0.157397522305824,"PCL5/FUS3/FAR1/PCL2/STE5",5
"GO:0010563","BP","GO:0010563","negative regulation of phosphorus metabolic process","3/68","50/5319",0.0255405153158812,0.180945906479595,0.157397522305824,"FUS3/FAR1/STE5",3
"GO:0045936","BP","GO:0045936","negative regulation of phosphate metabolic process","3/68","50/5319",0.0255405153158812,0.180945906479595,0.157397522305824,"FUS3/FAR1/STE5",3
"GO:0000917","BP","GO:0000917","division septum assembly","2/68","20/5319",0.0263819213290694,0.180945906479595,0.157397522305824,"HOF1/AIM44",2
"GO:0015696","BP","GO:0015696","ammonium transport","2/68","20/5319",0.0263819213290694,0.180945906479595,0.157397522305824,"MEP2/MEP3",2
"GO:0090529","BP","GO:0090529","cell septum assembly","2/68","20/5319",0.0263819213290694,0.180945906479595,0.157397522305824,"HOF1/AIM44",2
"GO:0016049","BP","GO:0016049","cell growth","4/68","89/5319",0.0264727933917092,0.180945906479595,0.157397522305824,"DSE2/MEP2/IME1/ASH1",4
"GO:0050793","BP","GO:0050793","regulation of developmental process","3/68","51/5319",0.0268938629227085,0.181434872263259,0.15782285385567,"SWI5/ASH1/FUS2",3
"GO:0007165","BP","GO:0007165","signal transduction","9/68","339/5319",0.0274194179947691,0.181434872263259,0.15782285385567,"FUS3/FAR1/DSE1/STE4/MFA1/FUS2/TDA1/STE5/IQG1",9
"GO:0023052","BP","GO:0023052","signaling","9/68","339/5319",0.0274194179947691,0.181434872263259,0.15782285385567,"FUS3/FAR1/DSE1/STE4/MFA1/FUS2/TDA1/STE5/IQG1",9
"GO:0006541","BP","GO:0006541","glutamine metabolic process","2/68","21/5319",0.0289216728108616,0.189360847245852,0.164717338778757,"GDH3/GLN1",2
"GO:0090033","BP","GO:0090033","positive regulation of filamentous growth","2/68","22/5319",0.0315551908819023,0.200278864576972,0.174214480271727,"RME1/ASH1",2
"GO:1900430","BP","GO:1900430","positive regulation of filamentous growth of a population of unicellular organisms","2/68","22/5319",0.0315551908819023,0.200278864576972,0.174214480271727,"RME1/ASH1",2
"GO:1902410","BP","GO:1902410","mitotic cytokinetic process","2/68","22/5319",0.0315551908819023,0.200278864576972,0.174214480271727,"HOF1/AIM44",2
"GO:0009110","BP","GO:0009110","vitamin biosynthetic process","3/68","55/5319",0.0326850913404238,0.202272491164312,0.175948655370547,"THI20/THI6/THI13",3
"GO:0042364","BP","GO:0042364","water-soluble vitamin biosynthetic process","3/68","55/5319",0.0326850913404238,0.202272491164312,0.175948655370547,"THI20/THI6/THI13",3
"GO:1901605","BP","GO:1901605","alpha-amino acid metabolic process","6/68","189/5319",0.0328448900443658,0.202272491164312,0.175948655370547,"TRP1/HOM2/ARG7/GDH3/GLN1/CAR1",6
"GO:0007533","BP","GO:0007533","mating type switching","2/68","24/5319",0.0370926323005611,0.223996284378146,0.194845304062222,"SWI5/ASH1",2
"GO:0045927","BP","GO:0045927","positive regulation of growth","2/68","24/5319",0.0370926323005611,0.223996284378146,0.194845304062222,"RME1/ASH1",2
"GO:0006790","BP","GO:0006790","sulfur compound metabolic process","5/68","147/5319",0.0390120988005038,0.233322360133782,0.202957679994524,"THI20/THI6/HOM2/THI13/PHO3",5
"GO:0000272","BP","GO:0000272","polysaccharide catabolic process","2/68","25/5319",0.039991239634443,0.236900486215463,0.206070147088759,"CTS1/DSE4",2
"GO:0000083","BP","GO:0000083","regulation of transcription involved in G1/S transition of mitotic cell cycle","2/68","27/5319",0.0460353221549087,0.270131796041068,0.23497671884432,"SWI5/RME1",2
"GO:0051017","BP","GO:0051017","actin filament bundle assembly","2/68","28/5319",0.0491757854877475,0.283216097901657,0.246358223593589,"HOF1/BIL1",2
"GO:0061572","BP","GO:0061572","actin filament bundle organization","2/68","28/5319",0.0491757854877475,0.283216097901657,0.246358223593589,"HOF1/BIL1",2
"GO:0000082","BP","GO:0000082","G1/S transition of mitotic cell cycle","3/68","67/5319",0.053612580888637,0.303154775570293,0.263702072504875,"SWI5/RME1/ASH1",3
"GO:0044843","BP","GO:0044843","cell cycle G1/S phase transition","3/68","67/5319",0.053612580888637,0.303154775570293,0.263702072504875,"SWI5/RME1/ASH1",3
"GO:0031399","BP","GO:0031399","regulation of protein modification process","5/68","163/5319",0.0564237624940894,0.316176398840753,0.275029055684798,"PCL5/FUS3/FAR1/PCL2/STE5",5
"GO:0009653","BP","GO:0009653","anatomical structure morphogenesis","6/68","217/5319",0.0577210670815965,0.317721271900469,0.276372878248166,"FUS3/SPS22/SPO11/FIG1/IME1/FUS2",6
"GO:0048856","BP","GO:0048856","anatomical structure development","6/68","217/5319",0.0577210670815965,0.317721271900469,0.276372878248166,"FUS3/SPS22/SPO11/FIG1/IME1/FUS2",6
"GO:0031106","BP","GO:0031106","septin ring organization","2/68","31/5319",0.0590418136342644,0.319339200700108,0.277780249043587,"PCL2/BUD4",2
"GO:0043408","BP","GO:0043408","regulation of MAPK cascade","2/68","31/5319",0.0590418136342644,0.319339200700108,0.277780249043587,"FUS3/STE5",2
"GO:2000242","BP","GO:2000242","negative regulation of reproductive process","2/68","32/5319",0.0624709090214356,0.334973322511491,0.291379738992903,"RME1/ASH1",2
"GO:0070784","BP","GO:0070784","regulation of growth of unicellular organism as a thread of attached cells","2/68","33/5319",0.0659664325790692,0.350693342428898,0.305053948228894,"RME1/ASH1",2
"GO:0032185","BP","GO:0032185","septin cytoskeleton organization","2/68","34/5319",0.0695261829103567,0.363405762775142,0.316111968296535,"PCL2/BUD4",2
"GO:1902532","BP","GO:1902532","negative regulation of intracellular signal transduction","2/68","34/5319",0.0695261829103567,0.363405762775142,0.316111968296535,"FUS3/STE5",2
"GO:0017144","BP","GO:0017144","drug metabolic process","7/68","285/5319",0.0701257278059076,0.363485022460621,0.316180913089794,"THI20/THI6/THI13/CTS1/PHO3/ALD5/YHB1",7
"GO:0032506","BP","GO:0032506","cytokinetic process","2/68","35/5319",0.0731480025673944,0.371876994054354,0.323480749608966,"HOF1/AIM44",2
"GO:0051726","BP","GO:0051726","regulation of cell cycle","7/68","288/5319",0.0733023440563539,0.371876994054354,0.323480749608966,"FUS3/FAR1/PCL2/RME1/IME1/ASH1/TDA1",7
"GO:0006468","BP","GO:0006468","protein phosphorylation","6/68","231/5319",0.0735383766377582,0.371876994054354,0.323480749608966,"PCL5/FUS3/FAR1/PCL2/TDA1/STE5",6
"GO:0007015","BP","GO:0007015","actin filament organization","3/68","78/5319",0.0772191737115342,0.386673425147807,0.33635156629882,"HOF1/BIL1/IQG1",3
"GO:0048646","BP","GO:0048646","anatomical structure formation involved in morphogenesis","5/68","179/5319",0.0777076819026944,0.386673425147807,0.33635156629882,"FUS3/SPS22/SPO11/IME1/FUS2",5
"GO:0019220","BP","GO:0019220","regulation of phosphate metabolic process","5/68","180/5319",0.079165662332206,0.387724739926237,0.337266062484491,"PCL5/FUS3/FAR1/PCL2/STE5",5
"GO:0051174","BP","GO:0051174","regulation of phosphorus metabolic process","5/68","180/5319",0.079165662332206,0.387724739926237,0.337266062484491,"PCL5/FUS3/FAR1/PCL2/STE5",5
"GO:0009966","BP","GO:0009966","regulation of signal transduction","4/68","130/5319",0.0839019859653064,0.407711213050161,0.354651486728351,"FUS3/DSE1/FUS2/STE5",4
"GO:0045786","BP","GO:0045786","negative regulation of cell cycle","4/68","131/5319",0.0857449897319232,0.413437082273304,0.359632188675712,"FUS3/FAR1/RME1/ASH1",4
"GO:1902531","BP","GO:1902531","regulation of intracellular signal transduction","3/68","82/5319",0.0867691065307249,0.415156802016237,0.361128103293867,"FUS3/FUS2/STE5",3
"GO:0000165","BP","GO:0000165","MAPK cascade","2/68","39/5319",0.0882143227649584,0.415396919711509,0.361336971960934,"FUS3/STE5",2
"GO:0000281","BP","GO:0000281","mitotic cytokinesis","3/68","83/5319",0.0892322355523031,0.415396919711509,0.361336971960934,"HOF1/BUD4/AIM44",3
"GO:0006302","BP","GO:0006302","double-strand break repair","4/68","133/5319",0.089490654728846,0.415396919711509,0.361336971960934,"MND1/SAW1/SPO11/MCM10",4
"GO:0140013","BP","GO:0140013","meiotic nuclear division","4/68","133/5319",0.089490654728846,0.415396919711509,0.361336971960934,"MND1/SPO11/RME1/IME1",4
"GO:0009308","BP","GO:0009308","amine metabolic process","2/68","40/5319",0.0921156145995591,0.418218337816976,0.363791209405865,"TRP1/CAR1",2
"GO:0040020","BP","GO:0040020","regulation of meiotic nuclear division","2/68","40/5319",0.0921156145995591,0.418218337816976,0.363791209405865,"RME1/IME1",2
"GO:0044106","BP","GO:0044106","cellular amine metabolic process","2/68","40/5319",0.0921156145995591,0.418218337816976,0.363791209405865,"TRP1/CAR1",2
"GO:0023051","BP","GO:0023051","regulation of signaling","4/68","135/5319",0.0933150239030717,0.420593803389207,0.365857530787024,"FUS3/DSE1/FUS2/STE5",4
"GO:1900428","BP","GO:1900428","regulation of filamentous growth of a population of unicellular organisms","2/68","41/5319",0.0960669135215138,0.42885816940667,0.373046368378792,"RME1/ASH1",2
"GO:0009108","BP","GO:0009108","coenzyme biosynthetic process","4/68","137/5319",0.0972170448333447,0.42885816940667,0.373046368378792,"THI20/FAU1/THI6/THI13",4
"GO:0010646","BP","GO:0010646","regulation of cell communication","4/68","137/5319",0.0972170448333447,0.42885816940667,0.373046368378792,"FUS3/DSE1/FUS2/STE5",4
"GO:0006520","BP","GO:0006520","cellular amino acid metabolic process","6/68","252/5319",0.101528635032747,0.444713226699921,0.386838041163919,"TRP1/HOM2/ARG7/GDH3/GLN1/CAR1",6
"GO:0000902","BP","GO:0000902","cell morphogenesis","2/68","43/5319",0.104112091726146,0.444713226699921,0.386838041163919,"FIG1/FUS2",2
"GO:0010570","BP","GO:0010570","regulation of filamentous growth","2/68","43/5319",0.104112091726146,0.444713226699921,0.386838041163919,"RME1/ASH1",2
"GO:0061640","BP","GO:0061640","cytoskeleton-dependent cytokinesis","3/68","89/5319",0.104616267613085,0.444713226699921,0.386838041163919,"HOF1/BUD4/AIM44",3
"GO:0023014","BP","GO:0023014","signal transduction by protein phosphorylation","2/68","44/5319",0.108202345808838,0.444713226699921,0.386838041163919,"FUS3/STE5",2
"GO:0045935","BP","GO:0045935","positive regulation of nucleobase-containing compound metabolic process","8/68","380/5319",0.109692796363348,0.444713226699921,0.386838041163919,"SAW1/SWI5/MATALPHA1/RME1/IME1/ASH1/NGR1/YRR1",8
"GO:0009968","BP","GO:0009968","negative regulation of signal transduction","2/68","45/5319",0.11233535528635,0.444713226699921,0.386838041163919,"FUS3/STE5",2
