"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0000747","BP","GO:0000747","conjugation with cellular fusion","14/234","102/5319",0.000128955722557661,0.014905132265623,0.0136760937344046,"RSP5/SSF1/FAR1/DSE1/RSR1/AXL1/STE4/SPA2/AGA2/SPC110/FUS2/FIG1/MFA1/CIK1",14
"GO:0140253","BP","GO:0140253","cell-cell fusion","14/234","102/5319",0.000128955722557661,0.014905132265623,0.0136760937344046,"RSP5/SSF1/FAR1/DSE1/RSR1/AXL1/STE4/SPA2/AGA2/SPC110/FUS2/FIG1/MFA1/CIK1",14
"GO:0000746","BP","GO:0000746","conjugation","14/234","103/5319",0.000143490858959979,0.0153093708751916,0.0140469998771348,"RSP5/SSF1/FAR1/DSE1/RSR1/AXL1/STE4/SPA2/AGA2/SPC110/FUS2/FIG1/MFA1/CIK1",14
"GO:0007052","BP","GO:0007052","mitotic spindle organization","7/234","29/5319",0.000198237279315748,0.0183969729681912,0.016880006313166,"CLB5/SPC72/SPC110/ASE1/CDC14/CNM67/CIK1",7
"GO:0031137","BP","GO:0031137","regulation of conjugation with cellular fusion","12/234","82/5319",0.000212221750173799,0.0183969729681912,0.016880006313166,"CLN2/RSP5/EFG1/FAR1/DSE1/AXL1/STE4/SPA2/BAR1/AGA2/FUS2/MFA1",12
"GO:0046999","BP","GO:0046999","regulation of conjugation","12/234","82/5319",0.000212221750173799,0.0183969729681912,0.016880006313166,"CLN2/RSP5/EFG1/FAR1/DSE1/AXL1/STE4/SPA2/BAR1/AGA2/FUS2/MFA1",12
"GO:0044764","BP","GO:0044764","multi-organism cellular process","14/234","111/5319",0.000320197342444753,0.0261243361159337,0.0239701911464834,"RSP5/SSF1/FAR1/DSE1/RSR1/AXL1/STE4/SPA2/AGA2/SPC110/FUS2/FIG1/MFA1/CIK1",14
"GO:0043900","BP","GO:0043900","regulation of multi-organism process","12/234","88/5319",0.000416254927827767,0.0320747547165063,0.0294299536692264,"CLN2/RSP5/EFG1/FAR1/DSE1/AXL1/STE4/SPA2/BAR1/AGA2/FUS2/MFA1",12
"GO:0006302","BP","GO:0006302","double-strand break repair","15/234","133/5319",0.000667511177003327,0.0487283159212429,0.0447103054291979,"REC8/RTT109/SLD2/RAD57/SAW1/ELG1/RAD5/MCM7/FUN30/RSC8/ECM11/NHP10/CTF18/RAD1/MCM10",15
"GO:0007120","BP","GO:0007120","axial cellular bud site selection","4/234","11/5319",0.000943390722221141,0.0654241465860361,0.0600294412192294,"AXL2/RSR1/AXL1/BUD4",4
"GO:0007051","BP","GO:0007051","spindle organization","7/234","38/5319",0.00114282079700942,0.0703803436595292,0.0645769631422386,"CLB5/SPC72/SPC110/ASE1/CDC14/CNM67/CIK1",7
"GO:0019953","BP","GO:0019953","sexual reproduction","20/234","218/5319",0.00131969455456741,0.0703803436595292,0.0645769631422386,"OSW5/RSP5/SPS4/SSF1/LDS1/FAR1/DSE1/RSR1/AXL1/STE4/SPR3/SSP2/SPA2/AGA2/SPC110/FUS2/FIG1/MFA1/CIK1/SHE10",20
"GO:0044703","BP","GO:0044703","multi-organism reproductive process","20/234","218/5319",0.00131969455456741,0.0703803436595292,0.0645769631422386,"OSW5/RSP5/SPS4/SSF1/LDS1/FAR1/DSE1/RSR1/AXL1/STE4/SPR3/SSP2/SPA2/AGA2/SPC110/FUS2/FIG1/MFA1/CIK1/SHE10",20
"GO:0098813","BP","GO:0098813","nuclear chromosome segregation","18/234","187/5319",0.0013311529284349,0.0703803436595292,0.0645769631422386,"REC8/NSL1/TOP3/HOP1/SGO1/ELG1/OKP1/SPC72/SPC110/MRC1/ASE1/IOC4/CDC14/CTF18/CIK1/RMI1/RAD1/ZIP1",18
"GO:0000755","BP","GO:0000755","cytogamy","4/234","12/5319",0.00136656928027983,0.0703803436595292,0.0645769631422386,"RSR1/AXL1/FUS2/FIG1",4
"GO:0120031","BP","GO:0120031","plasma membrane bounded cell projection assembly","4/234","12/5319",0.00136656928027983,0.0703803436595292,0.0645769631422386,"RSP5/SPA2/FUS2/CDC14",4
"GO:2000243","BP","GO:2000243","positive regulation of reproductive process","11/234","87/5319",0.00137005715847677,0.0703803436595292,0.0645769631422386,"CLN2/SWI5/EFG1/FAR1/DSE1/AXL1/STE4/SGO1/BAR1/AGA2/MFA1",11
"GO:0006310","BP","GO:0006310","DNA recombination","19/234","204/5319",0.00145593069022767,0.0721205666909207,0.0661736918979419,"REC8/RTT109/IRC8/TOP3/MER1/SLD2/RAD57/MSH3/HPR1/MEC1/ELG1/MCM7/ECM11/NHP10/CGI121/CTF18/RAD1/MCM10/ZIP1",19
"GO:0040020","BP","GO:0040020","regulation of meiotic nuclear division","7/234","40/5319",0.0015663776469616,0.0749160619426118,0.0687386778648485,"IME2/IME1/MEK1/HOP1/SGO1/RME1/ZIP1",7
"GO:1903046","BP","GO:1903046","meiotic cell cycle process","23/234","272/5319",0.00175663843567624,0.0802918983476402,0.0736712367489826,"OSW5/IME2/REC8/IME1/SPS4/CLB5/MEK1/TOP3/LDS1/MER1/RAD57/SPR3/SSP2/HOP1/MSH3/SGO1/MEC1/ECM11/RME1/CDC14/RAD1/SHE10/ZIP1",23
"GO:0030031","BP","GO:0030031","cell projection assembly","4/234","13/5319",0.0019063538514158,0.0802918983476402,0.0736712367489826,"RSP5/SPA2/FUS2/CDC14",4
"GO:0051704","BP","GO:0051704","multi-organism process","21/234","241/5319",0.00192194796610384,0.0802918983476402,0.0736712367489826,"OSW5/RSP5/SPS4/SSF1/LDS1/FAR1/DSE1/FLO1/RSR1/AXL1/STE4/SPR3/SSP2/SPA2/AGA2/SPC110/FUS2/FIG1/MFA1/CIK1/SHE10",21
"GO:0006631","BP","GO:0006631","fatty acid metabolic process","9/234","65/5319",0.00196045893356443,0.0802918983476402,0.0736712367489826,"RSP5/ANT1/POT1/FOX2/TES1/FAS2/CIT3/YAT1/YAT2",9
"GO:0140013","BP","GO:0140013","meiotic nuclear division","14/234","133/5319",0.00196822245408779,0.0802918983476402,0.0736712367489826,"IME2/REC8/IME1/MEK1/TOP3/MER1/RAD57/HOP1/SGO1/MEC1/ECM11/RME1/RAD1/ZIP1",14
"GO:1902850","BP","GO:1902850","microtubule cytoskeleton organization involved in mitosis","7/234","42/5319",0.00210320608092557,0.0833470524069648,0.0764744707320005,"CLB5/SPC72/SPC110/ASE1/CDC14/CNM67/CIK1",7
"GO:1901607","BP","GO:1901607","alpha-amino acid biosynthetic process","13/234","122/5319",0.0025386700822879,0.0966272754838827,0.0886596410731334,"HIS5/HOM2/HOM3/TRP1/LEU3/HIS1/ARO8/MMF1/MRI1/ARG7/ARG8/ARG3/CTR86",13
"GO:0120036","BP","GO:0120036","plasma membrane bounded cell projection organization","4/234","14/5319",0.00257765623136529,0.0966272754838827,0.0886596410731334,"RSP5/SPA2/FUS2/CDC14",4
"GO:0009062","BP","GO:0009062","fatty acid catabolic process","5/234","23/5319",0.00277012018846114,0.101109386878832,0.0927721691925076,"ANT1/POT1/FOX2/TES1/CIT3",5
"GO:0051052","BP","GO:0051052","regulation of DNA metabolic process","12/234","111/5319",0.0032669665650195,0.104568946646113,0.0959464626381441,"RTT109/CLB5/PXR1/TOP3/SAW1/MSH3/MEC1/ELG1/MRC1/BDP1/MGS1/ZIP1",12
"GO:0010564","BP","GO:0010564","regulation of cell cycle process","18/234","203/5319",0.00332570442623254,0.104568946646113,0.0959464626381441,"CLN2/IME2/IME1/CLB5/MEK1/SLD2/HOP1/SGO1/ASH1/SPC72/NIS1/SLT2/MRC1/RME1/CDC14/CIK1/RIM15/ZIP1",18
"GO:0000022","BP","GO:0000022","mitotic spindle elongation","4/234","15/5319",0.00339499894570702,0.104568946646113,0.0959464626381441,"SPC72/SPC110/ASE1/CDC14",4
"GO:0000753","BP","GO:0000753","cell morphogenesis involved in conjugation with cellular fusion","4/234","15/5319",0.00339499894570702,0.104568946646113,0.0959464626381441,"RSP5/SPA2/FUS2/FIG1",4
"GO:0006635","BP","GO:0006635","fatty acid beta-oxidation","4/234","15/5319",0.00339499894570702,0.104568946646113,0.0959464626381441,"ANT1/POT1/FOX2/TES1",4
"GO:0030030","BP","GO:0030030","cell projection organization","4/234","15/5319",0.00339499894570702,0.104568946646113,0.0959464626381441,"RSP5/SPA2/FUS2/CDC14",4
"GO:0051231","BP","GO:0051231","spindle elongation","4/234","15/5319",0.00339499894570702,0.104568946646113,0.0959464626381441,"SPC72/SPC110/ASE1/CDC14",4
"GO:0007059","BP","GO:0007059","chromosome segregation","19/234","220/5319",0.0034680400473837,0.104568946646113,0.0959464626381441,"REC8/NSL1/TOP3/HOP1/SGO1/ELG1/OKP1/SPC72/NUF2/SPC110/MRC1/ASE1/IOC4/CDC14/CTF18/CIK1/RMI1/RAD1/ZIP1",19
"GO:0051726","BP","GO:0051726","regulation of cell cycle","23/234","288/5319",0.00366684073988929,0.108210810770775,0.0992880280968902,"PCL2/CLN2/IME2/IME1/CLB5/MEK1/FAR1/SLD2/PCL1/HOP1/SGO1/ASH1/SPC72/NIS1/SLT2/CTK2/MRC1/RME1/CDC14/CIK1/TDA1/RIM15/ZIP1",23
"GO:0007062","BP","GO:0007062","sister chromatid cohesion","8/234","59/5319",0.00395395979988235,0.111921270253813,0.102692532718749,"REC8/TOP3/SGO1/ELG1/MRC1/IOC4/CTF18/RMI1",8
"GO:0016074","BP","GO:0016074","snoRNA metabolic process","8/234","59/5319",0.00395395979988235,0.111921270253813,0.102692532718749,"PRP2/PXR1/POP3/RRP45/MTR4/AIR1/SSU72/RPP1",8
"GO:0000767","BP","GO:0000767","cell morphogenesis involved in conjugation","4/234","16/5319",0.00437237378841299,0.113735547463405,0.104357209337272,"RSP5/SPA2/FUS2/FIG1",4
"GO:0010528","BP","GO:0010528","regulation of transposition","4/234","16/5319",0.00437237378841299,0.113735547463405,0.104357209337272,"RTT109/STE4/ELG1/BDP1",4
"GO:0019395","BP","GO:0019395","fatty acid oxidation","4/234","16/5319",0.00437237378841299,0.113735547463405,0.104357209337272,"ANT1/POT1/FOX2/TES1",4
"GO:0034440","BP","GO:0034440","lipid oxidation","4/234","16/5319",0.00437237378841299,0.113735547463405,0.104357209337272,"ANT1/POT1/FOX2/TES1",4
"GO:0008652","BP","GO:0008652","cellular amino acid biosynthetic process","13/234","130/5319",0.00442806024731352,0.113735547463405,0.104357209337272,"HIS5/HOM2/HOM3/TRP1/LEU3/HIS1/ARO8/MMF1/MRI1/ARG7/ARG8/ARG3/CTR86",13
"GO:0000910","BP","GO:0000910","cytokinesis","11/234","101/5319",0.00452664812526687,0.114153835449912,0.104741006381773,"HOF1/AXL2/RSR1/AXL1/SPA2/BUD4/CHS2/SLT2/MNN10/ASE1/CDC14",11
"GO:0031136","BP","GO:0031136","positive regulation of conjugation","9/234","75/5319",0.00526176654883502,0.128036319354985,0.117478776685901,"CLN2/EFG1/FAR1/DSE1/AXL1/STE4/BAR1/AGA2/MFA1",9
"GO:0031139","BP","GO:0031139","positive regulation of conjugation with cellular fusion","9/234","75/5319",0.00526176654883502,0.128036319354985,0.117478776685901,"CLN2/EFG1/FAR1/DSE1/AXL1/STE4/BAR1/AGA2/MFA1",9
"GO:0000724","BP","GO:0000724","double-strand break repair via homologous recombination","9/234","76/5319",0.00574594812294596,0.135363043430883,0.124201358105671,"RTT109/SLD2/RAD57/ELG1/MCM7/ECM11/CTF18/RAD1/MCM10",9
"GO:0043631","BP","GO:0043631","RNA polyadenylation","5/234","27/5319",0.00575805303707434,0.135363043430883,0.124201358105671,"MTR4/AIR1/FIR1/SSU72/CLP1",5
"GO:0070783","BP","GO:0070783","growth of unicellular organism as a thread of attached cells","11/234","105/5319",0.00608214040113431,0.140598812272888,0.129005399034586,"IME1/DSE2/NCS2/MKS1/DSE1/STE4/MEP2/IME4/SPA2/ASH1/RME1",11
"GO:0003006","BP","GO:0003006","developmental process involved in reproduction","15/234","167/5319",0.00635747035485144,0.142068892025699,0.1303542598255,"OSW5/RSP5/SPS4/SWI5/LDS1/MATALPHA1/MATA1/SPR3/SSP2/SPA2/ASH1/HMLALPHA2/FUS2/FIG1/SHE10",15
"GO:0050793","BP","GO:0050793","regulation of developmental process","7/234","51/5319",0.00645302105091496,0.142068892025699,0.1303542598255,"RSP5/SWI5/SPA2/ASH1/FUS2/PSD1/CGI121",7
"GO:0051445","BP","GO:0051445","regulation of meiotic cell cycle","7/234","51/5319",0.00645302105091496,0.142068892025699,0.1303542598255,"IME2/IME1/MEK1/HOP1/SGO1/RME1/ZIP1",7
"GO:0000079","BP","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","5/234","28/5319",0.00676360837703272,0.144160722292785,0.132273603196583,"PCL2/CLN2/CLB5/PCL1/CTK2",5
"GO:0043902","BP","GO:0043902","positive regulation of multi-organism process","9/234","78/5319",0.00681703153055779,0.144160722292785,0.132273603196583,"CLN2/EFG1/FAR1/DSE1/AXL1/STE4/BAR1/AGA2/MFA1",9
"GO:0007020","BP","GO:0007020","microtubule nucleation","4/234","18/5319",0.00685984691515777,0.144160722292785,0.132273603196583,"SPC72/NUF2/SPC110/CNM67",4
"GO:0007131","BP","GO:0007131","reciprocal meiotic recombination","8/234","66/5319",0.00786855387774317,0.160495356300438,0.147261325668599,"REC8/TOP3/MER1/RAD57/MEC1/ECM11/RAD1/ZIP1",8
"GO:0035825","BP","GO:0035825","homologous recombination","8/234","66/5319",0.00786855387774317,0.160495356300438,0.147261325668599,"REC8/TOP3/MER1/RAD57/MEC1/ECM11/RAD1/ZIP1",8
"GO:1901605","BP","GO:1901605","alpha-amino acid metabolic process","16/234","189/5319",0.00858059495513105,0.172482394242997,0.158259943566033,"HIS5/HOM2/PAN5/HOM3/TRP1/LEU3/HIS1/ARO8/MMF1/MRI1/ARG7/ARG8/ARG3/SNO3/CTR86/ADE4",16
"GO:0000819","BP","GO:0000819","sister chromatid segregation","14/234","157/5319",0.00879819339179949,0.174329917634656,0.159955124972716,"REC8/NSL1/TOP3/SGO1/ELG1/SPC72/SPC110/MRC1/ASE1/IOC4/CDC14/CTF18/CIK1/RMI1",14
"GO:1904029","BP","GO:1904029","regulation of cyclin-dependent protein kinase activity","5/234","30/5319",0.00913157317957587,0.178387211268616,0.163677864701367,"PCL2/CLN2/CLB5/PCL1/CTK2",5
"GO:0000749","BP","GO:0000749","response to pheromone triggering conjugation with cellular fusion","8/234","68/5319",0.00939415894991424,0.178587475734439,0.163861615878979,"CLN2/EFG1/FAR1/DSE1/STE4/BAR1/AGA2/MFA1",8
"GO:0044182","BP","GO:0044182","filamentous growth of a population of unicellular organisms","11/234","112/5319",0.00978714018081718,0.178587475734439,0.163861615878979,"IME1/DSE2/NCS2/MKS1/DSE1/STE4/MEP2/IME4/SPA2/ASH1/RME1",11
"GO:0000917","BP","GO:0000917","division septum assembly","4/234","20/5319",0.0101374247668565,0.178587475734439,0.163861615878979,"HOF1/CHS2/SLT2/MNN10",4
"GO:0090529","BP","GO:0090529","cell septum assembly","4/234","20/5319",0.0101374247668565,0.178587475734439,0.163861615878979,"HOF1/CHS2/SLT2/MNN10",4
"GO:0000281","BP","GO:0000281","mitotic cytokinesis","9/234","83/5319",0.0101648917509741,0.178587475734439,0.163861615878979,"HOF1/AXL2/RSR1/AXL1/SPA2/BUD4/CHS2/SLT2/MNN10",9
"GO:0000725","BP","GO:0000725","recombinational repair","9/234","83/5319",0.0101648917509741,0.178587475734439,0.163861615878979,"RTT109/SLD2/RAD57/ELG1/MCM7/ECM11/CTF18/RAD1/MCM10",9
"GO:0007530","BP","GO:0007530","sex determination","5/234","31/5319",0.0105065667160123,0.178587475734439,0.163861615878979,"SWI5/MATALPHA1/MATA1/ASH1/HMLALPHA2",5
"GO:0007531","BP","GO:0007531","mating type determination","5/234","31/5319",0.0105065667160123,0.178587475734439,0.163861615878979,"SWI5/MATALPHA1/MATA1/ASH1/HMLALPHA2",5
"GO:0045165","BP","GO:0045165","cell fate commitment","5/234","31/5319",0.0105065667160123,0.178587475734439,0.163861615878979,"SWI5/MATALPHA1/MATA1/ASH1/HMLALPHA2",5
"GO:0045002","BP","GO:0045002","double-strand break repair via single-strand annealing","3/234","11/5319",0.010667337848522,0.178587475734439,0.163861615878979,"RAD57/SAW1/RAD1",3
"GO:0051090","BP","GO:0051090","regulation of DNA-binding transcription factor activity","3/234","11/5319",0.010667337848522,0.178587475734439,0.163861615878979,"PCL5/SLT2/GAL80",3
"GO:0140014","BP","GO:0140014","mitotic nuclear division","15/234","177/5319",0.0106869217634884,0.178587475734439,0.163861615878979,"CLB5/SWI5/NSL1/TOP3/SGO1/ELG1/SPC72/NIS1/SPC110/MRC1/ASE1/CDC14/CTF18/CIK1/RMI1",15
"GO:0006312","BP","GO:0006312","mitotic recombination","7/234","57/5319",0.0117964816999715,0.190698779407304,0.174974252877039,"IRC8/RAD57/MSH3/MEC1/NHP10/CGI121/RAD1",7
"GO:0006974","BP","GO:0006974","cellular response to DNA damage stimulus","25/234","354/5319",0.0118457647361862,0.190698779407304,0.174974252877039,"REC8/ALK2/RTT109/HOF1/SLD2/RAD57/SAW1/MSH3/HPR1/MEC1/ELG1/ABF1/RAD5/MCM7/CTK2/FUN30/RSC8/ECM11/MRC1/NHP10/CTF18/RMI1/RAD1/MCM10/MGS1",25
"GO:2000242","BP","GO:2000242","negative regulation of reproductive process","5/234","32/5319",0.0120168966126741,0.190698779407304,0.174974252877039,"MEK1/HOP1/ASH1/RME1/ZIP1",5
"GO:0032196","BP","GO:0032196","transposition","4/234","21/5319",0.0120991294793387,0.190698779407304,0.174974252877039,"RTT109/STE4/ELG1/BDP1",4
"GO:0045835","BP","GO:0045835","negative regulation of meiotic nuclear division","4/234","21/5319",0.0120991294793387,0.190698779407304,0.174974252877039,"MEK1/HOP1/RME1/ZIP1",4
"GO:0043144","BP","GO:0043144","snoRNA processing","6/234","45/5319",0.0131337085785928,0.204679256163013,0.187801935795608,"PRP2/PXR1/POP3/RRP45/MTR4/RPP1",6
"GO:0031123","BP","GO:0031123","RNA 3'-end processing","8/234","73/5319",0.0141642538873645,0.21541359011653,0.197651144424456,"PXR1/RRP45/USB1/MTR4/HPR1/FIR1/SSU72/CLP1",8
"GO:0000741","BP","GO:0000741","karyogamy","4/234","22/5319",0.0142884284720409,0.21541359011653,0.197651144424456,"SPC72/SPC110/FUS2/CIK1",4
"GO:1902410","BP","GO:1902410","mitotic cytokinetic process","4/234","22/5319",0.0142884284720409,0.21541359011653,0.197651144424456,"HOF1/CHS2/SLT2/MNN10",4
"GO:0032505","BP","GO:0032505","reproduction of a single-celled organism","16/234","202/5319",0.015619983962303,0.23116819903887,0.212106669174662,"OSW5/SPS4/SWI5/LDS1/AXL2/RSR1/AXL1/SPR3/SSP2/SPA2/ASH1/CBK1/BUD4/FUS2/FIG1/SHE10",16
"GO:0061640","BP","GO:0061640","cytoskeleton-dependent cytokinesis","9/234","89/5319",0.0156667705188563,0.23116819903887,0.212106669174662,"HOF1/AXL2/RSR1/AXL1/SPA2/BUD4/CHS2/SLT2/MNN10",9
"GO:0000070","BP","GO:0000070","mitotic sister chromatid segregation","12/234","136/5319",0.0159856749587723,0.233390854398075,0.214146050140229,"NSL1/TOP3/SGO1/ELG1/SPC72/SPC110/MRC1/ASE1/CDC14/CTF18/CIK1/RMI1",12
"GO:0007124","BP","GO:0007124","pseudohyphal growth","8/234","75/5319",0.0164964929852849,0.238339955943648,0.218687061614139,"IME1/DSE2/NCS2/MKS1/MEP2/IME4/SPA2/ASH1",8
"GO:0009085","BP","GO:0009085","lysine biosynthetic process","3/234","13/5319",0.0173259660938921,0.240983379293823,0.221112515133937,"HOM2/HOM3/ARO8",3
"GO:0033967","BP","GO:0033967","box C/D snoRNA metabolic process","3/234","13/5319",0.0173259660938921,0.240983379293823,0.221112515133937,"PXR1/POP3/RPP1",3
"GO:0034963","BP","GO:0034963","box C/D snoRNA processing","3/234","13/5319",0.0173259660938921,0.240983379293823,0.221112515133937,"PXR1/POP3/RPP1",3
"GO:0006259","BP","GO:0006259","DNA metabolic process","32/234","498/5319",0.0173744325374061,0.240983379293823,0.221112515133937,"REC8/RTT109/CLB5/IRC8/PXR1/TOP3/MER1/NOC3/SLD2/RAD57/SAW1/MSH3/HPR1/MEC1/ELG1/ABF1/RAD5/MCM7/FUN30/RSC8/ECM11/MRC1/BDP1/NHP10/CGI121/CTF18/FYV8/RMI1/RAD1/MCM10/MGS1/ZIP1",32
"GO:0019752","BP","GO:0019752","carboxylic acid metabolic process","28/234","424/5319",0.0184446178078832,0.253293909896377,0.232407951326012,"HIS5/MDH2/RSP5/HOM2/PAN5/HOM3/TRP1/ANT1/POT1/LEU3/HIS1/FAU1/FOX2/ARO8/MMF1/TES1/MRI1/FAS2/ARG7/CIT3/ARG8/ARG3/YAT1/SNO3/CTR86/ACS1/ADE4/YAT2",28
"GO:0009073","BP","GO:0009073","aromatic amino acid family biosynthetic process","4/234","24/5319",0.0193808705494437,0.263541837765475,0.24181086165405,"HIS5/TRP1/HIS1/ARO8",4
"GO:0006261","BP","GO:0006261","DNA-dependent DNA replication","12/234","140/5319",0.0196942375560133,0.265202985341654,0.243335035311396,"CLB5/NOC3/SLD2/MSH3/MEC1/ELG1/ABF1/MCM7/MRC1/CTF18/MCM10/MGS1",12
"GO:0006526","BP","GO:0006526","arginine biosynthetic process","3/234","14/5319",0.0213482324200358,0.276736319680962,0.253917360827445,"ARG7/ARG8/ARG3",3
"GO:0006553","BP","GO:0006553","lysine metabolic process","3/234","14/5319",0.0213482324200358,0.276736319680962,0.253917360827445,"HOM2/HOM3/ARO8",3
"GO:0016053","BP","GO:0016053","organic acid biosynthetic process","17/234","227/5319",0.0213488004368154,0.276736319680962,0.253917360827445,"HIS5/RSP5/HOM2/PAN5/HOM3/TRP1/LEU3/HIS1/FAU1/ARO8/MMF1/MRI1/FAS2/ARG7/ARG8/ARG3/CTR86",17
"GO:0046394","BP","GO:0046394","carboxylic acid biosynthetic process","17/234","227/5319",0.0213488004368154,0.276736319680962,0.253917360827445,"HIS5/RSP5/HOM2/PAN5/HOM3/TRP1/LEU3/HIS1/FAU1/ARO8/MMF1/MRI1/FAS2/ARG7/ARG8/ARG3/CTR86",17
"GO:0019236","BP","GO:0019236","response to pheromone","9/234","94/5319",0.0217128644740842,0.27884947245884,0.255856268510407,"CLN2/EFG1/FAR1/DSE1/STE4/SRM1/BAR1/AGA2/MFA1",9
"GO:0019740","BP","GO:0019740","nitrogen utilization","4/234","25/5319",0.02229705889559,0.283724960442049,0.260329736405295,"RSP5/ADY2/MKS1/MEP2",4
"GO:0008033","BP","GO:0008033","tRNA processing","11/234","127/5319",0.0233533364531432,0.29446434236827,0.270183576764116,"RSP5/NCS2/POP3/TRM8/DUS1/TRL1/TRM7/CGI121/TAD2/CLP1/RPP1",11
"GO:0051783","BP","GO:0051783","regulation of nuclear division","11/234","128/5319",0.0245918698103366,0.301320744481851,0.276474617750205,"IME2/IME1/CLB5/MEK1/HOP1/SGO1/SPC72/NIS1/RME1/CDC14/ZIP1",11
