"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006696","BP","GO:0006696","ergosterol biosynthetic process","15/601","31/5319",2.80350949427239e-07,3.37676806797825e-05,3.17335337892444e-05,"HMG1/ERG25/DAP1/ERG3/ERG10/ERG24/ERG2/ERG26/ERG1/ERG6/ERG8/UPC2/ERG13/NCP1/ERG27",15
"GO:0016129","BP","GO:0016129","phytosteroid biosynthetic process","15/601","31/5319",2.80350949427239e-07,3.37676806797825e-05,3.17335337892444e-05,"HMG1/ERG25/DAP1/ERG3/ERG10/ERG24/ERG2/ERG26/ERG1/ERG6/ERG8/UPC2/ERG13/NCP1/ERG27",15
"GO:0044108","BP","GO:0044108","cellular alcohol biosynthetic process","15/601","31/5319",2.80350949427239e-07,3.37676806797825e-05,3.17335337892444e-05,"HMG1/ERG25/DAP1/ERG3/ERG10/ERG24/ERG2/ERG26/ERG1/ERG6/ERG8/UPC2/ERG13/NCP1/ERG27",15
"GO:0097384","BP","GO:0097384","cellular lipid biosynthetic process","15/601","31/5319",2.80350949427239e-07,3.37676806797825e-05,3.17335337892444e-05,"HMG1/ERG25/DAP1/ERG3/ERG10/ERG24/ERG2/ERG26/ERG1/ERG6/ERG8/UPC2/ERG13/NCP1/ERG27",15
"GO:1902652","BP","GO:1902652","secondary alcohol metabolic process","16/601","35/5319",3.00068252486219e-07,3.37676806797825e-05,3.17335337892444e-05,"HMG1/ERG25/DAP1/ERG3/ERG10/ERG24/ERG2/ERG26/ERG1/BDH1/ERG6/ERG8/UPC2/ERG13/NCP1/ERG27",16
"GO:0043436","BP","GO:0043436","oxoacid metabolic process","84/601","441/5319",3.98994618952944e-07,4.07195625167195e-05,3.82666380099129e-05,"GCR1/ARO10/SCS7/ERG10/ISA1/GLK1/ARG4/CYS3/SPE1/TRP3/YAT2/UGA2/SER1/ICL2/HIS5/ASP1/DUG3/HIS2/HIS1/ICL1/CIT3/LEU2/AGX1/PDH1/PEX11/YAT1/LYS4/GFA1/POT1/CAT2/PDX1/LSC1/MET8/IAH1/MDH2/CRC1/EHD3/ACS1/XBP1/HOM3/MLS1/RMT2/MSD1/FOX2/KGD2/ABZ1/PFK27/MDH1/GLO4/MET13/ALD6/IDP2/ISM1/MET4/YMR31/CAR1/LAT1/LEU1/ACH1/PYC2/ILV2/ETR1/CEM1/FAU1/PHO84/MDH3/GDH3/ADH3/ARG3/ADR1/ADH2/AIM10/ARG8/HSP31/IDP1/GND1/ARO8/URA2/CAR2/ADH1/CAT8/GDH2/LSC2/SPS19",84
"GO:0032787","BP","GO:0032787","monocarboxylic acid metabolic process","45/601","187/5319",4.10090380796346e-07,4.07195625167195e-05,3.82666380099129e-05,"GCR1/ARO10/SCS7/ERG10/ISA1/GLK1/SPE1/YAT2/UGA2/ICL2/ASP1/ICL1/CIT3/LEU2/PDH1/PEX11/YAT1/POT1/CAT2/PDX1/IAH1/CRC1/EHD3/ACS1/XBP1/MLS1/FOX2/ABZ1/PFK27/GLO4/ALD6/IDP2/LAT1/ACH1/PYC2/ETR1/CEM1/MDH3/ADR1/HSP31/IDP1/GND1/ADH1/CAT8/SPS19",45
"GO:0008204","BP","GO:0008204","ergosterol metabolic process","15/601","34/5319",1.24952887196119e-06,0.000111010775572131,0.000104323546262909,"HMG1/ERG25/DAP1/ERG3/ERG10/ERG24/ERG2/ERG26/ERG1/ERG6/ERG8/UPC2/ERG13/NCP1/ERG27",15
"GO:0016128","BP","GO:0016128","phytosteroid metabolic process","15/601","34/5319",1.24952887196119e-06,0.000111010775572131,0.000104323546262909,"HMG1/ERG25/DAP1/ERG3/ERG10/ERG24/ERG2/ERG26/ERG1/ERG6/ERG8/UPC2/ERG13/NCP1/ERG27",15
"GO:0005975","BP","GO:0005975","carbohydrate metabolic process","60/601","300/5319",4.34407462573424e-06,0.000365894239630124,0.000343852967774131,"GCR1/OPI10/CWH41/SIP4/PCK1/FBP1/ARA1/GLK1/GUT2/GUT1/YIG1/FBP26/SKT5/CRH1/DOG2/RKI1/GAL10/GEP4/ICL1/LEU2/UTR2/GIP2/MIG2/GAL7/GFA1/GAL80/GPD2/SOR1/SEC53/MDH2/GAL1/HSP104/MLS1/VID24/RGT1/CRZ1/PGM2/XKS1/CHS2/PFK27/MDH1/EXG1/HOC1/IDP2/DSE4/SOL3/PYC2/TRS65/TSL1/UME6/MDH3/ACF2/SHB17/MIG1/PKP1/IDP1/GND1/INO1/ADH1/CAT8",60
"GO:0044107","BP","GO:0044107","cellular alcohol metabolic process","15/601","37/5319",4.55200179634632e-06,0.000365894239630124,0.000343852967774131,"HMG1/ERG25/DAP1/ERG3/ERG10/ERG24/ERG2/ERG26/ERG1/ERG6/ERG8/UPC2/ERG13/NCP1/ERG27",15
"GO:0016125","BP","GO:0016125","sterol metabolic process","18/601","53/5319",9.98319417904406e-06,0.000765983262464835,0.000719840843436335,"HMG1/ERG25/DAP1/ERG3/ERG10/ERG24/ERG2/PDR16/MVD1/ERG26/ERG1/CYB5/ERG6/ERG8/UPC2/ERG13/NCP1/ERG27",18
"GO:0008202","BP","GO:0008202","steroid metabolic process","18/601","54/5319",1.34264876031518e-05,0.000985387438005229,0.000926028229654453,"HMG1/ERG25/DAP1/ERG3/ERG10/ERG24/ERG2/PDR16/MVD1/ERG26/ERG1/CYB5/ERG6/ERG8/UPC2/ERG13/NCP1/ERG27",18
"GO:0006084","BP","GO:0006084","acetyl-CoA metabolic process","8/601","13/5319",1.94768442873507e-05,0.00126604219868152,0.00118977649876095,"HMG1/MVD1/ERG8/PDX1/ACS1/KGD2/LAT1/ACH1",8
"GO:0006097","BP","GO:0006097","glyoxylate cycle","7/601","10/5319",2.00929470428224e-05,0.00126604219868152,0.00118977649876095,"ICL1/LEU2/MLS1/IDP2/MDH3/IDP1/CAT8",7
"GO:0006637","BP","GO:0006637","acyl-CoA metabolic process","10/601","20/5319",2.02506749789106e-05,0.00126604219868152,0.00118977649876095,"HMG1/MVD1/ERG8/PDX1/LSC1/ACS1/KGD2/LAT1/ACH1/LSC2",10
"GO:0035383","BP","GO:0035383","thioester metabolic process","10/601","20/5319",2.02506749789106e-05,0.00126604219868152,0.00118977649876095,"HMG1/MVD1/ERG8/PDX1/LSC1/ACS1/KGD2/LAT1/ACH1/LSC2",10
"GO:0006099","BP","GO:0006099","tricarboxylic acid cycle","12/601","30/5319",4.90062125409536e-05,0.0027157706458411,0.00255217408535953,"ICL1/CIT3/LSC1/MDH2/MLS1/KGD2/MDH1/IDP2/YMR31/MDH3/IDP1/LSC2",12
"GO:0006101","BP","GO:0006101","citrate metabolic process","12/601","30/5319",4.90062125409536e-05,0.0027157706458411,0.00255217408535953,"ICL1/CIT3/LSC1/MDH2/MLS1/KGD2/MDH1/IDP2/YMR31/MDH3/IDP1/LSC2",12
"GO:0044283","BP","GO:0044283","small molecule biosynthetic process","69/601","387/5319",4.92481506398088e-05,0.0027157706458411,0.00255217408535953,"GCR1/HMG1/ARO10/ERG25/DAP1/ERG3/SIP4/SCS7/ERG10/ERG24/PCK1/FBP1/ISA1/GLK1/ERG2/ARG4/CYS3/SPE1/ERG26/TRP3/ERG1/YIG1/BDH1/SER1/HIS5/RKI1/HIS2/HIS1/LEU2/ERG6/AGX1/LYS4/ERG8/UPC2/MET8/MDH2/THI4/HOM3/VID24/ABZ1/PFK27/MET13/ALD6/MET4/LEU1/PYC2/ERG13/GUK1/ILV2/ETR1/THI13/CEM1/NCP1/ERG27/FAU1/UME6/GDH3/ADH3/ARG3/ADH2/ARG8/HSP31/IDP1/INO1/ARO8/URA2/CAR2/ADH1/CAT8",69
"GO:0046487","BP","GO:0046487","glyoxylate metabolic process","7/601","11/5319",4.98749348466079e-05,0.0027157706458411,0.00255217408535953,"ICL1/LEU2/MLS1/IDP2/MDH3/IDP1/CAT8",7
"GO:0044282","BP","GO:0044282","small molecule catabolic process","32/601","139/5319",5.17525579145053e-05,0.00272994742999015,0.00256549686766972,"ARO10/ERG10/GUT2/GUT1/UGA2/ICL2/ASP1/GAL10/CIT3/PDH1/GAL7/DUR3/POT1/GAL1/EHD3/XBP1/FOX2/PGM2/XKS1/KGD2/GLO4/ALD6/CAR1/MDH3/ADH3/ADR1/ADH2/HSP31/CAR2/ADH1/GDH2/SPS19",32
"GO:0006631","BP","GO:0006631","fatty acid metabolic process","19/601","65/5319",6.24365825495432e-05,0.00319372579829178,0.00300133747694295,"SCS7/ERG10/YAT2/ICL2/CIT3/PDH1/PEX11/YAT1/POT1/CAT2/CRC1/EHD3/FOX2/ACH1/ETR1/CEM1/MDH3/ADR1/SPS19",19
"GO:1990542","BP","GO:1990542","mitochondrial transmembrane transport","18/601","60/5319",6.66234174023458e-05,0.00330765672279881,0.00310840526394226,"ZIM17/TOM7/TIM17/HSP10/HEM25/YMC1/TIM9/TOM6/TIM50/TIM8/MIA40/HSP60/YIA6/AGC1/TIM13/MRS4/SSC1/TOM40",18
"GO:0072350","BP","GO:0072350","tricarboxylic acid metabolic process","12/601","31/5319",7.18544687734259e-05,0.00346543837970123,0.0032566822388437,"ICL1/CIT3/LSC1/MDH2/MLS1/KGD2/MDH1/IDP2/YMR31/MDH3/IDP1/LSC2",12
"GO:0009062","BP","GO:0009062","fatty acid catabolic process","10/601","23/5319",9.13377630777e-05,0.00428272622430993,0.00402473710403784,"ERG10/ICL2/CIT3/PDH1/POT1/EHD3/FOX2/MDH3/ADR1/SPS19",10
"GO:0055114","BP","GO:0055114","oxidation-reduction process","73/601","425/5319",0.000104308818703815,0.00475873745870377,0.00447207367814079,"HMG1/ERG25/ERG3/SCS7/ERG10/ERG24/ARA1/GUT2/ERG26/ERG1/PDI1/BDH1/UGA2/CYB5/HBN1/ICL1/CIT3/LEU2/RNR2/GIP2/HAP1/MAM33/PEX11/POT1/GAL80/GPD2/SOR1/MXR2/LSC1/MET8/MDH2/FRE4/EHD3/ACS1/MLS1/FOX2/PGM2/YFH1/ECM4/KGD2/TRX3/DUS3/MDH1/MET13/ALD6/CTT1/IDP2/YMR31/MIA40/TDA5/FET3/AIM17/ETR1/AGC1/NCP1/ERG27/CIR1/COX13/MDH3/SOD2/RGI1/SHB17/GDH3/ADH3/ADR1/ADH2/IDP1/GND1/ADH1/FMO1/GDH2/LSC2/SPS19",73
"GO:0007052","BP","GO:0007052","mitotic spindle organization","11/601","29/5319",0.000178726219154363,0.00793920678769907,0.00746095324835526,"CLB5/CIN8/IPL1/BIR1/SPC72/KAR3/SPC110/ASE1/BAS1/CIK1/CNM67",11
"GO:0015846","BP","GO:0015846","polyamine transport","7/601","13/5319",0.000211413837173951,0.00915042454229821,0.00859920789800661,"UGA4/DUR3/TPO1/PTK2/GAP1/TPO3/TPO4",7
"GO:0005996","BP","GO:0005996","monosaccharide metabolic process","23/601","94/5319",0.00022549723268429,0.00934868740893912,0.00878552751638267,"SIP4/PCK1/FBP1/GLK1/FBP26/DOG2/RKI1/GAL10/GAL7/GAL80/SOR1/SEC53/MDH2/GAL1/VID24/RGT1/PGM2/XKS1/PFK27/PYC2/PKP1/ADH1/CAT8",23
"GO:0006839","BP","GO:0006839","mitochondrial transport","25/601","106/5319",0.000227071198913806,0.00934868740893912,0.00878552751638267,"MMM1/ZIM17/TOM7/SAL1/TIM17/HSP10/CRC1/HEM25/YMC1/TIM9/TOM6/TIM50/TOM5/TIM8/MIA40/HSP60/YIA6/AGC1/GGC1/TIM13/MRS4/OM14/SSC1/TPC1/TOM40",25
"GO:0017144","BP","GO:0017144","drug metabolic process","52/601","285/5319",0.00024391752455006,0.00980316146286908,0.00921262429816893,"GCR1/ARO10/ISA1/GLK1/CYS3/UGA2/SKT5/ICL2/CRH1/DAL2/RKI1/ICL1/CIT3/UTR2/PHO3/BNI4/AGX1/PDH1/GFA1/LSC1/IAH1/MDH2/ACS1/THI4/MLS1/RMT2/CRZ1/CHS2/KGD2/ABZ1/PFK27/MDH1/ALD6/CTT1/IDP2/YMR31/ACH1/THI13/COX13/MDH3/ATP4/ADH3/ADR1/ADH2/IDP1/ATP2/ARO8/ATP3/CAR2/ATP1/ADH1/LSC2",52
"GO:0019318","BP","GO:0019318","hexose metabolic process","21/601","86/5319",0.000431321041503165,0.0169318585594731,0.015911892522528,"SIP4/PCK1/FBP1/GLK1/FBP26/DOG2/GAL10/GAL7/GAL80/SOR1/SEC53/MDH2/GAL1/VID24/RGT1/PGM2/PFK27/PYC2/PKP1/ADH1/CAT8",21
"GO:0007051","BP","GO:0007051","spindle organization","12/601","38/5319",0.000654066864505655,0.0250923833473988,0.0235808316940197,"CLB5/CIN8/IPL1/BIR1/BUD6/SPC72/KAR3/SPC110/ASE1/BAS1/CIK1/CNM67",12
"GO:0007005","BP","GO:0007005","mitochondrion organization","48/601","270/5319",0.000775658195033078,0.0290958007381297,0.0273430853781251,"MMM1/HSP78/ZIM17/ATG13/MIP1/TOM7/COA3/MDJ1/MDM31/CMC1/TIM17/COX17/COX23/HSP10/RCF1/AIM25/PET117/ATP23/ATG20/THI4/YFH1/TIM9/KGD2/ATG21/TOM6/MEF2/TIM50/TOM5/SDH6/TCM62/TIM8/PHB1/MIA40/FIS1/AIM17/HSP60/RCF2/MAM3/STT4/GGC1/COX13/YLH47/TIM13/MDM36/OM14/SSC1/NUM1/TOM40",48
"GO:0033865","BP","GO:0033865","nucleoside bisphosphate metabolic process","10/601","29/5319",0.000850950565474986,0.0299250948858703,0.0281224232932194,"HMG1/MVD1/ERG8/PDX1/LSC1/ACS1/KGD2/LAT1/ACH1/LSC2",10
"GO:0033875","BP","GO:0033875","ribonucleoside bisphosphate metabolic process","10/601","29/5319",0.000850950565474986,0.0299250948858703,0.0281224232932194,"HMG1/MVD1/ERG8/PDX1/LSC1/ACS1/KGD2/LAT1/ACH1/LSC2",10
"GO:0034032","BP","GO:0034032","purine nucleoside bisphosphate metabolic process","10/601","29/5319",0.000850950565474986,0.0299250948858703,0.0281224232932194,"HMG1/MVD1/ERG8/PDX1/LSC1/ACS1/KGD2/LAT1/ACH1/LSC2",10
"GO:0017001","BP","GO:0017001","antibiotic catabolic process","6/601","12/5319",0.00102988181046053,0.0343819210364977,0.0323107726378162,"ICL2/CIT3/PDH1/ALD6/CTT1/ADR1",6
"GO:0019395","BP","GO:0019395","fatty acid oxidation","7/601","16/5319",0.00103879026828281,0.0343819210364977,0.0323107726378162,"ERG10/PEX11/POT1/EHD3/FOX2/MDH3/ADR1",7
"GO:0034440","BP","GO:0034440","lipid oxidation","7/601","16/5319",0.00103879026828281,0.0343819210364977,0.0323107726378162,"ERG10/PEX11/POT1/EHD3/FOX2/MDH3/ADR1",7
"GO:0032543","BP","GO:0032543","mitochondrial translation","27/601","130/5319",0.00111200275635559,0.0360973202447736,0.0339228371220216,"MRPS12/COA3/MAM33/MRPL50/RSM24/TUF1/MTF2/AIM23/PTH4/MSD1/MRPL39/MRPL32/MRPL37/MEF2/MRPS18/MNP1/RSM10/MEF1/ISM1/YMR31/MRPL11/YML6/MRP4/MRPS35/MRPS5/IMG1/MRP10",27
"GO:0140053","BP","GO:0140053","mitochondrial gene expression","29/601","144/5319",0.00123473708090814,0.0392388163045961,0.0368750911517999,"SLM3/MRPS12/MTF1/COA3/MAM33/MRPL50/RSM24/TUF1/MTF2/AIM23/PTH4/MSD1/MRPL39/MRPL32/MRPL37/MEF2/MRPS18/MNP1/RSM10/MEF1/ISM1/YMR31/MRPL11/YML6/MRP4/MRPS35/MRPS5/IMG1/MRP10",29
"GO:0072329","BP","GO:0072329","monocarboxylic acid catabolic process","13/601","46/5319",0.00127043965603617,0.0392388163045961,0.0368750911517999,"ERG10/UGA2/ICL2/ASP1/CIT3/PDH1/POT1/EHD3/XBP1/FOX2/MDH3/ADR1/SPS19",13
"GO:0006626","BP","GO:0006626","protein targeting to mitochondrion","16/601","63/5319",0.00130176167835153,0.0392388163045961,0.0368750911517999,"MMM1/ZIM17/TOM7/TIM17/HSP10/TIM9/TOM6/TIM50/TOM5/TIM8/MIA40/HSP60/TIM13/OM14/SSC1/TOM40",16
"GO:0044743","BP","GO:0044743","protein transmembrane import into intracellular organelle","16/601","63/5319",0.00130176167835153,0.0392388163045961,0.0368750911517999,"ZIM17/TOM7/PEX21/TIM17/HSP10/MDH2/TIM9/TOM6/TIM50/TIM8/MIA40/HSP60/TIM13/SSC1/PEX1/TOM40",16
"GO:0070585","BP","GO:0070585","protein localization to mitochondrion","17/601","70/5319",0.001586572083146,0.0461747185577663,0.0433931783902181,"MMM1/ZIM17/TOM7/TIM17/HSP10/TIM9/TOM6/TIM50/TOM5/TIM8/MIA40/HSP60/YLH47/TIM13/OM14/SSC1/TOM40",17
"GO:0072655","BP","GO:0072655","establishment of protein localization to mitochondrion","17/601","70/5319",0.001586572083146,0.0461747185577663,0.0433931783902181,"MMM1/ZIM17/TOM7/TIM17/HSP10/TIM9/TOM6/TIM50/TOM5/TIM8/MIA40/HSP60/YLH47/TIM13/OM14/SSC1/TOM40",17
"GO:0046395","BP","GO:0046395","carboxylic acid catabolic process","21/601","95/5319",0.00172013177453959,0.04713946337753,0.0442998075018319,"ARO10/ERG10/UGA2/ICL2/ASP1/CIT3/PDH1/POT1/EHD3/XBP1/FOX2/KGD2/CAR1/MDH3/ADH3/ADR1/ADH2/CAR2/ADH1/GDH2/SPS19",21
"GO:0006790","BP","GO:0006790","sulfur compound metabolic process","29/601","147/5319",0.00172576378642085,0.04713946337753,0.0442998075018319,"HMG1/ARO10/ISA1/MVD1/CYS3/DUG3/PHO3/ERG8/PDX1/LSC1/MET8/ACS1/THI4/HOM3/RMT2/YFH1/ECM4/KGD2/MET13/OPT1/MET4/LAT1/ACH1/THI13/ISD11/ECM38/TEF4/ARO8/LSC2",29
"GO:0006734","BP","GO:0006734","NADH metabolic process","6/601","13/5319",0.00173142578756331,0.04713946337753,0.0442998075018319,"GUT2/GPD2/MDH3/ADH3/ADH2/ADH1",6
"GO:0015695","BP","GO:0015695","organic cation transport","6/601","13/5319",0.00173142578756331,0.04713946337753,0.0442998075018319,"UGA4/DUR3/CRC1/TPO1/TPC1/TPO4",6
"GO:0009064","BP","GO:0009064","glutamine family amino acid metabolic process","16/601","65/5319",0.0018567607999669,0.0497494004816528,0.0467525234010044,"ARG4/TRP3/UGA2/ASP1/DUG3/GFA1/XBP1/ABZ1/CAR1/GDH3/ARG3/ARG8/IDP1/URA2/CAR2/GDH2",16
"GO:1901605","BP","GO:1901605","alpha-amino acid metabolic process","35/601","189/5319",0.00193125000855447,0.0509367189756243,0.0478683184686117,"ARO10/ARG4/CYS3/SPE1/TRP3/UGA2/SER1/HIS5/ASP1/DUG3/HIS2/HIS1/LEU2/AGX1/LYS4/GFA1/MET8/XBP1/HOM3/RMT2/KGD2/ABZ1/MET13/MET4/CAR1/LEU1/ILV2/GDH3/ARG3/ARG8/IDP1/ARO8/URA2/CAR2/GDH2",35
"GO:0016054","BP","GO:0016054","organic acid catabolic process","21/601","96/5319",0.00197491040447265,0.0512869040423052,0.0481974085755512,"ARO10/ERG10/UGA2/ICL2/ASP1/CIT3/PDH1/POT1/EHD3/XBP1/FOX2/KGD2/CAR1/MDH3/ADH3/ADR1/ADH2/CAR2/ADH1/GDH2/SPS19",21
"GO:0006116","BP","GO:0006116","NADH oxidation","5/601","10/5319",0.00280799633100159,0.0707447433840401,0.0664831181589851,"GUT2/GPD2/ADH3/ADH2/ADH1",5
"GO:1902047","BP","GO:1902047","polyamine transmembrane transport","5/601","10/5319",0.00280799633100159,0.0707447433840401,0.0664831181589851,"DUR3/TPO1/GAP1/TPO3/TPO4",5
"GO:0044262","BP","GO:0044262","cellular carbohydrate metabolic process","37/601","208/5319",0.0030159538694551,0.0748666195829442,0.0703566947564835,"OPI10/CWH41/SIP4/FBP1/ARA1/GLK1/GUT2/GUT1/YIG1/SKT5/GEP4/ICL1/LEU2/GIP2/GFA1/GPD2/GAL1/HSP104/MLS1/VID24/CRZ1/PGM2/XKS1/CHS2/PFK27/EXG1/IDP2/DSE4/TRS65/TSL1/UME6/MDH3/ACF2/IDP1/GND1/INO1/CAT8",37
"GO:0051186","BP","GO:0051186","cofactor metabolic process","44/601","260/5319",0.0034506946554618,0.0844169938901379,0.0793317596610363,"GCR1/HMG1/ISA1/GLK1/GUT2/MVD1/SPE1/RKI1/DUG3/GPD2/ERG8/PDX1/LSC1/MET8/ACS1/RMT2/HEM25/YMC1/YFH1/ECM4/KGD2/ABZ1/PFK27/MET13/ALD6/CTT1/YMR31/SOL3/LAT1/ACH1/THI13/HEM15/FAU1/MDH3/ISD11/ADH3/ECM38/HEM1/TEF4/ADH2/GND1/ADH1/GDH2/LSC2",44
"GO:0006635","BP","GO:0006635","fatty acid beta-oxidation","6/601","15/5319",0.00414149432292118,0.0998691773870135,0.093853111949507,"ERG10/POT1/EHD3/FOX2/MDH3/ADR1",6
"GO:0006012","BP","GO:0006012","galactose metabolic process","5/601","11/5319",0.0046738495405208,0.111119127104213,0.104425370757077,"GAL10/GAL7/GAL80/GAL1/PGM2",5
"GO:0006520","BP","GO:0006520","cellular amino acid metabolic process","42/601","252/5319",0.00559528820835998,0.130045574611306,0.12221169926368,"ARO10/ARG4/CYS3/SPE1/TRP3/UGA2/SER1/HIS5/ASP1/DUG3/HIS2/HIS1/LEU2/AGX1/LYS4/GFA1/MET8/EHD3/XBP1/HOM3/RMT2/MSD1/KGD2/ABZ1/MET13/ISM1/MET4/CAR1/LEU1/ILV2/GDH3/ADH3/ARG3/ADH2/AIM10/ARG8/IDP1/ARO8/URA2/CAR2/ADH1/GDH2",42
"GO:1902850","BP","GO:1902850","microtubule cytoskeleton organization involved in mitosis","11/601","42/5319",0.00562400885463585,0.130045574611306,0.12221169926368,"CLB5/CIN8/IPL1/BIR1/SPC72/KAR3/SPC110/ASE1/BAS1/CIK1/CNM67",11
"GO:0007155","BP","GO:0007155","cell adhesion","6/601","16/5319",0.0060031167557042,0.133332382679325,0.125300511784574,"AGA2/FLO9/HSP12/SAG1/SDS3/FLO5",6
"GO:0022610","BP","GO:0022610","biological adhesion","6/601","16/5319",0.0060031167557042,0.133332382679325,0.125300511784574,"AGA2/FLO9/HSP12/SAG1/SDS3/FLO5",6
"GO:0042026","BP","GO:0042026","protein refolding","6/601","16/5319",0.0060031167557042,0.133332382679325,0.125300511784574,"HSP78/MDJ1/HSP10/SSE1/HSP60/SSC1",6
