"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0019953","GO:0019953","sexual reproduction","44/641","158/3901",0.00015500756668887,0.0287555733061855,0.026380911339698,"OSW5/STE3/CWP1/CHS5/RSP5/LRG1/SWF1/PRM1/EMI1/ASG7/SPA2/PTC1/CIK1/SPO75/SET2/SHE10/SSP2/HHT1/SPS4/SPR3/RGA1/TEP1/JEM1/KAR1/DTR1/SPC110/SCW4/YPK1/DIT2/MDS3/FUS2/AGA2/DIT1/AQY1/FMP45/RRT8/DSE1/GIP1/RSR1/FAR1/AXL1/QDR3/SAG1/STE2",44
"GO:0044703","GO:0044703","multi-organism reproductive process","44/641","158/3901",0.00015500756668887,0.0287555733061855,0.026380911339698,"OSW5/STE3/CWP1/CHS5/RSP5/LRG1/SWF1/PRM1/EMI1/ASG7/SPA2/PTC1/CIK1/SPO75/SET2/SHE10/SSP2/HHT1/SPS4/SPR3/RGA1/TEP1/JEM1/KAR1/DTR1/SPC110/SCW4/YPK1/DIT2/MDS3/FUS2/AGA2/DIT1/AQY1/FMP45/RRT8/DSE1/GIP1/RSR1/FAR1/AXL1/QDR3/SAG1/STE2",44
"GO:0048285","GO:0048285","organelle fission","59/641","230/3901",0.000156411068192641,0.0287555733061855,0.026380911339698,"SWI5/ZIP1/GIC2/RMI1/POL30/ASE1/RPN11/CBF2/RAD57/CLB2/APC2/MEC1/IME1/NSL1/RAD1/SMC1/CDC23/MEK1/MER1/RAD24/TOP1/CDC7/ELG1/CIK1/CEP3/SET2/CSM2/REC8/CDC14/MRC1/BUD2/DCC1/BUB1/FIS1/DMA2/SPC110/MHF1/SPC72/DBF2/SCC4/CDC20/ESC2/MTW1/MDV1/CIN8/MPS1/SRC1/NIS1/RAD50/ECM11/CTF18/MAD2/RCK2/TEM1/SPC97/TOP3/RME1/SDS23/CHL1",59
"GO:0000819","GO:0000819","sister chromatid segregation","37/641","128/3901",0.000229708054499771,0.0356109319836097,0.0326701481267822,"RMI1/POL30/ASE1/IOC4/CBF2/CLB2/APC2/NSL1/SMC1/CDC23/TOP1/ELG1/CIK1/CEP3/REC8/CDC14/MRC1/BUD2/DCC1/BUB1/DMA2/SPC110/SPC72/SCC4/CDC20/ESC2/MTW1/CIN8/MPS1/SRC1/RFC3/CTF18/MAD2/TEM1/TOP3/SDS23/CHL1",37
"GO:0022414","GO:0022414","reproductive process","84/641","360/3901",0.000236756697056913,0.0356109319836097,0.0326701481267822,"SWI5/HMLALPHA2/MATALPHA1/OSW5/ZIP1/STE3/CWP1/RMI1/ELM1/POL30/RIM15/OKP1/RAD57/MEC1/AME1/CBK1/IME1/CHS5/RSP5/LRG1/RAD1/SWF1/PRM1/MEK1/MER1/EMI1/ASG7/SPA2/RAD24/CDC7/CNM67/PTC1/BRE1/CIK1/PMS1/SPO75/SET2/CSM2/REC8/CDC14/SHE10/SSP2/MSH3/HHT1/SPS4/SPR3/BUB1/RGA1/TEP1/JEM1/KAR1/ASH1/DTR1/SPC110/MHF1/SCW4/YPK1/CDC20/DIT2/MDS3/FUS2/AGA2/SRC1/DIT1/IME4/AQY1/FMP45/RRT8/PSY2/DSE1/RAD50/ECM11/GIP1/RSR1/FAR1/AXL1/UME6/RCK2/SPC97/TOP3/QDR3/RME1/SAG1/STE2",84
"GO:0007120","GO:0007120","axial cellular bud site selection","7/641","10/3901",0.000238399544660148,0.0356109319836097,0.0326701481267822,"BUD4/BUD5/BUD2/AXL2/RSR1/AXL1/PAN1",7
"GO:0000280","GO:0000280","nuclear division","56/641","220/3901",0.000287022011016695,0.0403519180194059,0.0370196191298932,"SWI5/ZIP1/GIC2/RMI1/POL30/ASE1/CBF2/RAD57/CLB2/APC2/MEC1/IME1/NSL1/RAD1/SMC1/CDC23/MEK1/MER1/RAD24/TOP1/CDC7/ELG1/CIK1/CEP3/SET2/CSM2/REC8/CDC14/MRC1/BUD2/DCC1/BUB1/DMA2/SPC110/MHF1/SPC72/DBF2/SCC4/CDC20/ESC2/MTW1/CIN8/MPS1/SRC1/NIS1/RAD50/ECM11/CTF18/MAD2/RCK2/TEM1/SPC97/TOP3/RME1/SDS23/CHL1",56
"GO:0045229","GO:0045229","external encapsulating structure organization","43/641","159/3901",0.000372706805748598,0.0468825929336394,0.0430109848406831,"OSW5/CWP1/GAS1/CRH1/YPS7/CBK1/CHS5/LRG1/SWF1/GPI13/KNH1/ZRG8/SPO75/CTS1/CHS2/BAR1/SHE10/SSP2/CHS1/SCW11/SLT2/SIM1/ECM4/TEP1/DTR1/DSE2/SCW4/YPK1/DIT2/SNF1/DIT1/FMP45/RRT8/ECM25/BCK1/DSE1/UBC7/ECM11/GIP1/MHP1/PCM1/QDR3/PIR3",43
"GO:0071555","GO:0071555","cell wall organization","43/641","159/3901",0.000372706805748598,0.0468825929336394,0.0430109848406831,"OSW5/CWP1/GAS1/CRH1/YPS7/CBK1/CHS5/LRG1/SWF1/GPI13/KNH1/ZRG8/SPO75/CTS1/CHS2/BAR1/SHE10/SSP2/CHS1/SCW11/SLT2/SIM1/ECM4/TEP1/DTR1/DSE2/SCW4/YPK1/DIT2/SNF1/DIT1/FMP45/RRT8/ECM25/BCK1/DSE1/UBC7/ECM11/GIP1/MHP1/PCM1/QDR3/PIR3",43
"GO:0048523","GO:0048523","negative regulation of cellular process","107/641","487/3901",0.000393520722694106,0.0470257263619457,0.0431422981774644,"HMLALPHA2/ZIP1/URA2/HOF1/ABF1/POL30/TIP41/SAS3/MCM7/GAS1/GAL80/CLB2/NPT1/MKS1/SBP1/BRE2/CHS5/BEM3/LRG1/HDA3/LEU3/MEK1/PCL5/ORM1/RAD24/TOP1/PDE1/CDC7/SGF29/PTC1/BRE1/ELG1/GRR1/CDC123/YOX1/STN1/CEP3/FUN30/SET2/GCN4/CDC14/MRC1/MSH3/RAD9/BUD2/SIR4/RTT109/SAS4/BUB1/AIM7/DMA2/PAT1/HIR2/ASH1/SPP41/ISW2/SPC72/REF2/YPK1/MOT3/PLP2/CDC20/ESC2/MDS3/ORC1/FAR11/SAP30/CAF40/SLD2/SPT10/NRM1/IXR1/MPS1/SNF1/CDC73/NAM7/IME4/AHK1/CUP9/RAP1/PSY2/EAP1/RGT1/MGA2/HEK2/MPT5/RAD50/WHI5/SDS3/BBC1/FAR1/MHP1/TSA1/YTA7/STP22/MAD2/ABP1/UME6/TEM1/EAF3/RME1/PUF4/VID24/AIM3/ADR1/PGD1/PIN4",107
"GO:0003677","GO:0003677","DNA binding","98/641","441/3901",0.000469592644577489,0.0487566902467202,0.044730317456031,"SWI5/HMLALPHA2/MATALPHA1/RMI1/ABF1/BDP1/POL30/MCM7/CWC24/IOC4/CBF2/GAL80/RAD57/HAA1/GAT2/BRE2/SVF1/SMP1/COM2/HDA3/RAD1/RAD7/SMC1/EXO5/LEU3/RRN10/MGS1/RPO41/RAD24/TOP1/BRE1/YOX1/PMS1/STN1/CEP3/RAD5/FUN30/GCN4/INO4/MSH3/RAD9/HHT1/RSC8/SIR4/DCC1/MET28/GAL4/SDD4/SRB5/CDC9/HIR2/ASH1/RRN7/TFC8/MHF1/SWR1/ISW2/TYE7/MOT3/RPC82/TAH11/ORC1/SLD2/REB1/SPT10/NHP10/IXR1/CEF1/SRC1/NAM7/TAF1/YAP3/PHO4/MIP1/CUP9/THO1/RAP1/CAT8/MCM6/RGT1/SRB4/CRZ1/RFC3/RAD50/ILV5/RDS1/CTF18/TDP1/UME6/YHM2/TOP3/RME1/TAF7/ADR1/CHL1/PGD1/SAW1/HMS1",98
"GO:0051704","GO:0051704","multi-organism process","46/641","175/3901",0.000470876832157226,0.0487566902467202,0.044730317456031,"OSW5/STE3/CWP1/CHS5/RSP5/LRG1/SWF1/PRM1/EMI1/ASG7/SPA2/PTC1/CIK1/SPO75/SET2/SHE10/SSP2/HHT1/SPS4/SPR3/RGA1/TEP1/JEM1/KAR1/DTR1/SPC110/SCW4/YPK1/DIT2/MDS3/FUS2/AGA2/SNF1/DIT1/AQY1/FMP45/RRT8/DSE1/GIP1/RSR1/SDS3/FAR1/AXL1/QDR3/SAG1/STE2",46
"GO:0005935","GO:0005935","cellular bud neck","42/641","156/3901",0.000482660293235581,0.0487566902467202,0.044730317456031,"AIM44/GIC2/HOF1/ELM1/CLB2/IQG1/CBK1/LRG1/BUD4/SPA2/BUD5/GRR1/ZRG8/DSE3/BSP1/CDC14/CTS1/CHS2/SVL3/BUD2/FIR1/EDE1/SLT2/SPR3/RGA1/DMA2/DBF2/YPK1/SEC1/SEC3/NIS1/BCK1/YAP1801/DSE1/AXL2/VRP1/RSR1/PCL2/DSE4/AXL1/MYO1/PAN1",42
"GO:0140014","GO:0140014","mitotic nuclear division","39/641","142/3901",0.000497293069307309,0.0487566902467202,0.044730317456031,"SWI5/GIC2/RMI1/POL30/ASE1/CBF2/CLB2/APC2/NSL1/SMC1/CDC23/TOP1/CDC7/ELG1/CIK1/CEP3/CDC14/MRC1/BUD2/DCC1/BUB1/DMA2/SPC110/SPC72/SCC4/CDC20/ESC2/MTW1/CIN8/MPS1/SRC1/NIS1/CTF18/MAD2/TEM1/SPC97/TOP3/SDS23/CHL1",39
"GO:0042546","GO:0042546","cell wall biogenesis","26/641","83/3901",0.000510007220153977,0.0487566902467202,0.044730317456031,"OSW5/GAS1/ANP1/CHS5/LRG1/SWF1/KNH1/SPO75/CHS2/SHE10/SSP2/CHS1/SLT2/TEP1/DTR1/FLC2/DIT2/MNN10/SNF1/DIT1/RRT8/GFA1/CRZ1/GIP1/PCM1/QDR3",26
"GO:0000755","GO:0000755","cytogamy","7/641","11/3901",0.000562898311582705,0.0517433447954871,0.0474703312966306,"STE3/LRG1/PRM1/FUS2/RSR1/AXL1/STE2",7
"GO:0032787","GO:0032787","monocarboxylic acid metabolic process","36/641","129/3901",0.000586554540140569,0.0519209389235541,0.0476332595365616,"ANT1/FAS2/ACC1/EHD3/CRC1/GLO4/YAT2/FBA1/RSP5/CEM1/ACH1/SPE2/PDH1/FAS1/PYC2/ADH1/PFK1/ACS2/ENO2/AIM45/TYE7/IAH1/GPM1/UGA1/RAP1/CAT8/ABZ1/MGA2/PPT2/YAT1/ALD5/GND1/ASP1/CIT3/ACS1/ADR1",36
"GO:0007059","GO:0007059","chromosome segregation","46/641","177/3901",0.000617963131825307,0.0527475673236601,0.0483916241951922,"ZIP1/RMI1/POL30/ASE1/IOC4/CBF2/OKP1/NUF2/CLB2/APC2/AME1/NSL1/HDA3/RAD1/SMC1/CDC23/TOP1/ELG1/CIK1/CEP3/CSM2/REC8/CDC14/MRC1/BUD2/DCC1/BUB1/DMA2/SPC25/SPC110/MHF1/SPC72/SCC4/CDC20/ESC2/MTW1/CIN8/MPS1/SRC1/RFC3/CTF18/MAD2/TEM1/TOP3/SDS23/CHL1",46
"GO:0006302","GO:0006302","double-strand break repair","33/641","117/3901",0.000803736451496461,0.064241859529721,0.0589367070691077,"MCM7/RAD57/SLD5/RAD1/SMC1/SLD3/CDC7/DOA1/BRE1/ELG1/RAD5/FUN30/CSM2/REC8/RAD9/RSC8/SIR4/RTT109/SCC4/ESC2/TAH11/SLD2/NHP10/SHU2/POL32/PSY2/MCM6/RAD50/ECM11/IRC20/CTF18/TDP1/SAW1",33
"GO:0032505","GO:0032505","reproduction of a single-celled organism","40/641","150/3901",0.000806383174013235,0.064241859529721,0.0589367070691077,"SWI5/OSW5/STE3/CWP1/ELM1/CBK1/CHS5/LRG1/SWF1/PRM1/EMI1/BUD4/SPA2/BUD5/SPO75/SET2/SHE10/SSP2/BUD2/SPS4/SPR3/RGA1/TEP1/ASH1/DTR1/DIT2/MDS3/FUS2/DIT1/AQY1/FMP45/RRT8/AXL2/VRP1/GIP1/RSR1/AXL1/QDR3/PAN1/STE2",40
"GO:0045930","GO:0045930","negative regulation of mitotic cell cycle","22/641","68/3901",0.000835847352912036,0.0644411346277344,0.0591195258443386,"CHS5/RAD24/CDC7/BRE1/GRR1/CEP3/CDC14/MRC1/RAD9/BUD2/BUB1/DMA2/ASH1/SPC72/CDC20/ESC2/FAR11/SLD2/MPS1/FAR1/MAD2/TEM1",22
"GO:0003690","GO:0003690","double-stranded DNA binding","45/641","177/3901",0.00116703972687831,0.0839805956037275,0.0770453999747035,"ABF1/MCM7/CBF2/RAD57/HAA1/GAT2/SMP1/SMC1/RRN10/BRE1/YOX1/PMS1/CEP3/GCN4/MSH3/RAD9/SIR4/GAL4/SRB5/ASH1/RRN7/TFC8/MHF1/ISW2/MOT3/TAH11/ORC1/SLD2/NHP10/CUP9/THO1/RAP1/CAT8/MCM6/RGT1/SRB4/CRZ1/RAD50/ILV5/RDS1/TDP1/UME6/RME1/ADR1/PGD1",45
"GO:0030864","GO:0030864","cortical actin cytoskeleton","20/641","61/3901",0.00118313673296641,0.0839805956037275,0.0770453999747035,"HOF1/IQG1/RSP5/RGD1/SWF1/BUD4/SPA2/GRR1/BSP1/EDE1/AIM7/YAP1801/VRP1/BBC1/AIM21/ABP1/YPP1/MYO1/PAN1/AIM3",20
"GO:0005933","GO:0005933","cellular bud","48/641","192/3901",0.00119470303369319,0.0839805956037275,0.0770453999747035,"AIM44/GIC2/HOF1/ELM1/IRC8/CLB2/IQG1/CBK1/RSP5/BEM3/RGD1/LRG1/BUD4/SPA2/BUD5/GRR1/ZRG8/DSE3/BSP1/CDC14/CTS1/CHS2/SVL3/BUD2/FIR1/EDE1/SLT2/SPR3/EGT2/RGA1/DMA2/ASH1/DBF2/YPK1/SEC1/SEC3/NIS1/BCK1/YAP1801/DSE1/AXL2/VRP1/RSR1/PCL2/DSE4/AXL1/MYO1/PAN1",48
"GO:2000241","GO:2000241","regulation of reproductive process","32/641","115/3901",0.00123421161466363,0.0842790216870304,0.0773191817547167,"SWI5/ZIP1/STE3/CSN9/IME1/RSP5/MEK1/SPA2/RRI1/CDC7/PTC1/GRR1/SET2/BAR1/RGA1/ASH1/ROD1/YPK1/CDC20/MDS3/FAR11/FUS2/AGA2/PSY2/DSE1/EFG1/FAR1/AXL1/RCK2/RME1/SAG1/STE2",32
"GO:0006631","GO:0006631","fatty acid metabolic process","17/641","49/3901",0.00135303362942379,0.0898263992867464,0.0824084517570107,"ANT1/FAS2/ACC1/EHD3/CRC1/YAT2/RSP5/CEM1/ACH1/PDH1/FAS1/AIM45/MGA2/PPT2/YAT1/CIT3/ADR1",17
"GO:0043570","GO:0043570","maintenance of DNA repeat elements","11/641","26/3901",0.0015528319168968,0.0980210858829892,0.0899264135187256,"POL30/CSM2/MRC1/MSH3/DCC1/RTT109/CDC9/SRC1/SHU2/RAD50/CTF18",11
"GO:0045786","GO:0045786","negative regulation of cell cycle","31/641","112/3901",0.00160896490137369,0.0980210858829892,0.0899264135187256,"ZIP1/CHS5/MEK1/RAD24/CDC7/BRE1/GRR1/CDC123/CEP3/SET2/CDC14/MRC1/RAD9/BUD2/BUB1/DMA2/ASH1/SPC72/CDC20/ESC2/MDS3/FAR11/SLD2/MPS1/PSY2/FAR1/TSA1/MAD2/TEM1/RME1/PIN4",31
"GO:0071554","GO:0071554","cell wall organization or biogenesis","48/641","195/3901",0.00170335665300655,0.0980210858829892,0.0899264135187256,"OSW5/CWP1/GAS1/CRH1/ANP1/YPS7/CBK1/CHS5/LRG1/SWF1/GPI13/KNH1/ZRG8/SPO75/CTS1/CHS2/BAR1/SHE10/SSP2/CHS1/SCW11/SLT2/SIM1/ECM4/TEP1/DTR1/FLC2/DSE2/SCW4/YPK1/DIT2/MNN10/SNF1/DIT1/FMP45/RRT8/ECM25/BCK1/DSE1/GFA1/UBC7/CRZ1/ECM11/GIP1/MHP1/PCM1/QDR3/PIR3",48
"GO:0044427","GO:0044427","chromosomal part","86/641","393/3901",0.0017802887534285,0.0980210858829892,0.0899264135187256,"ZIP1/RMI1/POL30/SAS3/MCM7/IOC4/SLX1/CBF2/OKP1/NUF2/RAD57/NPT1/BRE2/AME1/SVF1/NSL1/SWC3/SLD5/HDA3/SMC1/SLD3/CDC23/RSC4/CGI121/RAD24/TOP1/HPR1/CDC7/BRE1/ELG1/SRM1/YOX1/STN1/CEP3/RAD5/FUN30/CSM2/REC8/GCN4/MRC1/RAD9/HHT1/RSC8/SIR4/DCC1/RTT109/SAS4/BUB1/RVB1/SPC25/PAT1/CDC9/HIR2/ASH1/SWR1/ISW2/TYE7/SCC4/MTW1/ORC1/SAP30/CIN8/SPT10/NHP10/IXR1/MPS1/SRC1/CDC73/CAC2/GRC3/SHU2/POL32/RAP1/MCM6/HEK2/RFC3/RAD50/ECM11/SDS3/CTF18/MAD2/UME6/EAF3/TOP3/IES5/CHL1",86
"GO:0000910","GO:0000910","cytokinesis","25/641","85/3901",0.00179085672354182,0.0980210858829892,0.0899264135187256,"AIM44/HOF1/ELM1/ASE1/CHS5/BUD4/SPA2/BUD5/CDC14/CHS2/BUD2/CHS1/EDE1/SLT2/DMA2/DBF2/REF2/MNN10/AXL2/VRP1/RSR1/AXL1/MYO1/PAN1/VHS2",25
"GO:0008134","GO:0008134","transcription factor binding","25/641","85/3901",0.00179085672354182,0.0980210858829892,0.0899264135187256,"BDP1/GAL80/GAT2/RPT1/SGF29/GCN4/MET28/GAL4/SRB5/ASH1/RRN7/MOT3/REB1/NRM1/CEF1/TAF1/CUP9/TAF6/RAP1/SRB4/WHI5/UME6/TAF7/ADR1/PGD1",25
"GO:0070726","GO:0070726","cell wall assembly","14/641","38/3901",0.0018488541938609,0.0980210858829892,0.0899264135187256,"OSW5/CHS5/SWF1/SPO75/SHE10/SSP2/TEP1/DTR1/DIT2/SNF1/DIT1/RRT8/GIP1/QDR3",14
"GO:0071940","GO:0071940","fungal-type cell wall assembly","14/641","38/3901",0.0018488541938609,0.0980210858829892,0.0899264135187256,"OSW5/CHS5/SWF1/SPO75/SHE10/SSP2/TEP1/DTR1/DIT2/SNF1/DIT1/RRT8/GIP1/QDR3",14
"GO:0001067","GO:0001067","regulatory region nucleic acid binding","31/641","113/3901",0.00188021490284792,0.0980210858829892,0.0899264135187256,"SWI5/ABF1/HAA1/GAT2/BRE2/SMP1/LEU3/RRN10/YOX1/GCN4/NRD1/GAL4/SRB5/ASH1/RRN7/TFC8/MOT3/REB1/CEF1/CUP9/RAP1/CAT8/RGT1/SRB4/CRZ1/RDS1/UME6/RME1/TAF7/ADR1/PGD1",31
"GO:0098687","GO:0098687","chromosomal region","43/641","171/3901",0.0018865983056977,0.0980210858829892,0.0899264135187256,"ZIP1/POL30/SAS3/MCM7/CBF2/OKP1/NUF2/NPT1/BRE2/AME1/NSL1/SLD3/CDC23/CGI121/HPR1/CDC7/BRE1/ELG1/STN1/CEP3/RAD5/FUN30/REC8/MRC1/HHT1/SIR4/DCC1/RTT109/SAS4/BUB1/SPC25/PAT1/ISW2/MTW1/CIN8/SPT10/MPS1/SRC1/CAC2/RAP1/HEK2/RAD50/MAD2",43
"GO:0030427","GO:0030427","site of polarized growth","52/641","217/3901",0.00209116395927276,0.0993093135894516,0.0911082581840245,"AIM44/GIC2/HOF1/ELM1/CLB2/IQG1/CBK1/CHS5/RSP5/BEM3/RGD1/LRG1/PRM1/BUD4/SPA2/BUD5/GRR1/ZRG8/DSE3/BSP1/CDC14/CTS1/CHS2/SVL3/BUD2/FIR1/EDE1/SLT2/SPR3/RGA1/DMA2/DBF2/YPK1/SEC1/SEC3/FUS2/NIS1/BCK1/YAP1801/DSE1/AXL2/VRP1/RSR1/SEC31/PCL2/FAR1/DSE4/AXL1/AIM21/ABP1/MYO1/PAN1",52
"GO:0022413","GO:0022413","reproductive process in single-celled organism","30/641","109/3901",0.00209533471839919,0.0993093135894516,0.0911082581840245,"SWI5/OSW5/STE3/CWP1/CHS5/LRG1/SWF1/PRM1/EMI1/SPO75/SET2/SHE10/SSP2/SPS4/SPR3/TEP1/ASH1/DTR1/DIT2/MDS3/FUS2/DIT1/AQY1/FMP45/RRT8/GIP1/RSR1/AXL1/QDR3/STE2",30
"GO:0044764","GO:0044764","multi-organism cellular process","25/641","86/3901",0.00214313590472114,0.0993093135894516,0.0911082581840245,"STE3/CHS5/RSP5/LRG1/PRM1/ASG7/SPA2/PTC1/CIK1/RGA1/JEM1/KAR1/SPC110/SCW4/YPK1/FUS2/AGA2/SNF1/DSE1/RSR1/SDS3/FAR1/AXL1/SAG1/STE2",25
"GO:0044430","GO:0044430","cytoskeletal part","47/641","192/3901",0.00214516125087699,0.0993093135894516,0.0911082581840245,"HOF1/ELM1/ASE1/CBF2/NUF2/CLB2/IQG1/AME1/RSP5/NSL1/RGD1/SWF1/BUD4/SPA2/CNM67/CIK1/GRR1/BSP1/CDC14/EDE1/SPR3/RGA1/AIM7/DMA2/SFI1/KAR1/SPC110/SPC72/DBF2/BER1/MTW1/CIN8/MPS1/YAP1801/AXL2/SPC29/VRP1/BBC1/MHP1/AIM21/ABP1/TEM1/SPC97/YPP1/MYO1/PAN1/AIM3",47
"GO:0000022","GO:0000022","mitotic spindle elongation","7/641","13/3901",0.00216070473081652,0.0993093135894516,0.0911082581840245,"ASE1/CBF2/CLB2/CDC14/SPC110/SPC72/CIN8",7
"GO:0051231","GO:0051231","spindle elongation","7/641","13/3901",0.00216070473081652,0.0993093135894516,0.0911082581840245,"ASE1/CBF2/CLB2/CDC14/SPC110/SPC72/CIN8",7
"GO:0017001","GO:0017001","antibiotic catabolic process","6/641","10/3901",0.00222678490229112,0.100415394650487,0.0921229980431462,"CTA1/PDH1/SFA1/ALD5/CIT3/ADR1",6
