"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030490","GO:0030490","maturation of SSU-rRNA","29/504","85/3901",3.0915765777418e-07,6.11289005144401e-05,5.83701491663596e-05,"RPS20/RPS8B/RPS0A/RRP12/ENP1/BUD21/RRP5/NOP58/UTP15/UTP9/LOC1/MPP10/UTP4/RRS1/UTP22/NOP7/NOC4/FAF1/UTP8/UTP6/SAS10/TRM112/NOP19/UTP7/RRP3/SLX9/EFG1/BUD22/DBP8",29
"GO:0000462","GO:0000462","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","27/504","78/3901",5.73789161522931e-07,0.000103999285526031,9.93057908495388e-05,"RPS20/RPS8B/RPS0A/RRP12/ENP1/BUD21/RRP5/NOP58/UTP15/UTP9/LOC1/MPP10/UTP4/RRS1/UTP22/NOP7/NOC4/FAF1/UTP8/UTP6/SAS10/NOP19/UTP7/RRP3/SLX9/EFG1/DBP8",27
"GO:0006407","GO:0006407","rRNA export from nucleus","8/504","10/3901",2.61695957444844e-06,0.000379459138295024,0.000362334122132405,"RPS10A/RPS0A/RPS3/RPS2/RPS26A/RPS15/RPS5/SRM1",8
"GO:0015295","GO:0015295","solute:proton symporter activity","8/504","10/3901",2.61695957444844e-06,0.000379459138295024,0.000362334122132405,"STL1/HXT4/JEN1/ITR2/HXT14/UGA4/PHO84/HXT15",8
"GO:0051029","GO:0051029","rRNA transport","8/504","10/3901",2.61695957444844e-06,0.000379459138295024,0.000362334122132405,"RPS10A/RPS0A/RPS3/RPS2/RPS26A/RPS15/RPS5/SRM1",8
"GO:0015294","GO:0015294","solute:cation symporter activity","9/504","13/3901",4.14573046197934e-06,0.000563560234675317,0.000538126723781924,"STL1/HXT4/JEN1/ITR2/HXT14/UGA4/PHO89/PHO84/HXT15",9
"GO:0022613","GO:0022613","ribonucleoprotein complex biogenesis","84/504","414/3901",5.3444046594647e-06,0.000683769419666808,0.000652910860255347,"BRR1/MAK11/RPL38/RPL8B/YJU2/RPS10A/RPS20/NSR1/TMA108/NOC2/YTM1/RPL25/RPS8B/PAT1/RPL12B/GAR1/EBP2/RPS0A/RRP12/RPS3/RPP0/RPL17B/XRN1/NUP49/RPS7A/RPS2/ENP1/RPS26A/RPB5/RPL30/UTP21/BUD21/RRB1/RPS15/RRP5/RPS5/DBP3/RIX1/CBF5/NOP58/NOP56/PUS7/UTP15/UTP9/LOC1/MPP10/RPO26/SSF1/NIP7/UTP4/IPI3/RRP15/RRS1/RPA135/IMP4/RPF2/RRP42/UTP22/NOP7/MAK16/NOC4/RRP1/FAF1/UTP8/RPA190/UTP6/IPI1/SAS10/TRM112/NOP19/RLI1/UTP7/NOG2/NOC3/BMT2/RRP3/SLX9/PUF6/EFG1/SGD1/BUD22/REX4/SRM1/DBP8",84
"GO:0034470","GO:0034470","ncRNA processing","69/504","324/3901",7.57607204553755e-06,0.000915442038835787,0.00087412807870442,"NRD1/MAK11/RPL8B/RPS20/NSR1/YTM1/RPS8B/GAR1/EBP2/RPM2/RPS0A/RRP12/RPL17B/XRN1/RPS7A/RPS2/ENP1/RPL30/UTP21/BUD21/DUS3/RRB1/PUS1/RRP5/DBP3/RIX1/CBF5/NOP58/NOP56/PUS7/UTP15/UTP9/LOC1/MPP10/SSF1/NAB3/NIP7/UTP4/IPI3/RRP15/RRS1/IMP4/RPF2/RRP42/UTP22/TRM82/NOP7/MAK16/NOC4/RRP1/FAF1/UTP8/UTP6/IPI1/SAS10/TRM112/NOP19/RLI1/UTP7/SEN34/NOC3/BMT2/RRP3/SLX9/EFG1/BUD22/SEN2/REX4/DBP8",69
"GO:0009277","GO:0009277","fungal-type cell wall","21/504","61/3901",1.16966523704478e-05,0.00128428202980746,0.00122632229633883,"LDS1/FLO9/CRR1/ATH1/CDC11/GAS4/GAS5/DSE4/GAS3/KNH1/PIR3/BAR1/MCD4/RRT12/TOS6/RRT8/SPR3/SPR28/GAS2/AFB1/FIG1",21
"GO:0097064","GO:0097064","ncRNA export from nucleus","12/504","24/3901",1.1809489929264e-05,0.00128428202980746,0.00122632229633883,"RPS10A/RPS0A/RPS3/NUP49/RPS2/RPS26A/RPS15/RPS5/CEX1/UTP22/UTP8/SRM1",12
"GO:0005618","GO:0005618","cell wall","21/504","63/3901",2.06266025091294e-05,0.00194233654059843,0.00185467876326713,"LDS1/FLO9/CRR1/ATH1/CDC11/GAS4/GAS5/DSE4/GAS3/KNH1/PIR3/BAR1/MCD4/RRT12/TOS6/RRT8/SPR3/SPR28/GAS2/AFB1/FIG1",21
"GO:0030312","GO:0030312","external encapsulating structure","21/504","63/3901",2.06266025091294e-05,0.00194233654059843,0.00185467876326713,"LDS1/FLO9/CRR1/ATH1/CDC11/GAS4/GAS5/DSE4/GAS3/KNH1/PIR3/BAR1/MCD4/RRT12/TOS6/RRT8/SPR3/SPR28/GAS2/AFB1/FIG1",21
"GO:0030476","GO:0030476","ascospore wall assembly","15/504","37/3901",2.32187356577284e-05,0.00194233654059843,0.00185467876326713,"LDS1/GIP1/TEP1/SSP1/QDR3/DIT2/CRR1/SMK1/DIT1/GAS4/RRT12/PFS1/RRT8/GAS2/OSW5",15
"GO:0042244","GO:0042244","spore wall assembly","15/504","37/3901",2.32187356577284e-05,0.00194233654059843,0.00185467876326713,"LDS1/GIP1/TEP1/SSP1/QDR3/DIT2/CRR1/SMK1/DIT1/GAS4/RRT12/PFS1/RRT8/GAS2/OSW5",15
"GO:0070590","GO:0070590","spore wall biogenesis","15/504","37/3901",2.32187356577284e-05,0.00194233654059843,0.00185467876326713,"LDS1/GIP1/TEP1/SSP1/QDR3/DIT2/CRR1/SMK1/DIT1/GAS4/RRT12/PFS1/RRT8/GAS2/OSW5",15
"GO:0070591","GO:0070591","ascospore wall biogenesis","15/504","37/3901",2.32187356577284e-05,0.00194233654059843,0.00185467876326713,"LDS1/GIP1/TEP1/SSP1/QDR3/DIT2/CRR1/SMK1/DIT1/GAS4/RRT12/PFS1/RRT8/GAS2/OSW5",15
"GO:0022413","GO:0022413","reproductive process in single-celled organism","30/504","109/3901",2.80722230182269e-05,0.00226137352091272,0.0021593175834293,"LDS1/GIP1/STE3/TEP1/SSP1/QDR3/DIT2/CRR1/SMK1/DIT1/YKU80/GAS4/SPR6/STB1/MCK1/SAE2/BUD3/SHE4/FMP45/PRM1/RRT12/PFS1/RRT8/SPR3/SPR28/GAS2/STE2/OSW5/FUS2/FIG1",30
"GO:0022625","GO:0022625","cytosolic large ribosomal subunit","16/504","42/3901",3.12693329983473e-05,0.00242895711683591,0.00231933812051651,"RPL38/RPL15A/RPP2A/RPL8B/RPL25/RPP2B/RPL12B/RPL9B/RPP0/RPL17B/RPL32/RPL30/RPL31A/RPL22A/RPL21A/RPL16A",16
"GO:0070726","GO:0070726","cell wall assembly","15/504","38/3901",3.3873521040509e-05,0.0024558302754369,0.00234499849168155,"LDS1/GIP1/TEP1/SSP1/QDR3/DIT2/CRR1/SMK1/DIT1/GAS4/RRT12/PFS1/RRT8/GAS2/OSW5",15
"GO:0071940","GO:0071940","fungal-type cell wall assembly","15/504","38/3901",3.3873521040509e-05,0.0024558302754369,0.00234499849168155,"LDS1/GIP1/TEP1/SSP1/QDR3/DIT2/CRR1/SMK1/DIT1/GAS4/RRT12/PFS1/RRT8/GAS2/OSW5",15
"GO:0015293","GO:0015293","symporter activity","10/504","19/3901",3.68633378486953e-05,0.00258637934906168,0.00246965587692617,"STL1/HXT4/DUR3/JEN1/ITR2/HXT14/UGA4/PHO89/PHO84/HXT15",10
"GO:0044445","GO:0044445","cytosolic part","36/504","144/3901",4.4843425603723e-05,0.00304795158400304,0.00291039732618899,"RPL38/RPL15A/RPP2A/RPL8B/RPS10A/RPS20/ASC1/RNR2/RPL25/RPP2B/RPS8B/PAT1/RNR1/RPL12B/RPS0A/FAS1/RPL9B/RPS3/RPP0/RPL17B/RPL32/RPS7A/RPS2/RPS26A/RPL30/RPS15/CCT3/RPS5/RPN9/RPL31A/CCT7/RLI1/RPL22A/NAT5/RPL21A/RPL16A",36
"GO:0005619","GO:0005619","ascospore wall","7/504","10/3901",4.87676799630723e-05,0.00321423345211158,0.00306917488252445,"LDS1/CRR1/CDC11/RRT12/RRT8/SPR3/SPR28",7
"GO:0022627","GO:0022627","cytosolic small ribosomal subunit","12/504","27/3901",5.2478877801692e-05,0.00335710468290236,0.00320559832516218,"RPS10A/RPS20/ASC1/RPS8B/PAT1/RPS0A/RPS3/RPS7A/RPS2/RPS26A/RPS15/RPS5",12
"GO:0030687","GO:0030687","preribosome, large subunit precursor","22/504","73/3901",7.63400032109087e-05,0.00474398591382075,0.00452988951383828,"NOC2/YTM1/RPL25/RPL12B/EBP2/RPP0/RPL17B/DBP3/LOC1/SSF1/NIP7/RRP15/RRS1/RPF2/NOP7/MAK16/RRP1/IPI1/RLI1/NOG2/NOC3/PUF6",22
"GO:0042255","GO:0042255","ribosome assembly","18/504","54/3901",8.0647735268307e-05,0.00487246733912688,0.00465257256387046,"MAK11/RPS10A/NSR1/RPL25/RPL12B/RPS0A/RPP0/RPS26A/RPS15/RRP5/RPS5/RIX1/SSF1/NIP7/IPI3/RPF2/IPI1/REX4",18
"GO:0034660","GO:0034660","ncRNA metabolic process","80/504","418/3901",8.62967406326101e-05,0.00503506008954105,0.00480782749263859,"NRD1/MAK11/RPL8B/KRS1/SSU72/RPS20/NSR1/YTM1/RPS8B/GAR1/EBP2/MSE1/RPM2/RPS0A/RRP12/RPL17B/XRN1/RPS7A/RPS2/ENP1/RPB5/RPL30/UTP21/BUD21/DUS3/RRB1/PUS1/RRP5/AIR1/DBP3/GCR2/RIX1/CBF5/NOP58/NOP56/PUS7/UTP15/UTP9/LOC1/MPP10/RPO26/SSF1/NAB3/NIP7/UTP4/IPI3/RRP15/RRS1/RPA135/IMP4/RPF2/RRP42/UTP22/TRM82/NOP7/MAK16/NOC4/RRP1/RPC53/FAF1/UTP8/RPA190/UTP6/IPI1/SAS10/TRM112/NOP19/RLI1/UTP7/SEN34/NOC3/BMT2/RRP3/SLX9/EFG1/BUD22/TFC8/SEN2/REX4/DBP8",80
"GO:0042273","GO:0042273","ribosomal large subunit biogenesis","26/504","94/3901",8.79688659322114e-05,0.00503506008954105,0.00480782749263859,"MAK11/RPL8B/NOC2/YTM1/RPL25/RPL12B/EBP2/RPP0/RPL17B/RRP5/DBP3/RIX1/LOC1/SSF1/NIP7/IPI3/RRP15/RRS1/RPF2/NOP7/MAK16/IPI1/TRM112/RLI1/PUF6/REX4",26
"GO:0000447","GO:0000447","endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","14/504","37/3901",0.000107239328961942,0.00598065488441599,0.00571074753149558,"RPS0A/ENP1/BUD21/RRP5/NOP58/LOC1/MPP10/RRS1/NOC4/UTP6/SAS10/NOP19/UTP7/DBP8",14
"GO:0000478","GO:0000478","endonucleolytic cleavage involved in rRNA processing","16/504","46/3901",0.000113112405738932,0.00600047518249213,0.0057296733382006,"RPS0A/RPL17B/ENP1/BUD21/RRP5/DBP3/NOP58/LOC1/MPP10/RRS1/NOC4/UTP6/SAS10/NOP19/UTP7/DBP8",16
"GO:0000479","GO:0000479","endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","16/504","46/3901",0.000113112405738932,0.00600047518249213,0.0057296733382006,"RPS0A/RPL17B/ENP1/BUD21/RRP5/DBP3/NOP58/LOC1/MPP10/RRS1/NOC4/UTP6/SAS10/NOP19/UTP7/DBP8",16
"GO:0031160","GO:0031160","spore wall","7/504","11/3901",0.000119215432147146,0.00617365630762009,0.00589503878762707,"LDS1/CRR1/CDC11/RRT12/RRT8/SPR3/SPR28",7
"GO:0009272","GO:0009272","fungal-type cell wall biogenesis","20/504","66/3901",0.000148392072621462,0.00750587809189955,0.0071671373141284,"LDS1/GIP1/TEP1/SSP1/QDR3/DIT2/CRR1/SMK1/DIT1/GAS4/GAS5/GAS3/CWH41/RRT12/PFS1/RRT8/KRE5/GAS2/OSW5/RPI1",20
"GO:0000460","GO:0000460","maturation of 5.8S rRNA","22/504","77/3901",0.000183163385272747,0.00900490953008587,0.00859851736375532,"MAK11/YTM1/RPS0A/RPL17B/ENP1/BUD21/RRP5/DBP3/NOP58/LOC1/MPP10/RRP15/RRS1/RPF2/RRP42/MAK16/NOC4/UTP6/SAS10/NOP19/UTP7/DBP8",22
"GO:0030515","GO:0030515","snoRNA binding","11/504","26/3901",0.000186308473036259,0.00900490953008587,0.00859851736375532,"GAR1/ENP1/BUD21/RRP5/NOP58/NOP56/UTP15/UTP9/IMP4/UTP8/UTP6",11
"GO:1903046","GO:1903046","meiotic cell cycle process","45/504","207/3901",0.000200667165690534,0.0094880670734111,0.00905986997499824,"ZIP1/LDS1/GIP1/TEP1/SSP1/QDR3/MND1/DIT2/GMC2/FPR3/CRR1/SMK1/POL30/DMC1/DIT1/GAS4/SPR6/RAD52/MSC1/RFA1/RAD55/MCK1/CST9/POL1/TOP2/SAE2/TUB2/MND2/CDC28/FMP45/RRT12/PFS1/FUS3/RRT8/PPH3/RFA3/SPR3/SPR28/GAS2/REC114/SPO11/CLB5/ECM11/OSW5/MEI5",45
"GO:0032505","GO:0032505","reproduction of a single-celled organism","35/504","150/3901",0.000253346975100679,0.0117240355498718,0.0111949290453223,"LDS1/GIP1/STE3/TEP1/SSP1/QDR3/DIT2/CRR1/SMK1/DIT1/YKU80/GIN4/GAS4/SPR6/STB1/MCK1/SAE2/BUD3/SHE4/CDC28/AXL2/FMP45/PRM1/BUD6/RRT12/PFS1/RRT8/SPR3/SPR28/GAS2/STE2/TPM2/OSW5/FUS2/FIG1",35
"GO:0022414","GO:0022414","reproductive process","69/504","360/3901",0.000269746910948964,0.0122229069023749,0.0116712863004892,"ZIP1/LDS1/GIP1/STE3/IME4/MF(ALPHA)1/TEP1/SSP1/QDR3/MND1/DIT2/GMC2/FPR3/CRR1/SMK1/POL30/DMC1/DIT1/YKU80/GIN4/GAS4/SPR6/GAC1/RAD52/BEM1/MSC1/RFA1/STB1/RAD55/MCK1/CST9/POL1/TOP2/SAE2/BUD3/BFR1/TUB2/SSF1/MND2/SHE4/CDC28/FMP45/KAR4/PRM1/BUD6/RRT12/AME1/PFS1/FUS3/RRT8/PPH3/RFA3/SPC110/SPR3/KAR5/SPR28/GAS2/REC114/STE2/SPO11/CLB5/ECM11/TPM2/OSW5/AFB1/FUS2/MEI5/FIG1/MFA1",69
"GO:0000466","GO:0000466","maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","21/504","76/3901",0.000423997688974895,0.0188203055820489,0.0179709439387211,"MAK11/RPS0A/RPL17B/ENP1/BUD21/RRP5/DBP3/NOP58/LOC1/MPP10/RRP15/RRS1/RPF2/RRP42/MAK16/NOC4/UTP6/SAS10/NOP19/UTP7/DBP8",21
"GO:0000003","GO:0000003","reproduction","70/504","373/3901",0.000464607419172232,0.0202104227339921,0.0192983250110908,"ZIP1/LDS1/GIP1/STE3/IME4/MF(ALPHA)1/TEP1/SSP1/QDR3/MND1/DIT2/GMC2/FPR3/CRR1/SMK1/POL30/DMC1/DIT1/YKU80/GIN4/GAS4/SPR6/GAC1/RAD52/BEM1/MSC1/RFA1/STB1/RAD55/MCK1/CST9/POL1/TOP2/SAE2/BUD3/BFR1/TUB2/SSF1/MND2/SHE4/CDC28/AXL2/FMP45/KAR4/PRM1/BUD6/RRT12/AME1/PFS1/FUS3/RRT8/PPH3/RFA3/SPC110/SPR3/KAR5/SPR28/GAS2/REC114/STE2/SPO11/CLB5/ECM11/TPM2/OSW5/AFB1/FUS2/MEI5/FIG1/MFA1",70
"GO:0010927","GO:0010927","cellular component assembly involved in morphogenesis","16/504","52/3901",0.00056088469905098,0.0239200827536447,0.0228405678271947,"LDS1/GIP1/TEP1/SSP1/QDR3/DIT2/CRR1/SMK1/DIT1/GAS4/RRT12/PFS1/RRT8/GAS2/OSW5/FUS2",16
"GO:0042546","GO:0042546","cell wall biogenesis","22/504","83/3901",0.000586066114392436,0.0241341943962667,0.023045016597137,"LDS1/GIP1/TEP1/SSP1/QDR3/DIT2/CRR1/SMK1/DIT1/GAS4/GAS5/GAS3/KNH1/PMI40/CWH41/RRT12/PFS1/RRT8/KRE5/GAS2/OSW5/RPI1",22
"GO:0034219","GO:0034219","carbohydrate transmembrane transport","6/504","10/3901",0.000599193791907312,0.0241341943962667,0.023045016597137,"STL1/HXT4/JEN1/ITR2/HXT14/HXT15",6
"GO:0034406","GO:0034406","cell wall beta-glucan metabolic process","6/504","10/3901",0.000599193791907312,0.0241341943962667,0.023045016597137,"GAS4/GAS5/GAS3/CWH41/KRE5/GAS2",6
"GO:0051704","GO:0051704","multi-organism process","38/504","175/3901",0.000647180558471426,0.0255930493577337,0.0244380333371124,"LDS1/GIP1/STE3/MF(ALPHA)1/TEP1/SSP1/QDR3/DIT2/ATF1/FLO9/CRR1/SMK1/DIT1/GAS4/SPR6/BEM1/SKI2/MCK1/BUD3/SSF1/FMP45/KAR4/PRM1/RRT12/PFS1/FUS3/RRT8/SPC110/SPR3/KAR5/SPR28/GAS2/STE2/OSW5/AFB1/FUS2/FIG1/MFA1",38
"GO:0003006","GO:0003006","developmental process involved in reproduction","28/504","117/3901",0.000681361578716248,0.0263537864850957,0.0251644383472928,"LDS1/GIP1/TEP1/SSP1/QDR3/DIT2/CRR1/SMK1/DIT1/YKU80/GAS4/SPR6/BEM1/STB1/MCK1/SAE2/SHE4/FMP45/RRT12/PFS1/FUS3/RRT8/SPR3/SPR28/GAS2/OSW5/FUS2/FIG1",28
"GO:0034471","GO:0034471","ncRNA 5'-end processing","12/504","34/3901",0.00070196704982912,0.0263537864850957,0.0251644383472928,"RPM2/BUD21/RRP5/NOP58/LOC1/MPP10/NOC4/UTP6/SAS10/NOP19/UTP7/DBP8",12
"GO:0019953","GO:0019953","sexual reproduction","35/504","158/3901",0.000718645942325557,0.0263537864850957,0.0251644383472928,"LDS1/GIP1/STE3/MF(ALPHA)1/TEP1/SSP1/QDR3/DIT2/CRR1/SMK1/DIT1/GAS4/SPR6/BEM1/MCK1/BUD3/SSF1/FMP45/KAR4/PRM1/RRT12/PFS1/FUS3/RRT8/SPC110/SPR3/KAR5/SPR28/GAS2/STE2/OSW5/AFB1/FUS2/FIG1/MFA1",35
"GO:0044703","GO:0044703","multi-organism reproductive process","35/504","158/3901",0.000718645942325557,0.0263537864850957,0.0251644383472928,"LDS1/GIP1/STE3/MF(ALPHA)1/TEP1/SSP1/QDR3/DIT2/CRR1/SMK1/DIT1/GAS4/SPR6/BEM1/MCK1/BUD3/SSF1/FMP45/KAR4/PRM1/RRT12/PFS1/FUS3/RRT8/SPC110/SPR3/KAR5/SPR28/GAS2/STE2/OSW5/AFB1/FUS2/FIG1/MFA1",35
"GO:0051321","GO:0051321","meiotic cell cycle","50/504","250/3901",0.000738505990569058,0.0263537864850957,0.0251644383472928,"ZIP1/LDS1/GIP1/IME4/TEP1/SSP1/QDR3/MND1/DIT2/GMC2/FPR3/CRR1/SMK1/POL30/DMC1/DIT1/GAS4/SPR6/GAC1/RAD52/MSC1/RFA1/RAD55/MCK1/CST9/POL1/TOP2/SAE2/BFR1/TUB2/MND2/CDC28/FMP45/KAR4/RRT12/AME1/PFS1/FUS3/RRT8/PPH3/RFA3/SPR3/SPR28/GAS2/REC114/SPO11/CLB5/ECM11/OSW5/MEI5",50
"GO:0032787","GO:0032787","monocarboxylic acid metabolic process","30/504","129/3901",0.000739117689926822,0.0263537864850957,0.0251644383472928,"DLD1/XBP1/BNA3/UGA2/SOK2/ADR1/FAS1/ALD6/ASP1/PDB1/GCR2/POX1/SPE3/PDX1/FOX2/PFK27/TYE7/ALD4/IAH1/PPT2/PAN6/ARO10/YAT1/PDH1/ACS1/CIT3/HSP31/ICL2/CAT2/CRC1",30
"GO:0031226","GO:0031226","intrinsic component of plasma membrane","18/504","64/3901",0.000860109678271433,0.0301732024232317,0.0288114837899752,"STE3/DUR3/HNM1/ARN1/GIT1/GAS4/TNA1/GAS5/UGA4/GAS3/PHO89/PHO84/QDR2/FET4/AXL2/BAR1/GAS2/STE2",18
"GO:0000966","GO:0000966","RNA 5'-end processing","12/504","35/3901",0.000945428868476507,0.0326398061735937,0.0311667695489415,"RPM2/BUD21/RRP5/NOP58/LOC1/MPP10/NOC4/UTP6/SAS10/NOP19/UTP7/DBP8",12
"GO:0008643","GO:0008643","carbohydrate transport","8/504","18/3901",0.00098088434584149,0.0333347414407069,0.0318303423412049,"STL1/HXT4/JEN1/ITR2/HUT1/HXT14/RFT1/HXT15",8
"GO:0000470","GO:0000470","maturation of LSU-rRNA","14/504","45/3901",0.00109172863671156,0.0360807266089157,0.034452401016039,"MAK11/RPL8B/YTM1/RPL17B/RRP5/DBP3/SSF1/NIP7/RRP15/RPF2/NOP7/MAK16/IPI1/TRM112",14
"GO:0000027","GO:0000027","ribosomal large subunit assembly","11/504","31/3901",0.0011114522679528,0.0360807266089157,0.034452401016039,"MAK11/RPL25/RPL12B/RPP0/RRP5/RIX1/SSF1/IPI3/RPF2/IPI1/REX4",11
