"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0022413","GO:0022413","reproductive process in single-celled organism","23/314","109/3901",1.16736819326727e-05,0.00203975020986963,0.00186593690877799,"STE3/SWI5/CWP1/PRM1/SMK1/SPR6/GAS4/SGS1/GIP1/CRR1/SSO1/DTR1/TEP1/AQY1/SPR28/MDS3/EXO1/ASH1/MPH1/FUS2/QDR3/FMP45/RSR1",23
"GO:0003006","GO:0003006","developmental process involved in reproduction","24/314","117/3901",1.24960194500233e-05,0.00203975020986963,0.00186593690877799,"HMLALPHA2/MATALPHA1/SWI5/CWP1/SMK1/SPR6/GAS4/SGS1/GIP1/CRR1/SSO1/FUS3/DTR1/TEP1/AQY1/SPR28/MDS3/EXO1/ASH1/MPH1/FUS2/MATA1/QDR3/FMP45",24
"GO:0070887","GO:0070887","cellular response to chemical stimulus","43/314","279/3901",1.46060093533147e-05,0.00203975020986963,0.00186593690877799,"CSN9/STE3/SOD1/GTT1/SMK1/MXR1/RRI1/ROD1/HAA1/CTA1/DDR48/STE4/BAR1/RIM15/FUS3/GAL4/AGA2/FAR1/YPK1/DSE1/YHB1/RCK2/MDL2/SNF7/CBF1/ECM4/MGA2/IXR1/BCK1/CST6/CAT8/AFB1/CRZ1/YFH1/GAL1/NCE103/EDE1/SLT2/TDA1/CCC1/SAG1/RGT1/GND1",43
"GO:0030427","GO:0030427","site of polarized growth","36/314","217/3901",1.50757230279923e-05,0.00203975020986963,0.00186593690877799,"AIM44/GIC2/PRM1/HOF1/ELM1/BUD4/DSE3/IQG1/CHS2/CTS1/FIR1/SEC3/FUS3/CAR1/SPR28/DBF2/FAR1/YPK1/DSE1/BIL1/YAP1801/SEC31/BCK1/VRP1/FUS2/MYO1/CDC14/EDE1/DSE4/SLT2/ABP1/AIM21/TPM2/RSR1/PAN1/BNR1",36
"GO:0032505","GO:0032505","reproduction of a single-celled organism","28/314","150/3901",1.55194555921995e-05,0.00203975020986963,0.00186593690877799,"STE3/SWI5/CWP1/PRM1/SMK1/SPR6/ELM1/BUD4/GAS4/SGS1/GIP1/CRR1/SSO1/DTR1/TEP1/AQY1/SPR28/MDS3/EXO1/ASH1/MPH1/VRP1/FUS2/QDR3/FMP45/TPM2/RSR1/PAN1",28
"GO:0051704","GO:0051704","multi-organism process","31/314","175/3901",1.61884937291241e-05,0.00203975020986963,0.00186593690877799,"STE3/CWP1/PRM1/ASG7/SMK1/SPR6/GAS4/GIP1/JEM1/CRR1/SSO1/CIK1/STE4/SCW4/FUS3/DTR1/TEP1/AGA2/AQY1/SPR28/MDS3/FAR1/YPK1/DSE1/FUS2/AFB1/SDS3/SAG1/QDR3/FMP45/RSR1",31
"GO:2000241","GO:2000241","regulation of reproductive process","23/314","115/3901",2.93626421008275e-05,0.00348206391030989,0.00318534668486995,"CSN9/STE3/ZIP1/SWI5/SMK1/RRI1/SGS1/ROD1/STE4/BAR1/FUS3/AGA2/MDS3/FAR1/ASH1/YPK1/DSE1/RCK2/FUS2/AFB1/RME1/SAG1/HOS4",23
"GO:0005935","GO:0005935","cellular bud neck","28/314","156/3901",3.31239028833483e-05,0.00370987712293501,0.00339374724278516,"AIM44/GIC2/HOF1/ELM1/BUD4/DSE3/IQG1/CHS2/CTS1/FIR1/SEC3/SPR28/DBF2/YPK1/DSE1/BIL1/YAP1801/BCK1/VRP1/MYO1/CDC14/EDE1/DSE4/SLT2/TPM2/RSR1/PAN1/BNR1",28
"GO:0071241","GO:0071241","cellular response to inorganic substance","6/314","10/3901",4.12920331360598e-05,0.00438130204222613,0.00400795800855273,"HAA1/MGA2/CST6/CRZ1/NCE103/CCC1",6
"GO:0045229","GO:0045229","external encapsulating structure organization","28/314","159/3901",4.74753246905002e-05,0.00440069599709914,0.00402569934571726,"SOD1/GAS1/CWP1/SMK1/GAS4/GIP1/CRR1/CHS2/CTS1/BAR1/SCW4/YPS7/DTR1/TEP1/SIM1/DSE2/YPK1/DSE1/PIR3/SCW11/ECM4/BCK1/PCM1/UBC7/SLT2/ECM13/QDR3/FMP45",28
"GO:0071555","GO:0071555","cell wall organization","28/314","159/3901",4.74753246905002e-05,0.00440069599709914,0.00402569934571726,"SOD1/GAS1/CWP1/SMK1/GAS4/GIP1/CRR1/CHS2/CTS1/BAR1/SCW4/YPS7/DTR1/TEP1/SIM1/DSE2/YPK1/DSE1/PIR3/SCW11/ECM4/BCK1/PCM1/UBC7/SLT2/ECM13/QDR3/FMP45",28
"GO:0000749","GO:0000749","response to pheromone triggering conjugation with cellular fusion","14/314","53/3901",4.8023468222312e-05,0.00440069599709914,0.00402569934571726,"CSN9/STE3/SMK1/RRI1/ROD1/STE4/BAR1/FUS3/AGA2/FAR1/YPK1/DSE1/AFB1/SAG1",14
"GO:0051301","GO:0051301","cell division","37/314","245/3901",9.56771973587962e-05,0.00838631434240579,0.00767169106510805,"AIM44/RMI1/HOF1/ELM1/BUD4/PCL5/ASE1/IQG1/CHS2/CTS1/PAT1/EGT2/CDC9/FUS3/NUF2/DSE2/SPR28/DBF2/FAR1/CNM67/DSE1/RGP1/TEM1/SPC25/VRP1/SPC72/MYO1/RME1/CDC14/EDE1/DSE4/SLT2/SDS23/NOP15/TPM2/RSR1/PAN1",37
"GO:0005933","GO:0005933","cellular bud","31/314","192/3901",0.00010434537437748,0.00876501144770834,0.00801811824163796,"IRC8/AIM44/GIC2/HOF1/ELM1/BUD4/DSE3/IQG1/CHS2/CTS1/FIR1/EGT2/SEC3/SPR28/DBF2/ASH1/YPK1/DSE1/BIL1/YAP1801/BCK1/VRP1/MYO1/CDC14/EDE1/DSE4/SLT2/TPM2/RSR1/PAN1/BNR1",31
"GO:0043900","GO:0043900","regulation of multi-organism process","16/314","71/3901",0.00011377095353383,0.00889830313892882,0.00814005174363163,"CSN9/STE3/SMK1/RRI1/ROD1/STE4/BAR1/FUS3/AGA2/MDS3/FAR1/YPK1/DSE1/FUS2/AFB1/SAG1",16
"GO:0071444","GO:0071444","cellular response to pheromone","15/314","64/3901",0.000116039234111529,0.00889830313892882,0.00814005174363163,"CSN9/STE3/SMK1/RRI1/ROD1/STE4/BAR1/FUS3/AGA2/FAR1/YPK1/DSE1/AFB1/CRZ1/SAG1",15
"GO:0044764","GO:0044764","multi-organism cellular process","18/314","86/3901",0.000119173702753511,0.00889830313892882,0.00814005174363163,"STE3/PRM1/ASG7/SMK1/JEM1/CIK1/STE4/SCW4/FUS3/AGA2/FAR1/YPK1/DSE1/FUS2/AFB1/SDS3/SAG1/RSR1",18
"GO:0009986","GO:0009986","cell surface","7/314","16/3901",0.000124037053209779,0.00893066783110407,0.00816965854223806,"GAS1/GAS4/BAR1/YPS7/ACF2/SIM1/DSE4",7
"GO:0031137","GO:0031137","regulation of conjugation with cellular fusion","15/314","65/3901",0.000140046574485721,0.0092472020692444,0.00845921993803059,"CSN9/STE3/SMK1/RRI1/ROD1/STE4/BAR1/FUS3/AGA2/FAR1/YPK1/DSE1/FUS2/AFB1/SAG1",15
"GO:0046999","GO:0046999","regulation of conjugation","15/314","65/3901",0.000140046574485721,0.0092472020692444,0.00845921993803059,"CSN9/STE3/SMK1/RRI1/ROD1/STE4/BAR1/FUS3/AGA2/FAR1/YPK1/DSE1/FUS2/AFB1/SAG1",15
"GO:0051321","GO:0051321","meiotic cell cycle","37/314","250/3901",0.000147524935845529,0.0092472020692444,0.00845921993803059,"RMI1/ZIP1/CWP1/MND1/SMK1/POL30/SPR6/POL1/GAS4/SGS1/GIP1/BNS1/CRR1/SSO1/GMC2/CIK1/RIM15/FUS3/DTR1/TEP1/AQY1/SPR28/MDS3/EXO1/CNM67/RAD1/RCK2/RAD51/PMS1/SPO23/RAD50/RME1/CDC14/QDR3/FMP45/HOS4/REC114",37
"GO:0000747","GO:0000747","conjugation with cellular fusion","17/314","80/3901",0.000151367891014417,0.0092472020692444,0.00845921993803059,"STE3/PRM1/ASG7/SMK1/JEM1/CIK1/STE4/SCW4/FUS3/AGA2/FAR1/YPK1/DSE1/FUS2/AFB1/SAG1/RSR1",17
"GO:0140253","GO:0140253","cell-cell fusion","17/314","80/3901",0.000151367891014417,0.0092472020692444,0.00845921993803059,"STE3/PRM1/ASG7/SMK1/JEM1/CIK1/STE4/SCW4/FUS3/AGA2/FAR1/YPK1/DSE1/FUS2/AFB1/SAG1/RSR1",17
"GO:0031136","GO:0031136","positive regulation of conjugation","14/314","59/3901",0.000170245100716983,0.00980611780129821,0.00897050876559861,"CSN9/STE3/SMK1/RRI1/ROD1/STE4/BAR1/FUS3/AGA2/FAR1/YPK1/DSE1/AFB1/SAG1",14
"GO:0031139","GO:0031139","positive regulation of conjugation with cellular fusion","14/314","59/3901",0.000170245100716983,0.00980611780129821,0.00897050876559861,"CSN9/STE3/SMK1/RRI1/ROD1/STE4/BAR1/FUS3/AGA2/FAR1/YPK1/DSE1/AFB1/SAG1",14
"GO:0000746","GO:0000746","conjugation","17/314","81/3901",0.000177806508002405,0.00995716444813468,0.00910868426959689,"STE3/PRM1/ASG7/SMK1/JEM1/CIK1/STE4/SCW4/FUS3/AGA2/FAR1/YPK1/DSE1/FUS2/AFB1/SAG1/RSR1",17
"GO:0030154","GO:0030154","cell differentiation","26/314","156/3901",0.000227964151674744,0.0124209656696293,0.01136253751733,"HMLALPHA2/MATALPHA1/SWI5/CWP1/SMK1/SPR6/GAS4/SGS1/GIP1/CRR1/SSO1/FUS3/DTR1/TEP1/AQY1/SPR28/MDS3/EXO1/ASH1/CNM67/MPH1/CEF1/MATA1/SPO23/QDR3/FMP45",26
"GO:0030864","GO:0030864","cortical actin cytoskeleton","14/314","61/3901",0.000248519828244374,0.0131846308879121,0.012061128506486,"HOF1/BUD4/IQG1/INP53/YAP1801/VRP1/MYO1/BBC1/EDE1/ABP1/AIM21/TPM2/AIM3/PAN1",14
"GO:0007530","GO:0007530","sex determination","8/314","23/3901",0.00027000147692908,0.0132761701826592,0.0121448674603273,"HMLALPHA2/MATALPHA1/SWI5/SGS1/EXO1/ASH1/MPH1/MATA1",8
"GO:0007531","GO:0007531","mating type determination","8/314","23/3901",0.00027000147692908,0.0132761701826592,0.0121448674603273,"HMLALPHA2/MATALPHA1/SWI5/SGS1/EXO1/ASH1/MPH1/MATA1",8
"GO:0045165","GO:0045165","cell fate commitment","8/314","23/3901",0.00027000147692908,0.0132761701826592,0.0121448674603273,"HMLALPHA2/MATALPHA1/SWI5/SGS1/EXO1/ASH1/MPH1/MATA1",8
"GO:0032502","GO:0032502","developmental process","36/314","249/3901",0.000293722159820791,0.0139758935876987,0.0127849653120552,"HMLALPHA2/MATALPHA1/SOD1/GIC2/SWI5/CWP1/SMK1/SPR6/NPT1/ELM1/GAS4/SGS1/GIP1/CRR1/CGI121/SSO1/CTA1/ACS2/RIM15/FUS3/DTR1/TEP1/AQY1/SPR28/MDS3/EXO1/ASH1/CNM67/MPH1/FUS2/CEF1/MATA1/SPO23/PUF4/QDR3/FMP45",36
"GO:0043902","GO:0043902","positive regulation of multi-organism process","14/314","62/3901",0.000298096936642383,0.0139758935876987,0.0127849653120552,"CSN9/STE3/SMK1/RRI1/ROD1/STE4/BAR1/FUS3/AGA2/FAR1/YPK1/DSE1/AFB1/SAG1",14
"GO:0071554","GO:0071554","cell wall organization or biogenesis","30/314","195/3901",0.000327241074419569,0.014993591046133,0.0137159416838058,"SOD1/GAS1/CWP1/SMK1/GAS4/GIP1/CRR1/CHS2/CTS1/BAR1/SCW4/YPS7/DTR1/TEP1/SIM1/DSE2/YPK1/DSE1/PIR3/SCW11/ECM4/BCK1/CRZ1/PCM1/UBC7/RPI1/SLT2/ECM13/QDR3/FMP45",30
"GO:2000243","GO:2000243","positive regulation of reproductive process","15/314","70/3901",0.000336117380755276,0.0150580586578364,0.0137749158148127,"CSN9/STE3/SWI5/SMK1/RRI1/ROD1/STE4/BAR1/FUS3/AGA2/FAR1/YPK1/DSE1/AFB1/SAG1",15
"GO:0048869","GO:0048869","cellular developmental process","35/314","242/3901",0.000355710038052177,0.0155893790589824,0.0142609607933047,"HMLALPHA2/MATALPHA1/SOD1/GIC2/SWI5/CWP1/SMK1/SPR6/NPT1/ELM1/GAS4/SGS1/GIP1/CRR1/CGI121/SSO1/ACS2/RIM15/FUS3/DTR1/TEP1/AQY1/SPR28/MDS3/EXO1/ASH1/CNM67/MPH1/FUS2/CEF1/MATA1/SPO23/PUF4/QDR3/FMP45",35
"GO:0030863","GO:0030863","cortical cytoskeleton","14/314","64/3901",0.00042309311749744,0.0177883997630754,0.0162725962744926,"HOF1/BUD4/IQG1/INP53/YAP1801/VRP1/MYO1/BBC1/EDE1/ABP1/AIM21/TPM2/AIM3/PAN1",14
"GO:1903046","GO:1903046","meiotic cell cycle process","31/314","207/3901",0.000423533327692272,0.0177883997630754,0.0162725962744926,"ZIP1/CWP1/MND1/SMK1/POL30/SPR6/POL1/GAS4/SGS1/GIP1/CRR1/SSO1/GMC2/FUS3/DTR1/TEP1/AQY1/SPR28/MDS3/EXO1/RAD1/RCK2/RAD51/PMS1/RAD50/RME1/CDC14/QDR3/FMP45/HOS4/REC114",31
"GO:0019236","GO:0019236","response to pheromone","15/314","73/3901",0.000542340699196612,0.0223134459098035,0.0204120495164869,"CSN9/STE3/SMK1/RRI1/ROD1/STE4/BAR1/FUS3/AGA2/FAR1/YPK1/DSE1/AFB1/CRZ1/SAG1",15
"GO:0042221","GO:0042221","response to chemical","52/314","418/3901",0.00064318995875143,0.0259334191368576,0.0237235538470001,"CSN9/STE3/SOD1/VHT1/ANT1/GTT1/SMK1/MXR1/ELM1/RRI1/JEM1/ROD1/HAA1/CTA1/DDR48/STE4/BAR1/RIM15/FUS3/GAL4/RPT1/AGA2/FAR1/YPK1/DSE1/YHB1/RCK2/MDL2/SNF7/CBF1/ECM4/MGA2/TNA1/IXR1/BCK1/CST6/CAT8/AFB1/CRZ1/UBC7/YFH1/GAL1/NCE103/EDE1/AGC1/SLT2/TDA1/CCC1/SAG1/QDR3/RGT1/GND1",52
"GO:0005886","GO:0005886","plasma membrane","44/314","338/3901",0.00067451731613444,0.0266632727319026,0.0243912144038708,"STE3/VHT1/GIC2/YCT1/GAS1/GTT1/PRM1/GIS4/ASG7/PLB1/FAT3/GAS4/ROD1/STT4/SSO1/STE4/VTC2/BAR1/SSU1/SEC3/THI73/YPS7/ADH1/MST28/MEP2/AQY1/HXT4/FEN2/YPK1/SNF7/HXT15/TNA1/YAP1801/ENA5/ARN1/GAP1/HOL1/PTK2/QDR3/FMP45/KIN1/RSR1/PAN1/SIP3",44
"GO:0015629","GO:0015629","actin cytoskeleton","14/314","68/3901",0.000810616281840588,0.0314269696959736,0.0287489823033342,"HOF1/BUD4/IQG1/INP53/YAP1801/VRP1/MYO1/BBC1/EDE1/ABP1/AIM21/TPM2/AIM3/PAN1",14
"GO:0072524","GO:0072524","pyridine-containing compound metabolic process","12/314","54/3901",0.000935607126540335,0.0355883767378361,0.0325557832313539,"SOL3/NPT1/PFK1/PFK27/GPM1/SNO3/ADH1/TYE7/NMA1/ADH2/UTR1/GND1",12
"GO:0000910","GO:0000910","cytokinesis","16/314","85/3901",0.000987213914530726,0.0362744238872954,0.0331833702227138,"AIM44/HOF1/ELM1/BUD4/ASE1/CHS2/DBF2/VRP1/MYO1/CDC14/EDE1/SLT2/NOP15/TPM2/RSR1/PAN1",16
"GO:0000142","GO:0000142","cellular bud neck contractile ring","5/314","11/3901",0.0010076228857582,0.0362744238872954,0.0331833702227138,"HOF1/BUD4/IQG1/MYO1/TPM2",5
"GO:0110085","GO:0110085","mitotic actomyosin contractile ring","5/314","11/3901",0.0010076228857582,0.0362744238872954,0.0331833702227138,"HOF1/BUD4/IQG1/MYO1/TPM2",5
"GO:0046496","GO:0046496","nicotinamide nucleotide metabolic process","11/314","48/3901",0.00116036511781263,0.0410402820615835,0.0375431151691177,"SOL3/NPT1/PFK1/PFK27/GPM1/ADH1/TYE7/NMA1/ADH2/UTR1/GND1",11
"GO:0032787","GO:0032787","monocarboxylic acid metabolic process","21/314","129/3901",0.00125392091330344,0.0435845614003403,0.0398705887496847,"FAS2/ANT1/ACC1/EHD3/CRC1/YAT2/PFK1/PFK27/ALD5/ACS2/GPM1/CEM1/ADH1/TYE7/MGA2/CAT8/PPT2/PDH1/GND1/IAH1/ASP1",21
"GO:0019362","GO:0019362","pyridine nucleotide metabolic process","11/314","49/3901",0.00139111655638573,0.0475337453842988,0.043483250790148,"SOL3/NPT1/PFK1/PFK27/GPM1/ADH1/TYE7/NMA1/ADH2/UTR1/GND1",11
"GO:0005826","GO:0005826","actomyosin contractile ring","5/314","12/3901",0.00161447612999466,0.0533571127552334,0.0488103913675694,"HOF1/BUD4/IQG1/MYO1/TPM2",5
"GO:0070938","GO:0070938","contractile ring","5/314","12/3901",0.00161447612999466,0.0533571127552334,0.0488103913675694,"HOF1/BUD4/IQG1/MYO1/TPM2",5
"GO:0022616","GO:0022616","DNA strand elongation","9/314","36/3901",0.00169384786405154,0.0550773757085147,0.0503840654977641,"POL30/POL1/SGS1/CDC9/PSF1/EXO1/MPH1/MCM6/RFC3",9
"GO:0044448","GO:0044448","cell cortex part","19/314","115/3901",0.00177595538264261,0.0568305722445636,0.0519878668402649,"OSH7/HOF1/ELM1/BUD4/IQG1/SEC3/SPR28/INP53/YAP1801/VRP1/MYO1/BBC1/EDE1/ABP1/AIM21/TPM2/AIM3/PAN1/SIP3",19
"GO:0004553","GO:0004553","hydrolase activity, hydrolyzing O-glycosyl compounds","8/314","30/3901",0.0019563974354743,0.0616265192174406,0.0563751366274832,"CRR1/CTS1/EGT2/SCW4/ACF2/DSE2/SCW11/DSE4",8
"GO:0031505","GO:0031505","fungal-type cell wall organization","20/314","125/3901",0.002023338535643,0.0627546228900968,0.0574071111651262,"SOD1/GAS1/CWP1/SMK1/GAS4/GIP1/CRR1/CHS2/BAR1/YPS7/DTR1/TEP1/SIM1/YPK1/PIR3/BCK1/UBC7/SLT2/QDR3/FMP45",20
"GO:0010035","GO:0010035","response to inorganic substance","10/314","44/3901",0.00206831203344912,0.0631775312035367,0.0577939821786739,"SOD1/HAA1/CTA1/MDL2/MGA2/CST6/CRZ1/UBC7/NCE103/CCC1",10
"GO:0140110","GO:0140110","transcription regulator activity","26/314","181/3901",0.00229339348572714,0.0690071830929239,0.0631268717516723,"HMLALPHA2/MATALPHA1/ABF1/HAA1/TAF2/INO4/PHO4/MOT3/GAL4/TAF1/SAP30/ASH1/TYE7/CBF1/YAP3/CST6/CAT8/CEF1/CRZ1/MATA1/RME1/HMS1/RGT1/PGD1/WHI5/SIP3",26
"GO:0034293","GO:0034293","sexual sporulation","15/314","84/3901",0.0024470096647287,0.0714952388998995,0.0654029127781035,"CWP1/SMK1/SPR6/GAS4/GIP1/CRR1/SSO1/FUS3/DTR1/TEP1/AQY1/SPR28/MDS3/QDR3/FMP45",15
"GO:0043935","GO:0043935","sexual sporulation resulting in formation of a cellular spore","15/314","84/3901",0.0024470096647287,0.0714952388998995,0.0654029127781035,"CWP1/SMK1/SPR6/GAS4/GIP1/CRR1/SSO1/FUS3/DTR1/TEP1/AQY1/SPR28/MDS3/QDR3/FMP45",15
"GO:0032535","GO:0032535","regulation of cellular component size","11/314","53/3901",0.00272049824703702,0.0763409681814218,0.0698357227724786,"JJJ1/VRP1/BBC1/SLT2/PTK2/ABP1/SFP1/AIM3/PAN1/WHI5/BNR1",11
"GO:0090066","GO:0090066","regulation of anatomical structure size","11/314","53/3901",0.00272049824703702,0.0763409681814218,0.0698357227724786,"JJJ1/VRP1/BBC1/SLT2/PTK2/ABP1/SFP1/AIM3/PAN1/WHI5/BNR1",11
"GO:0019359","GO:0019359","nicotinamide nucleotide biosynthetic process","7/314","25/3901",0.00276433069307728,0.0763409681814218,0.0698357227724786,"NPT1/PFK1/PFK27/GPM1/TYE7/NMA1/UTR1",7
"GO:0036003","GO:0036003","positive regulation of transcription from RNA polymerase II promoter in response to stress","7/314","25/3901",0.00276433069307728,0.0763409681814218,0.0698357227724786,"SOD1/HAA1/MOT3/SAP30/MGA2/CRZ1/SDS3",7
"GO:0071852","GO:0071852","fungal-type cell wall organization or biogenesis","22/314","147/3901",0.00294447993671443,0.0784686139833618,0.071782065423376,"SOD1/GAS1/CWP1/SMK1/GAS4/GIP1/CRR1/CHS2/BAR1/YPS7/DTR1/TEP1/SIM1/YPK1/PIR3/BCK1/PCM1/UBC7/RPI1/SLT2/QDR3/FMP45",22
"GO:0071310","GO:0071310","cellular response to organic substance","21/314","138/3901",0.00296951647533892,0.0784686139833618,0.071782065423376,"CSN9/STE3/SMK1/RRI1/ROD1/STE4/BAR1/FUS3/AGA2/FAR1/YPK1/DSE1/YHB1/CBF1/BCK1/CST6/AFB1/CRZ1/EDE1/SLT2/SAG1",21
"GO:0003700","GO:0003700","DNA-binding transcription factor activity","20/314","129/3901",0.00297089526052951,0.0784686139833618,0.071782065423376,"HMLALPHA2/ABF1/HAA1/TAF2/INO4/PHO4/MOT3/GAL4/TAF1/ASH1/TYE7/CBF1/YAP3/CST6/CAT8/CEF1/CRZ1/RME1/HMS1/RGT1",20
"GO:0005975","GO:0005975","carbohydrate metabolic process","27/314","194/3901",0.00301526933397891,0.0784686139833618,0.071782065423376,"GAS1/SOL3/GAS4/CRR1/PFK1/PFK27/CHS2/CTS1/GPM1/PGM2/SCW4/ADH1/ACF2/GAL4/SIM1/TSL1/TYE7/CBF1/CAT8/CRZ1/PCM1/GAL1/DSE4/GAL7/RGT1/GND1/YIG1",27
"GO:0072525","GO:0072525","pyridine-containing compound biosynthetic process","8/314","32/3901",0.00305050428891089,0.0784686139833618,0.071782065423376,"NPT1/PFK1/PFK27/GPM1/SNO3/TYE7/NMA1/UTR1",8
"GO:0016798","GO:0016798","hydrolase activity, acting on glycosyl bonds","9/314","39/3901",0.00307491096462578,0.0784686139833618,0.071782065423376,"CRR1/CTS1/EGT2/SCW4/ACF2/SIM1/DSE2/SCW11/DSE4",9
"GO:0019363","GO:0019363","pyridine nucleotide biosynthetic process","7/314","26/3901",0.00352697398994601,0.0887690161330106,0.0812047390690448,"NPT1/PFK1/PFK27/GPM1/TYE7/NMA1/UTR1",7
"GO:0015926","GO:0015926","glucosidase activity","5/314","14/3901",0.00356661225534418,0.0887690161330106,0.0812047390690448,"SCW4/ACF2/DSE2/SCW11/DSE4",5
"GO:0030437","GO:0030437","ascospore formation","14/314","79/3901",0.00363787818168279,0.0894385660277134,0.0818172345867554,"CWP1/SMK1/SPR6/GAS4/GIP1/CRR1/SSO1/DTR1/TEP1/AQY1/SPR28/MDS3/QDR3/FMP45",14
"GO:0003677","GO:0003677","DNA binding","51/314","441/3901",0.003742733660194,0.0909078440837481,0.08316131100393,"HMLALPHA2/MATALPHA1/RMI1/SWI5/ABF1/MND1/POL30/POL1/BDP1/SGS1/HAA1/TAF2/INO4/IOC4/PHO4/CDC9/MOT3/GAL4/TAF1/EXO1/ASH1/RAD1/TYE7/CDC45/RAD51/MPH1/MCM6/CBF1/YAP3/IXR1/PMS1/CST6/CAT8/CEF1/CRZ1/MATA1/RAD50/THO1/RME1/RPI1/SNT1/ILV5/HMS1/RGT1/TDP1/SFP1/CTF18/RFC3/SAW1/PGD1/RPC40",51
